,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PLD,PLD_6m,PLD_12m,PLD_6m_ret,PLD_12m_ret
244,244,244,244,2020-01-24,87.09071350097656,83.52193450927734,80.13432312011719,0.04272864383071506,0.08680912385610484
245,245,245,245,2020-01-27,86.04000091552734,84.55452728271484,80.569091796875,0.01756823295629939,0.06790332367708962
246,246,246,246,2020-01-28,86.55628967285156,85.38783264160156,80.57816314697266,0.013684116285681558,0.07419040460099535
247,247,247,247,2020-01-29,87.40773010253906,86.56534576416016,81.01292419433594,0.009731195906892198,0.07893562628183992
248,248,248,248,2020-01-30,87.14505004882812,85.08893585205078,83.15055847167969,0.0241642955830641,0.048039263362361195
249,249,249,249,2020-01-31,84.12879943847656,86.68309020996094,82.0907974243164,-0.02946700175659933,0.02482619341149772
250,250,250,250,2020-02-03,83.21397399902344,87.09071350097656,83.52193450927734,-0.04451381032616819,-0.0036871812424279504
251,251,251,251,2020-02-04,84.61793518066406,86.04000091552734,84.55452728271484,-0.016527960480375192,0.0007499054159123553
252,252,252,252,2020-02-05,84.00199127197266,86.55628967285156,85.38783264160156,-0.02951025755070069,-0.01622996306096325
253,253,253,253,2020-02-06,84.33715057373047,87.40773010253906,86.56534576416016,-0.03512938186595693,-0.025740036856090387
254,254,254,254,2020-02-07,84.36429595947266,87.14505004882812,85.08893585205078,-0.031909489842479766,-0.008516264603874002
255,255,255,255,2020-02-10,85.74109649658203,84.12879943847656,86.68309020996094,0.01916462696326171,-0.010867098889728588
256,256,256,256,2020-02-11,87.14505004882812,83.21397399902344,87.09071350097656,0.04724057584187502,0.0006239074829827995
257,257,257,257,2020-02-12,87.67041015625,84.61793518066406,86.04000091552734,0.03607361688829602,0.01894943309360686
258,258,258,258,2020-02-13,87.38056182861328,84.00199127197266,86.55628967285156,0.04022012461230662,0.009522960825575355
259,259,259,259,2020-02-14,88.35881042480469,84.33715057373047,87.40773010253906,0.047685507794792636,0.010880963516040287
260,260,260,260,2020-02-18,89.08341217041016,84.36429595947266,87.14505004882812,0.05593736256869253,0.022242940023512014
261,261,261,261,2020-02-19,88.55806732177734,85.74109649658203,84.12879943847656,0.03285438302398669,0.052648651982011296
262,262,262,262,2020-02-20,89.62688446044922,87.14505004882812,83.21397399902344,0.028479350350140376,0.07706530710215853
263,263,263,263,2020-02-21,89.8804931640625,87.67041015625,84.61793518066406,0.025208995872992856,0.062191992420549846
264,264,264,264,2020-02-24,86.93671417236328,87.38056182861328,84.00199127197266,-0.005079478169533358,0.03493634919782895
265,265,265,265,2020-02-25,83.05998229980469,88.35881042480469,84.33715057373047,-0.059969437111304535,-0.015143602377332366
266,266,266,266,2020-02-26,82.66144561767578,89.08341217041016,84.36429595947266,-0.07208936429657198,-0.020184490635883456
267,267,267,267,2020-02-27,78.54015350341797,88.55806732177734,85.74109649658203,-0.11312254344891137,-0.08398473179604271
268,268,268,268,2020-02-28,76.3390884399414,89.62688446044922,87.14505004882812,-0.14825681044811378,-0.12399971774451957
269,269,269,269,2020-03-02,79.95317077636719,89.8804931640625,87.67041015625,-0.11045024385407598,-0.08802558772257152
270,270,270,270,2020-03-03,80.96761322021484,86.93671417236328,87.38056182861328,-0.06866030087488606,-0.0733910205450119
271,271,271,271,2020-03-04,85.47840881347656,83.05998229980469,88.35881042480469,0.029116626884684083,-0.03259891795147485
272,272,272,272,2020-03-05,81.25748443603516,82.66144561767578,89.08341217041016,-0.01698447409369297,-0.08784943844993909
273,273,273,273,2020-03-06,77.7883529663086,78.54015350341797,88.55806732177734,-0.009572180643582007,-0.12161189467173894
274,274,274,274,2020-03-09,70.44246673583984,76.3390884399414,89.62688446044922,-0.07724249561534435,-0.21404758003247482
275,275,275,275,2020-03-10,73.24132537841797,79.95317077636719,89.8804931640625,-0.08394720725613958,-0.18512546159790633
276,276,276,276,2020-03-11,66.74689483642578,80.96761322021484,86.93671417236328,-0.17563464968532183,-0.23223582266875842
277,277,277,277,2020-03-12,63.567604064941406,85.47840881347656,83.05998229980469,-0.2563314532017902,-0.23467833359879153
278,278,278,278,2020-03-13,71.07516479492188,81.25748443603516,82.66144561767578,-0.1253093141115964,-0.1401654754060625
279,279,279,279,2020-03-16,58.80004119873047,77.7883529663086,78.54015350341797,-0.24410224723233664,-0.2513378370699063
280,280,280,280,2020-03-17,64.56314086914062,70.44246673583984,76.3390884399414,-0.08346280502564973,-0.15425842528975608
281,281,281,281,2020-03-18,61.92363357543945,73.24132537841797,79.95317077636719,-0.15452603765023487,-0.2255012155972801
282,282,282,282,2020-03-19,58.37076950073242,66.74689483642578,80.96761322021484,-0.1254908615033018,-0.27908496768978197
283,283,283,283,2020-03-20,57.37525177001953,63.567604064941406,85.47840881347656,-0.09741364938964348,-0.32877492028169664
284,284,284,284,2020-03-23,57.87757873535156,71.07516479492188,81.25748443603516,-0.1856849167729716,-0.2877261813228781
285,285,285,285,2020-03-24,64.43526458740234,58.80004119873047,77.7883529663086,0.09583706531133429,-0.1716592249316513
286,286,286,286,2020-03-25,65.9331283569336,64.56314086914062,70.44246673583984,0.02121934387562896,-0.06401448711068458
287,287,287,287,2020-03-26,70.9564437866211,61.92363357543945,73.24132537841797,0.14587015796121316,-0.031196617210181743
288,288,288,288,2020-03-27,72.30815887451172,58.37076950073242,66.74689483642578,0.23877343905162007,0.0833186929776244
289,289,289,289,2020-03-30,75.69660949707031,57.37525177001953,63.567604064941406,0.3193250950861064,0.1908048228424304
290,290,290,290,2020-03-31,73.40416717529297,57.87757873535156,71.07516479492188,0.2682660328784241,0.03276816011740702
291,291,291,291,2020-04-01,66.91039276123047,64.43526458740234,58.80004119873047,0.03841263304616027,0.13793105237951964
292,292,292,292,2020-04-02,68.96538543701172,65.9331283569336,64.56314086914062,0.045989886353682286,0.06818510544265122
293,293,293,293,2020-04-03,67.21178436279297,70.9564437866211,61.92363357543945,-0.05277405721020911,0.08539794068949691
294,294,294,294,2020-04-06,73.27629089355469,72.30815887451172,58.37076950073242,0.013388973445211505,0.2553593437317154
295,295,295,295,2020-04-07,73.93387603759766,75.69660949707031,57.37525177001953,-0.023286821842937067,0.2886022066439202
296,296,296,296,2020-04-08,78.7105712890625,73.40416717529297,57.87757873535156,0.07229022980531274,0.359949275849478
297,297,297,297,2020-04-09,83.77955627441406,66.91039276123047,64.43526458740234,0.2521157449094815,0.3002128075500088
298,298,298,298,2020-04-13,78.920654296875,68.96538543701172,65.9331283569336,0.1443516743476443,0.19698027779953842
299,299,299,299,2020-04-14,81.42318725585938,67.21178436279297,70.9564437866211,0.21144213068881923,0.14750941437698994
300,300,300,300,2020-04-15,79.03937530517578,73.27629089355469,72.30815887451172,0.07864869170292588,0.09309069039284834
301,301,301,301,2020-04-16,80.5555191040039,73.93387603759766,75.69660949707031,0.08956169243769851,0.06418926341901288
302,302,302,302,2020-04-17,82.40043640136719,78.7105712890625,73.40416717529297,0.04687890142168771,0.12255801778379505
303,303,303,303,2020-04-20,80.8294906616211,83.77955627441406,66.91039276123047,-0.03521223725666722,0.20802594822692022
304,304,304,304,2020-04-21,81.28617858886719,78.920654296875,68.96538543701172,0.02997345008182295,0.17865184213475382
305,305,305,305,2020-04-22,80.25410461425781,81.42318725585938,67.21178436279297,-0.014358104625994406,0.19404811782805154
306,306,306,306,2020-04-23,79.23118591308594,79.03937530517578,73.27629089355469,0.002426772822654133,0.08126632703314196
307,307,307,307,2020-04-24,81.32270050048828,80.5555191040039,73.93387603759766,0.009523635438235756,0.0999382807839424
308,308,308,308,2020-04-27,83.8800277709961,82.40043640136719,78.7105712890625,0.0179561108441455,0.06567677501601277
309,309,309,309,2020-04-28,81.82502746582031,80.8294906616211,83.77955627441406,0.012316504731755273,-0.02332942421169948
310,310,310,310,2020-04-29,82.34562683105469,81.28617858886719,78.920654296875,0.013033559463362376,0.04339767028914898
311,311,311,311,2020-04-30,81.49622344970703,80.25410461425781,81.42318725585938,0.015477324697839245,0.0008969950245025782
312,312,312,312,2020-05-01,79.32250213623047,79.23118591308594,79.03937530517578,0.0011525287939613271,0.0035820985421699536
313,313,313,313,2020-05-04,79.57823944091797,81.32270050048828,80.5555191040039,-0.021451096051093854,-0.01213175303139924
314,314,314,314,2020-05-05,80.13536834716797,83.8800277709961,82.40043640136719,-0.044643039867029555,-0.027488544395156134
315,315,315,315,2020-05-06,79.40472412109375,81.82502746582031,80.8294906616211,-0.02957901047741862,-0.017626815768169157
316,316,316,316,2020-05-07,80.436767578125,82.34562683105469,81.28617858886719,-0.023181064087908654,-0.010449636401759999
317,317,317,317,2020-05-08,82.1720962524414,81.49622344970703,80.25410461425781,0.008293302120330415,0.023898984947903212
318,318,318,318,2020-05-11,81.17655181884766,79.32250213623047,79.23118591308594,0.02337356528961987,0.024553032790594953
319,319,319,319,2020-05-12,76.92046356201172,79.57823944091797,81.32270050048828,-0.03339827442248822,-0.0541329408810044
320,320,320,320,2020-05-13,75.6600570678711,80.13536834716797,83.8800277709961,-0.05584689222252803,-0.09799675705361754
321,321,321,321,2020-05-14,76.79259490966797,79.40472412109375,81.82502746582031,-0.03289639552732693,-0.06150236317677349
322,322,322,322,2020-05-15,76.06194305419922,80.436767578125,82.34562683105469,-0.054388368101399576,-0.07630865194271286
323,323,323,323,2020-05-18,79.30424499511719,82.1720962524414,81.49622344970703,-0.03490054882516169,-0.02689668750040375
324,324,324,324,2020-05-19,77.34060668945312,81.17655181884766,79.32250213623047,-0.04725434923566063,-0.024985286563119047
325,325,325,325,2020-05-20,79.56912231445312,76.92046356201172,79.57823944091797,0.034433733622862395,-0.00011456808455301282
326,326,326,326,2020-05-21,78.9115219116211,75.6600570678711,80.13536834716797,0.0429746549204062,-0.015272238223762113
327,327,327,327,2020-05-22,79.96184539794922,76.79259490966797,79.40472412109375,0.04127026169657744,0.007016223316963499
328,328,328,328,2020-05-26,82.21776580810547,76.06194305419922,80.436767578125,0.08093170522241078,0.02214159374630076
329,329,329,329,2020-05-27,83.80693817138672,79.30424499511719,82.1720962524414,0.05677745468160955,0.01989534152716388
330,330,330,330,2020-05-28,84.98516082763672,77.34060668945312,81.17655181884766,0.09884269681098945,0.04691760026082781
331,331,331,331,2020-05-29,83.5694808959961,79.56912231445312,76.92046356201172,0.05027526338337318,0.08644016203339788
332,332,332,332,2020-06-01,85.57879638671875,78.9115219116211,75.6600570678711,0.08449050675470215,0.13109611204694205
333,333,333,333,2020-06-02,87.18626403808594,79.96184539794922,76.79259490966797,0.0903483230556108,0.1353472836885401
334,334,334,334,2020-06-03,88.88505554199219,82.21776580810547,76.06194305419922,0.08109305413927248,0.16858775851486785
335,335,335,335,2020-06-04,85.25914001464844,83.80693817138672,79.30424499511719,0.01732794294777773,0.07508923412483015
336,336,336,336,2020-06-05,87.41458892822266,84.98516082763672,77.34060668945312,0.02858649765355148,0.13025476098499889
337,337,337,337,2020-06-08,89.2960433959961,83.5694808959961,79.56912231445312,0.06852456708600152,0.1222449211278549
338,338,338,338,2020-06-09,88.89419555664062,85.57879638671875,78.9115219116211,0.03874089505699563,0.12650463966719427
339,339,339,339,2020-06-10,88.05391693115234,87.18626403808594,79.96184539794922,0.009951715475357226,0.10119915933569312
340,340,340,340,2020-06-11,83.03063201904297,88.88505554199219,82.21776580810547,-0.06586510507588528,0.009886746531579504
341,341,341,341,2020-06-12,86.27293395996094,85.25914001464844,83.80693817138672,0.011890736232365473,0.02942472117918471
342,342,342,342,2020-06-15,86.74160766601562,87.41458892822266,84.98516082763672,-0.007698729359233436,0.02066768858555501
343,343,343,343,2020-06-16,89.04822540283203,89.2960433959961,83.5694808959961,-0.002775240466871276,0.0655591544675782
344,344,344,344,2020-06-17,88.86444854736328,88.89419555664062,85.57879638671875,-0.0003346338767236112,0.038393297164371454
345,345,345,345,2020-06-18,87.38489532470703,88.05391693115234,87.18626403808594,-0.007597863102085545,0.0022782406014589807
346,346,346,346,2020-06-19,84.4258041381836,83.03063201904297,88.88505554199219,0.016803101279786015,-0.05016874182749309
347,347,347,347,2020-06-22,85.05989837646484,86.27293395996094,85.25914001464844,-0.014060441992839401,-0.0023368947675213025
348,348,348,348,2020-06-23,84.03982543945312,86.74160766601562,87.41458892822266,-0.031147476963595988,-0.0386064103274637
349,349,349,349,2020-06-24,82.5235366821289,89.04822540283203,89.2960433959961,-0.07327140648998964,-0.07584330118450533
350,350,350,350,2020-06-25,84.05821228027344,88.86444854736328,88.89419555664062,-0.05408502889125788,-0.05440156408509089
351,351,351,351,2020-06-26,82.55110931396484,87.38489532470703,88.05391693115234,-0.05531603594397727,-0.062493615377610556
352,352,352,352,2020-06-29,83.78253173828125,84.4258041381836,83.03063201904297,-0.007619381378345724,0.009055690664450555
353,353,353,353,2020-06-30,85.76750946044922,85.05989837646484,86.27293395996094,0.008318974011144231,-0.005858436433218817
354,354,354,354,2020-07-01,87.44003295898438,84.03982543945312,86.74160766601562,0.04045947860732935,0.008051790965852623
355,355,355,355,2020-07-02,87.80762481689453,82.5235366821289,89.04822540283203,0.06403128546367709,-0.013931783371598172
356,356,356,356,2020-07-06,87.8167953491211,84.05821228027344,88.86444854736328,0.044714049548371326,-0.011789340004555449
357,357,357,357,2020-07-07,87.14596557617188,82.55110931396484,87.38489532470703,0.05566074520854114,-0.0027342225180603252
358,358,358,358,2020-07-08,88.00060272216797,83.78253173828125,84.4258041381836,0.05034547054585392,0.0423424878267471
359,359,359,359,2020-07-09,88.74496459960938,85.76750946044922,85.05989837646484,0.03471542030182384,0.04332319099224491
360,360,360,360,2020-07-10,87.13677978515625,87.44003295898438,84.03982543945312,-0.0034681273961821857,0.03685103258495381
361,361,361,361,2020-07-13,85.98805236816406,87.80762481689453,82.5235366821289,-0.02072226019693424,0.041982152308620346
362,362,362,362,2020-07-14,85.81346130371094,87.8167953491211,84.05821228027344,-0.0228126526075767,0.020881350861769565
363,363,363,363,2020-07-15,86.144287109375,87.14596557617188,82.55110931396484,-0.011494260923890276,0.04352670515600576
364,364,364,364,2020-07-16,84.63716888427734,88.00060272216797,83.78253173828125,-0.03822057728978889,0.010200660307876586
365,365,365,365,2020-07-17,87.61463928222656,88.74496459960938,85.76750946044922,-0.012736782559804927,0.02153647498216249
366,366,366,366,2020-07-20,87.05406188964844,87.13677978515625,87.44003295898438,-0.0009492879552327471,-0.004414123099850453
367,367,367,367,2020-07-21,89.99475860595703,85.98805236816406,87.80762481689453,0.046596080821065256,0.024908244513199618
368,368,368,368,2020-07-22,90.4083023071289,85.81346130371094,87.8167953491211,0.053544524758835976,0.029510379508898232
369,369,369,369,2020-07-23,90.88615417480467,86.144287109375,87.14596557617188,0.055045635927186476,0.04291866610122774
370,370,370,370,2020-07-24,91.81433868408205,84.63716888427734,88.00060272216797,0.08479926602481114,0.04333761183380358
371,371,371,371,2020-07-27,93.5144271850586,87.61463928222656,88.74496459960938,0.06733792378951065,0.053743472736369924
372,372,372,372,2020-07-28,94.2312240600586,87.05406188964844,87.13677978515625,0.08244488556442175,0.08141733367235227
373,373,373,373,2020-07-29,97.5670928955078,89.99475860595703,85.98805236816406,0.08414194789616936,0.13465871372184623
374,374,374,374,2020-07-30,96.66651153564452,90.4083023071289,85.81346130371094,0.06922162089998829,0.1264725844529504
375,375,375,375,2020-07-31,96.87785339355467,90.88615417480467,86.144287109375,0.06592532463444267,0.12459986197983808
376,376,376,376,2020-08-03,96.47351837158205,91.81433868408205,84.63716888427734,0.05074566515728507,0.1398481263413749
377,377,377,377,2020-08-04,97.03407287597656,93.5144271850586,87.61463928222656,0.037637461906843805,0.1075098142378681
378,378,378,378,2020-08-05,96.39997863769533,94.2312240600586,87.05406188964844,0.023015243612398262,0.10735761830268142
379,379,379,379,2020-08-06,96.38160705566406,97.5670928955078,89.99475860595703,-0.012150467997579573,0.07096911585342336
380,380,380,380,2020-08-07,96.55621337890624,96.66651153564452,90.4083023071289,-0.0011410172456426393,0.06800162059112735
381,381,381,381,2020-08-10,95.3248062133789,96.87785339355467,90.88615417480467,-0.0160309825803705,0.04883749432325213
382,382,382,382,2020-08-11,92.36570739746094,96.47351837158205,91.81433868408205,-0.04257967412673047,0.0060052571448132586
383,383,383,383,2020-08-12,94.54366302490234,97.03407287597656,93.5144271850586,-0.025665312990183597,0.011006171676665177
384,384,384,384,2020-08-13,94.3231201171875,96.39997863769533,94.2312240600586,-0.021544180298144866,0.0009752187562621639
385,385,385,385,2020-08-14,94.029052734375,96.38160705566406,97.5670928955078,-0.02440874761436973,-0.0362626379051999
386,386,386,386,2020-08-17,95.76590728759766,96.55621337890624,96.66651153564452,-0.008184932524303301,-0.009316610620781263
387,387,387,387,2020-08-18,95.25128173828124,95.3248062133789,96.87785339355467,-0.000771304742367751,-0.016789922549849345
388,388,388,388,2020-08-19,93.4960479736328,92.36570739746094,96.47351837158205,0.012237664908556045,-0.030863085002052926
389,389,389,389,2020-08-20,94.36907196044922,94.54366302490234,97.03407287597656,-0.0018466712507969607,-0.027464588845338866
390,390,390,390,2020-08-21,94.69071197509766,94.3231201171875,96.39997863769533,0.0038971554106084216,-0.01773098590635258
391,391,391,391,2020-08-24,93.73497772216795,94.029052734375,96.38160705566406,-0.0031274909579041,-0.027459900434816165
392,392,392,392,2020-08-25,93.7165985107422,95.76590728759766,96.55621337890624,-0.021399147513959327,-0.02940892945978324
393,393,393,393,2020-08-26,92.84357452392578,95.25128173828124,95.3248062133789,-0.02527742588253068,-0.026029234026440418
394,394,394,394,2020-08-27,93.64307403564452,93.4960479736328,92.36570739746094,0.001572537718954603,0.013829446817171132
395,395,395,395,2020-08-28,94.1852798461914,94.36907196044922,94.54366302490234,-0.0019475884465075533,-0.0037906631417120584
396,396,396,396,2020-08-31,93.60633087158205,94.69071197509766,94.3231201171875,-0.011451821207140056,-0.0075992953235104466
397,397,397,397,2020-09-01,93.2754898071289,93.73497772216795,94.029052734375,-0.0049019899103297515,-0.008014149939113535
398,398,398,398,2020-09-02,96.10592651367188,93.7165985107422,95.76590728759766,0.02549524887691912,0.0035505247713374377
399,399,399,399,2020-09-03,93.3765869140625,92.84357452392578,95.25128173828124,0.00574097230605175,-0.01968157057843878
400,400,400,400,2020-09-04,92.595458984375,93.64307403564452,93.4960479736328,-0.011187320173521309,-0.009632374937513677
401,401,401,401,2020-09-08,90.79427337646484,94.1852798461914,94.36907196044922,-0.036003571633106746,-0.037881039939468675
402,402,402,402,2020-09-09,92.79762268066406,93.60633087158205,94.69071197509766,-0.008639460423114365,-0.019992344074162727
403,403,403,403,2020-09-10,91.90623474121094,93.2754898071289,93.73497772216795,-0.014679687758802018,-0.019509717987851283
404,404,404,404,2020-09-11,92.09002685546876,96.10592651367188,93.7165985107422,-0.04178618118448518,-0.0173562813964806
405,405,405,405,2020-09-14,93.68901824951172,93.3765869140625,92.84357452392578,0.0033459279866028258,0.009106109172563936
406,406,406,406,2020-09-15,94.40583038330078,92.595458984375,93.64307403564452,0.019551405854916437,0.008145357844253631
407,407,407,407,2020-09-16,94.30418395996094,90.79427337646484,94.1852798461914,0.038657840995574455,0.001262449015002165
408,408,408,408,2020-09-17,93.4354248046875,92.79762268066406,93.60633087158205,0.006873043787104738,-0.0018257960257945793
409,409,409,409,2020-09-18,91.97521209716795,91.90623474121094,93.2754898071289,0.0007505187885374909,-0.013940186351737327
410,410,410,410,2020-09-21,89.23036193847656,92.09002685546876,96.10592651367188,-0.031052927386809426,-0.07154152532120073
411,411,411,411,2020-09-22,91.67023468017578,93.68901824951172,93.3765869140625,-0.021547707586811682,-0.018273876678070566
412,412,412,412,2020-09-23,88.07514190673828,94.40583038330078,92.595458984375,-0.06705823624302676,-0.04881791318081263
413,413,413,413,2020-09-24,88.13060760498047,94.30418395996094,90.79427337646484,-0.06546450110423108,-0.029337376383198555
414,414,414,414,2020-09-25,90.26545715332033,93.4354248046875,92.79762268066406,-0.033926828694721634,-0.027286965486793213
415,415,415,415,2020-09-28,92.44654083251952,91.97521209716795,91.90623474121094,0.005124519146024076,0.005878883982462835
416,416,416,416,2020-09-29,92.0583953857422,89.23036193847656,92.09002685546876,0.03169362295331202,-0.0003434842056915244
417,417,417,417,2020-09-30,92.99182891845705,91.67023468017578,93.68901824951172,0.014416830532747227,-0.007441526702712586
418,418,418,418,2020-10-01,94.4150619506836,88.07514190673828,94.40583038330078,0.07198308065922365,9.778598784970782e-05
419,419,419,419,2020-10-02,96.3188934326172,88.13060760498047,94.30418395996094,0.09291080647416283,0.021363945776909032
420,420,420,420,2020-10-05,97.2153549194336,90.26545715332033,93.4354248046875,0.07699399067251744,0.04045500004572644
421,421,421,421,2020-10-06,96.5591812133789,92.44654083251952,91.97521209716795,0.04448668759072372,0.04983917961904982
422,422,422,422,2020-10-07,97.7421417236328,92.0583953857422,89.23036193847656,0.06174066269648315,0.0953910709341852
423,423,423,423,2020-10-08,98.74026489257812,92.99182891845705,91.67023468017578,0.06181657077808178,0.07712460033585233
424,424,424,424,2020-10-09,98.80496215820312,94.4150619506836,88.07514190673828,0.04649576155351709,0.12182575036695975
425,425,425,425,2020-10-12,100.08033752441406,96.3188934326172,88.13060760498047,0.03905198614463212,0.13559114414591056
426,426,426,426,2020-10-13,98.5461883544922,97.2153549194336,90.26545715332033,0.013689539437072629,0.09173754238131915
427,427,427,427,2020-10-14,96.1432876586914,96.5591812133789,92.44654083251952,-0.004307136301916703,0.03998794106173298
428,428,428,428,2020-10-15,97.02127838134766,97.7421417236328,92.0583953857422,-0.007375153946630242,0.05391016185769937
429,429,429,429,2020-10-16,96.3558578491211,98.74026489257812,92.99182891845705,-0.02414827472917036,0.036175532514947095
430,430,430,430,2020-10-19,95.20986938476562,98.80496215820312,94.4150619506836,-0.036385751230602725,0.008418227109750598
431,431,431,431,2020-10-20,95.68122100830078,100.08033752441406,96.3188934326172,-0.04395585211770636,-0.0066204293009504145
432,432,432,432,2020-10-21,94.867919921875,98.5461883544922,97.2153549194336,-0.03732532423664792,-0.024146751297714375
433,433,433,433,2020-10-22,95.00655364990234,96.1432876586914,96.5591812133789,-0.011823331991979158,-0.016079543591463685
434,434,434,434,2020-10-23,95.41319274902344,97.02127838134766,97.7421417236328,-0.016574566519352074,-0.023827480486303343
435,435,435,435,2020-10-26,92.85318756103516,96.3558578491211,98.74026489257812,-0.036351399554457764,-0.05962185070039727
436,436,436,436,2020-10-27,91.62401580810548,95.20986938476562,98.80496215820312,-0.03766262468199444,-0.0726779930202266
437,437,437,437,2020-10-28,90.1175765991211,95.68122100830078,100.08033752441406,-0.058147715409035294,-0.09954763514723963
438,438,438,438,2020-10-29,92.58516693115234,94.867919921875,98.5461883544922,-0.024062433250381488,-0.060489619364036296
439,439,439,439,2020-10-30,91.67945098876952,95.00655364990234,96.1432876586914,-0.035019717412265505,-0.04642899965901426
440,440,440,440,2020-11-02,94.14706420898438,95.41319274902344,97.02127838134766,-0.013269952545970298,-0.029624575354140537
441,441,441,441,2020-11-03,96.47600555419922,92.85318756103516,96.3558578491211,0.03901662493581792,0.001246916459051839
442,442,442,442,2020-11-04,97.78836822509766,91.62401580810548,95.20986938476562,0.06727878452634739,0.027082264233676323
443,443,443,443,2020-11-05,97.85303497314452,90.1175765991211,95.68122100830078,0.08583739893976317,0.022698434885726648
444,444,444,444,2020-11-06,96.9381103515625,92.58516693115234,94.867919921875,0.04701555945400049,0.021821817442527758
445,445,445,445,2020-11-09,92.0583953857422,91.67945098876952,95.00655364990234,0.004133362415303932,-0.03103110418070798
446,446,446,446,2020-11-10,92.36338806152344,94.14706420898438,95.41319274902344,-0.018945637470984655,-0.0319641823067619
447,447,447,447,2020-11-11,94.28568267822266,96.47600555419922,92.85318756103516,-0.02270329149091954,0.015427527635988536
448,448,448,448,2020-11-12,94.84019470214844,97.78836822509766,91.62401580810548,-0.030148509239492194,0.03510192022994074
449,449,449,449,2020-11-13,95.68122100830078,97.85303497314452,90.1175765991211,-0.022194651044188718,0.061737616779565574
450,450,450,450,2020-11-16,95.43167877197266,96.9381103515625,92.58516693115234,-0.015540137662334419,0.030744793525479208
451,451,451,451,2020-11-17,96.30040740966795,92.0583953857422,91.67945098876952,0.04607957814331787,0.05040340415503253
452,452,452,452,2020-11-18,93.7126922607422,92.36338806152344,94.14706420898438,0.01460864772868642,-0.004613759886107238
453,453,453,453,2020-11-19,92.40958404541016,94.28568267822266,96.47600555419922,-0.019898022472990218,-0.04214956335961262
454,454,454,454,2020-11-20,92.66835021972656,94.84019470214844,97.78836822509766,-0.022900042426554412,-0.05235814952536477
455,455,455,455,2020-11-23,92.01217651367188,95.68122100830078,97.85303497314452,-0.038346547587541746,-0.05969011038927563
456,456,456,456,2020-11-24,91.3190460205078,95.43167877197266,96.9381103515625,-0.04309504772824657,-0.05796548241631916
457,457,457,457,2020-11-25,91.50387573242188,96.30040740966795,92.0583953857422,-0.049808010228257205,-0.006023564184415631
458,458,458,458,2020-11-27,92.9733428955078,93.7126922607422,92.36338806152344,-0.007889532862605964,0.006603859459746841
459,459,459,459,2020-11-30,92.4650421142578,92.40958404541016,94.28568267822266,0.0006001333024114874,-0.019309830636516923
460,460,460,460,2020-12-01,92.60365295410156,92.66835021972656,94.84019470214844,-0.0006981592471604348,-0.023582213797334273
461,461,461,461,2020-12-02,90.12683868408205,92.01217651367188,95.68122100830078,-0.020490090562195196,-0.05805091391692074
462,462,462,462,2020-12-03,89.73867797851562,91.3190460205078,95.43167877197266,-0.01730600691598627,-0.059655251450203006
463,463,463,463,2020-12-04,91.180419921875,91.50387573242188,96.30040740966795,-0.0035348864510693634,-0.05316683101881603
464,464,464,464,2020-12-07,90.13606262207033,92.9733428955078,93.7126922607422,-0.030517137332861877,-0.03816590423760757
465,465,465,465,2020-12-08,89.56309509277344,92.4650421142578,92.40958404541016,-0.03138426106915593,-0.030802962506983556
466,466,466,466,2020-12-09,89.11947631835938,92.60365295410156,92.66835021972656,-0.037624613334304446,-0.03829650460974465
467,467,467,467,2020-12-10,89.81261444091797,90.12683868408205,92.01217651367188,-0.0034864669365083367,-0.0239051194754325
468,468,468,468,2020-12-11,89.98822784423828,89.73867797851562,91.3190460205078,0.0027808507027751173,-0.014573281634705726
469,469,469,469,2020-12-14,89.52611541748047,91.180419921875,91.50387573242188,-0.0181431990093045,-0.02161395131201682
470,470,470,470,2020-12-15,92.00292205810548,90.13606262207033,92.9733428955078,0.02071157072683194,-0.010437624454280092
471,471,471,471,2020-12-16,92.28018951416016,89.56309509277344,92.4650421142578,0.030337209969935053,-0.0019991620170272117
472,472,472,472,2020-12-17,93.49795532226562,89.11947631835938,92.60365295410156,0.04913043910026027,0.009657311991864148
473,473,473,473,2020-12-18,91.16468048095705,89.81261444091797,90.12683868408205,0.015054299982866226,0.011515346727215325
474,474,474,474,2020-12-21,90.40242004394533,89.98822784423828,89.73867797851562,0.004602737598344175,0.007396387827204309
475,475,475,475,2020-12-22,90.77425384521484,89.52611541748047,91.180419921875,0.013941612700540285,-0.0044545317625008796
476,476,476,476,2020-12-23,89.41708374023438,92.00292205810548,90.13606262207033,-0.0281060455475316,-0.007976595170908984
477,477,477,477,2020-12-24,90.39311981201172,92.28018951416016,89.56309509277344,-0.020449347927042005,0.00926748588108195
478,478,478,478,2020-12-28,91.30413055419922,93.49795532226562,89.11947631835938,-0.023463879616455796,0.024513768775252354
479,479,479,479,2020-12-29,90.83934020996094,91.16468048095705,89.81261444091797,-0.0035687096063926615,0.011431865951507136
480,480,480,480,2020-12-30,91.86187744140624,90.40242004394533,89.98822784423828,0.016144008055884562,0.02082105228709552
481,481,481,481,2020-12-31,92.64273834228516,90.77425384521484,89.52611541748047,0.020583859606892352,0.03481244450595411
482,482,482,482,2021-01-04,89.27764129638672,89.41708374023438,92.00292205810548,-0.0015594608772161456,-0.029621676146303066
