,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CTVA,CTVA_6m,CTVA_12m,CTVA_6m_ret,CTVA_12m_ret
243,243,243,243,2020-05-12,22.16686248779297,24.23577308654785,25.04617500305176,-0.08536598322515399,-0.11496016916387275
244,244,244,244,2020-05-13,22.185932159423828,24.96036720275879,24.36924934387207,-0.11115361488064612,-0.08959312425424637
245,245,245,245,2020-05-14,22.358509063720703,23.84486961364746,24.969900131225582,-0.06233460589258366,-0.1045815583474945
246,246,246,246,2020-05-15,21.831188201904297,25.217792510986328,25.78983497619629,-0.13429424116352096,-0.15349639801672932
247,247,247,247,2020-05-18,23.02005958557129,24.769681930541992,24.969900131225582,-0.070635640371843,-0.07808763893356396
248,248,248,248,2020-05-19,23.00088882446289,23.24422264099121,24.3025131225586,-0.010468571923726189,-0.053559246796064386
249,249,249,249,2020-05-20,24.055532455444336,22.16686248779297,24.23577308654785,0.08520240375431731,-0.007436966440470538
250,250,250,250,2020-05-21,23.53779411315918,22.185932159423828,24.96036720275879,0.060933295208023264,-0.05699327570158408
251,251,251,251,2020-05-22,23.52821159362793,22.358509063720703,23.84486961364746,0.052315766072488445,-0.013279922480192274
252,252,252,252,2020-05-26,24.58285522460937,21.831188201904297,25.217792510986328,0.12604293441366843,-0.02517814698095966
253,253,253,253,2020-05-27,24.73625946044922,23.02005958557129,24.769681930541992,0.07455236458004766,-0.0013493298051422409
254,254,254,254,2020-05-28,25.8771915435791,23.00088882446289,23.24422264099121,0.12505180739176835,0.11327412162816963
255,255,255,255,2020-05-29,26.18400382995605,24.055532455444336,22.16686248779297,0.08848157397696643,0.18122282052208671
256,256,256,256,2020-06-01,25.71420288085937,23.53779411315918,22.185932159423828,0.09246443219092626,0.15903188994188167
257,257,257,257,2020-06-02,26.85514068603516,23.52821159362793,22.358509063720703,0.14140169894205856,0.2011150032186524
258,258,258,258,2020-06-03,27.32494163513184,24.58285522460937,21.831188201904297,0.11154466743055225,0.25164701904536435
259,259,259,259,2020-06-04,28.92608642578125,24.73625946044922,23.02005958557129,0.16937997323447962,0.2565600153316627
260,260,260,260,2020-06-05,29.38629150390625,25.8771915435791,23.00088882446289,0.13560590431220354,0.2776154751312081
261,261,261,261,2020-06-08,28.772682189941406,26.18400382995605,24.055532455444336,0.0988648786028572,0.19609417264964635
262,262,262,262,2020-06-09,28.369997024536133,25.71420288085937,23.53779411315918,0.10328121606497964,0.20529548725534275
263,263,263,263,2020-06-10,27.93855094909668,26.85514068603516,23.52821159362793,0.040342751346110095,0.18744898386850561
264,264,264,264,2020-06-11,25.98265838623047,27.32494163513184,24.58285522460937,-0.049123005158612676,0.056942252998333
265,265,265,265,2020-06-12,26.404518127441406,28.92608642578125,24.73625946044922,-0.08717281215382178,0.06744183249126912
266,266,266,266,2020-06-15,25.6662654876709,29.38629150390625,25.8771915435791,-0.12659052319483244,-0.00815104125781918
267,267,267,267,2020-06-16,26.672971725463867,28.772682189941406,26.18400382995605,-0.07297583348734771,0.018674298196840633
268,268,268,268,2020-06-17,26.222354888916016,28.369997024536133,25.71420288085937,-0.07570117592055803,0.01976153063779762
269,269,269,269,2020-06-18,26.34699821472168,27.93855094909668,26.85514068603516,-0.05696618759057215,-0.018921608985564498
270,270,270,270,2020-06-19,26.01142120361328,25.98265838623047,27.32494163513184,0.0011070005599602695,-0.048070383792869875
271,271,271,271,2020-06-22,26.442869186401367,26.404518127441406,28.92608642578125,0.001452443054437147,-0.08584698264493329
272,272,272,272,2020-06-23,26.289470672607425,25.6662654876709,29.38629150390625,0.024281101013152506,-0.1053831794626815
273,273,273,273,2020-06-24,24.995126724243164,26.672971725463867,28.772682189941406,-0.06290431446822686,-0.13128965317730545
274,274,274,274,2020-06-25,25.119770050048828,26.222354888916016,28.369997024536133,-0.04204751417399366,-0.11456564382704404
275,275,275,275,2020-06-26,24.8513126373291,26.34699821472168,27.93855094909668,-0.0567687280806376,-0.11050101765808995
276,276,276,276,2020-06-29,25.062240600585938,26.01142120361328,25.98265838623047,-0.03649091664762605,-0.0354243115528281
277,277,277,277,2020-06-30,25.685441970825195,26.442869186401367,26.404518127441406,-0.028643911908231567,-0.02723307250469753
278,278,278,278,2020-07-01,25.92513465881348,26.289470672607425,25.6662654876709,-0.013858628738902978,0.010085969509936454
279,279,279,279,2020-07-02,26.43328094482422,24.995126724243164,26.672971725463867,0.05753738464491032,-0.008986279560699417
280,280,280,280,2020-07-06,26.394933700561523,25.119770050048828,26.222354888916016,0.0507633488671293,0.006581362062125784
281,281,281,281,2020-07-07,26.021011352539062,24.8513126373291,26.34699821472168,0.04706788459346645,-0.012372827428988376
282,282,282,282,2020-07-08,24.79378890991211,25.062240600585938,26.01142120361328,-0.010711400267522486,-0.04681144810080695
283,283,283,283,2020-07-09,24.68832015991211,25.685441970825195,26.442869186401367,-0.038820504317023885,-0.06635244511936556
284,284,284,284,2020-07-10,25.52245140075684,25.92513465881348,26.289470672607425,-0.015532542582946451,-0.029175911580821223
285,285,285,285,2020-07-13,25.733381271362305,26.43328094482422,24.995126724243164,-0.026477972027871055,0.0295359393558543
286,286,286,286,2020-07-14,25.963483810424805,26.394933700561523,25.119770050048828,-0.01634593574021892,0.03358763868837
287,287,287,287,2020-07-15,26.78802490234375,26.021011352539062,24.8513126373291,0.029476700171757297,0.07793199068710432
288,288,288,288,2020-07-16,26.768848419189453,24.79378890991211,25.062240600585938,0.07965944682572301,0.0680947823381608
289,289,289,289,2020-07-17,27.181123733520508,24.68832015991211,25.685441970825195,0.10097096754505452,0.05823071934655366
290,290,290,290,2020-07-20,26.57709503173828,25.52245140075684,25.92513465881348,0.04132219176055196,0.025147810474464016
291,291,291,291,2020-07-21,27.181123733520508,25.733381271362305,26.43328094482422,0.056259317300418,0.028291712642759093
292,292,292,292,2020-07-22,27.47833633422852,25.963483810424805,26.394933700561523,0.05834550304822628,0.041045855464450165
293,293,293,293,2020-07-23,27.48792839050293,26.78802490234375,26.021011352539062,0.02612747638956936,0.056374328349106495
294,294,294,294,2020-07-24,27.344112396240234,26.768848419189453,24.79378890991211,0.02149005321567743,0.10286138579281645
295,295,295,295,2020-07-27,27.622154235839844,27.181123733520508,24.68832015991211,0.01622561696282787,0.1188349007516345
296,296,296,296,2020-07-28,27.027719497680664,26.57709503173828,25.52245140075684,0.01695536947902876,0.0589781942685641
297,297,297,297,2020-07-29,27.622154235839844,27.181123733520508,25.733381271362305,0.01622561696282787,0.0733977763963527
298,298,298,298,2020-07-30,27.305763244628903,27.47833633422852,25.963483810424805,-0.006280332531800714,0.05169874135554764
299,299,299,299,2020-07-31,27.382463455200195,27.48792839050293,26.78802490234375,-0.0038367727754694547,0.022190458423996695
300,300,300,300,2020-08-03,27.344112396240234,27.344112396240234,26.768848419189453,0.0,0.02149005321567743
301,301,301,301,2020-08-04,27.52627944946289,27.622154235839844,27.181123733520508,-0.003470938057849038,0.012698360793550467
302,302,302,302,2020-08-05,27.37287712097168,27.027719497680664,26.57709503173828,0.012770504863373056,0.029942402970794202
303,303,303,303,2020-08-06,24.37192726135254,27.622154235839844,27.181123733520508,-0.11766739649401148,-0.10335100563570854
304,304,304,304,2020-08-07,24.27605056762696,27.305763244628903,27.47833633422852,-0.110955062850986,-0.11653856069199564
305,305,305,305,2020-08-10,24.37192726135254,27.382463455200195,27.48792839050293,-0.10994395003112567,-0.11335889285228817
306,306,306,306,2020-08-11,25.67584991455078,27.344112396240234,27.344112396240234,-0.06100993360160545,-0.06100993360160545
307,307,307,307,2020-08-12,25.273168563842773,27.52627944946289,27.622154235839844,-0.08185308478600373,-0.08503991585671666
308,308,308,308,2020-08-13,25.937997817993164,27.37287712097168,27.027719497680664,-0.05241974735199417,-0.04031866912711646
309,309,309,309,2020-08-14,26.85334587097168,24.37192726135254,27.622154235839844,0.10181462397329644,-0.027833034248669564
310,310,310,310,2020-08-17,26.75699234008789,24.27605056762696,27.305763244628903,0.10219709196723126,-0.020097255646166823
311,311,311,311,2020-08-18,27.36400985717773,24.37192726135254,27.382463455200195,0.12276758270856347,-0.0006739203013146344
312,312,312,312,2020-08-19,27.51817321777344,25.67584991455078,27.344112396240234,0.07175315751392497,0.006365568536689459
313,313,313,313,2020-08-20,27.749418258666992,25.273168563842773,27.52627944946289,0.097979392198843,0.00810639191590612
314,314,314,314,2020-08-21,27.40255355834961,25.937997817993164,27.37287712097168,0.056463715921067914,0.0010841548459366024
315,315,315,315,2020-08-24,27.4989070892334,26.85334587097168,24.37192726135254,0.02404025261371867,0.128302525867104
316,316,316,316,2020-08-25,27.60489273071289,26.75699234008789,24.27605056762696,0.03168892750904062,0.13712453571525618
317,317,317,317,2020-08-26,28.16373634338379,27.36400985717773,24.37192726135254,0.029225485971541065,0.1555810109463136
318,318,318,318,2020-08-27,28.221548080444336,27.51817321777344,25.67584991455078,0.02556037630494301,0.09914757152599174
319,319,319,319,2020-08-28,28.44315719604492,27.749418258666992,25.273168563842773,0.025000125440872933,0.12542901473530743
320,320,320,320,2020-08-31,27.5085391998291,27.40255355834961,25.937997817993164,0.003867728649952662,0.06054983090277122
321,321,321,321,2020-09-01,28.36607360839844,27.4989070892334,26.85334587097168,0.03153458122357744,0.05633293313597876
322,322,322,322,2020-09-02,29.030902862548828,27.60489273071289,26.75699234008789,0.05165787622312967,0.08498378642707594
323,323,323,323,2020-09-03,28.337173461914062,28.16373634338379,27.36400985717773,0.006158171501666532,0.035563633028039776
324,324,324,324,2020-09-04,28.250452041625977,28.221548080444336,27.51817321777344,0.0010241805693738115,0.026610735315074407
325,325,325,325,2020-09-08,27.26766014099121,28.44315719604492,27.749418258666992,-0.041327938630426164,-0.01736101683952651
326,326,326,326,2020-09-09,27.69160842895508,27.5085391998291,27.40255355834961,0.006654996392070123,0.01054846476223359
327,327,327,327,2020-09-10,28.077016830444336,28.36607360839844,27.4989070892334,-0.010190228719864969,0.021023007908459235
328,328,328,328,2020-09-11,27.961397171020508,29.030902862548828,27.60489273071289,-0.03684024904743943,0.01291453815036836
329,329,329,329,2020-09-14,27.913217544555664,28.337173461914062,28.16373634338379,-0.014961122284415818,-0.00889508393963423
330,330,330,330,2020-09-15,28.375707626342773,28.250452041625977,28.221548080444336,0.004433755061060252,0.005462476596217014
331,331,331,331,2020-09-16,28.16373634338379,27.26766014099121,28.44315719604492,0.03286223305407554,-0.009823833927268266
332,332,332,332,2020-09-17,28.50096893310547,27.69160842895508,27.5085391998291,0.029227645126748802,0.03607715139168621
333,333,333,333,2020-09-18,27.93248748779297,28.077016830444336,28.36607360839844,-0.005147603234495035,-0.015285376700041375
334,334,334,334,2020-09-21,27.190574645996094,27.961397171020508,29.030902862548828,-0.027567382284577113,-0.0633920421030667
335,335,335,335,2020-09-22,27.06532096862793,27.913217544555664,28.337173461914062,-0.030376167655136954,-0.04488282838073243
336,336,336,336,2020-09-23,26.45829963684082,28.375707626342773,28.250452041625977,-0.06757216471041994,-0.06343800807663136
337,337,337,337,2020-09-24,26.62209892272949,28.16373634338379,27.26766014099121,-0.05473838420648547,-0.023674976691206995
338,338,338,338,2020-09-25,27.34473991394043,28.50096893310547,27.69160842895508,-0.040568060050127475,-0.012526123786004373
339,339,339,339,2020-09-28,27.913217544555664,27.93248748779297,28.077016830444336,-0.0006898756598647804,-0.005833927688181695
340,340,340,340,2020-09-29,27.54707908630371,27.190574645996094,27.961397171020508,0.013111324234558408,-0.014817502937449767
341,341,341,341,2020-09-30,27.75905418395996,27.06532096862793,27.913217544555664,0.025631811872327548,-0.005522951997548264
342,342,342,342,2020-10-01,27.633798599243164,26.45829963684082,28.375707626342773,0.044428363822955896,-0.026145921605523315
343,343,343,343,2020-10-02,28.298627853393555,26.62209892272949,28.16373634338379,0.06297508455400846,0.004789545973769682
344,344,344,344,2020-10-05,29.011632919311523,27.34473991394043,28.50096893310547,0.06095845162971569,0.01791742545331121
345,345,345,345,2020-10-06,28.99235916137696,27.913217544555664,27.93248748779297,0.03866059565145963,0.03794404898765902
346,346,346,346,2020-10-07,29.41631126403809,27.54707908630371,27.190574645996094,0.0678559121233202,0.08185691722295929
347,347,347,347,2020-10-08,31.150650024414062,27.75905418395996,27.06532096862793,0.1221798054781662,0.15094330713910753
348,348,348,348,2020-10-09,32.210533142089844,27.633798599243164,26.45829963684082,0.16562089813349168,0.21740752747540704
349,349,349,349,2020-10-12,32.36468505859375,28.298627853393555,26.62209892272949,0.1436838996669796,0.21570748995156586
350,350,350,350,2020-10-13,32.470680236816406,29.011632919311523,27.34473991394043,0.11922966649706845,0.18745617398477266
351,351,351,351,2020-10-14,32.58629608154297,28.99235916137696,27.913217544555664,0.12396152034960228,0.16741454221563812
352,352,352,352,2020-10-15,32.750099182128906,29.41631126403809,27.54707908630371,0.1133312701299305,0.18887737896001155
353,353,353,353,2020-10-16,32.836814880371094,31.150650024414062,27.75905418395996,0.05412936342052288,0.18292268399206546
354,354,354,354,2020-10-19,32.2972412109375,32.210533142089844,27.633798599243164,0.0026919165996155403,0.168758652378036
355,355,355,355,2020-10-20,31.86365509033203,32.36468505859375,28.298627853393555,-0.01548076143347732,0.12597880206092604
356,356,356,356,2020-10-21,31.69986343383789,32.470680236816406,29.011632919311523,-0.023738856018930443,0.09266043459197881
357,357,357,357,2020-10-22,31.92147254943848,32.58629608154297,28.99235916137696,-0.02040193615257324,0.10103052917348054
358,358,358,358,2020-10-23,31.96000289916992,32.750099182128906,29.41631126403809,-0.024125004280601603,0.08647214847231832
359,359,359,359,2020-10-26,31.516786575317383,32.836814880371094,31.150650024414062,-0.04019964511974594,0.011753737100714146
360,360,360,360,2020-10-27,31.16028594970703,32.2972412109375,32.210533142089844,-0.03520286001534512,-0.03260570657895889
361,361,361,361,2020-10-28,30.69780158996582,31.86365509033203,32.36468505859375,-0.03658881873598829,-0.05150315739548106
362,362,362,362,2020-10-29,31.31444931030273,31.69986343383789,32.470680236816406,-0.012158226622634327,-0.03560846025032449
363,363,363,363,2020-10-30,31.77693557739257,31.92147254943848,32.58629608154297,-0.004527891745033319,-0.024837450139318595
364,364,364,364,2020-11-02,32.25870132446289,31.96000289916992,32.750099182128906,0.009346007452982086,-0.015004469297429268
365,365,365,365,2020-11-03,31.728763580322266,31.516786575317383,32.836814880371094,0.0067258444796809425,-0.03374417720127876
366,366,366,366,2020-11-04,31.58423614501953,31.16028594970703,32.2972412109375,0.013605465495302616,-0.022076345817317322
367,367,367,367,2020-11-05,32.70192337036133,30.69780158996582,31.86365509033203,0.06528551481193334,0.026307976208405526
368,368,368,368,2020-11-06,32.470680236816406,31.31444931030273,31.69986343383789,0.03692323997322422,0.02431609223135367
369,369,369,369,2020-11-09,33.37638473510742,31.77693557739257,31.92147254943848,0.05033365013499802,0.045577853071021135
370,370,370,370,2020-11-10,34.90838623046875,32.25870132446289,31.96000289916992,0.08213861058307725,0.0922522861027466
371,371,371,371,2020-11-11,35.29379653930664,31.728763580322266,31.516786575317383,0.11235965593047426,0.1198412139817342
372,372,372,372,2020-11-12,33.9013786315918,31.58423614501953,31.16028594970703,0.07336389190902293,0.0879675073042947
373,373,373,373,2020-11-13,34.81998825073242,32.70192337036133,30.69780158996582,0.06476881669567969,0.1342827970493503
374,374,374,374,2020-11-16,36.19306182861328,32.470680236816406,31.31444931030273,0.11463823870176593,0.1557942938726833
375,375,375,375,2020-11-17,35.79661178588867,33.37638473510742,31.77693557739257,0.07251315773081624,0.12649665977722102
376,376,376,376,2020-11-18,35.47750473022461,34.90838623046875,32.25870132446289,0.016303202789108573,0.0997809357973376
377,377,377,377,2020-11-19,35.738582611083984,35.29379653930664,31.728763580322266,0.012602386690873102,0.12637804245383677
378,378,378,378,2020-11-20,35.931983947753906,33.9013786315918,31.58423614501953,0.05989742594921621,0.13765562614120608
379,379,379,379,2020-11-23,36.54116439819336,34.81998825073242,32.70192337036133,0.04943069294185465,0.11740107712782555
380,380,380,380,2020-11-24,37.614479064941406,36.19306182861328,32.470680236816406,0.039273196698832225,0.15841364549834025
381,381,381,381,2020-11-25,37.305057525634766,35.79661178588867,33.37638473510742,0.04213934404654296,0.11770815867887907
382,382,382,382,2020-11-27,37.14067077636719,35.47750473022461,34.90838623046875,0.04687945386208803,0.06394694189415295
383,383,383,383,2020-11-30,37.05364990234375,35.738582611083984,35.29379653930664,0.036796850775271395,0.04986296560862091
384,384,384,384,2020-12-01,37.043983459472656,35.931983947753906,33.9013786315918,0.030947345221338907,0.0926984374892752
385,385,385,385,2020-12-02,37.00529479980469,36.54116439819336,34.81998825073242,0.012701576680853588,0.06276011735949671
386,386,386,386,2020-12-03,36.94728469848633,37.614479064941406,36.19306182861328,-0.017737700562146963,0.02083887993352307
387,387,387,387,2020-12-04,37.37273788452149,37.305057525634766,35.79661178588867,0.0018142408396024656,0.0440300358050687
388,388,388,388,2020-12-07,36.68620300292969,37.14067077636719,35.47750473022461,-0.012236391102733668,0.034069427427215304
389,389,389,389,2020-12-08,37.15034103393555,37.05364990234375,35.738582611083984,0.00260949007308664,0.03950236186517708
390,390,390,390,2020-12-09,37.720848083496094,37.043983459472656,35.931983947753906,0.01827191788820315,0.04978473046028431
391,391,391,391,2020-12-10,37.45976638793945,37.00529479980469,36.54116439819336,0.012281258414327256,0.025138826440667783
392,392,392,392,2020-12-11,37.12133407592773,36.94728469848633,37.614479064941406,0.004710748810413445,-0.013110509603556197
393,393,393,393,2020-12-14,37.479103088378906,37.37273788452149,37.305057525634766,0.0028460639995409043,0.004665468284683394
394,394,394,394,2020-12-15,37.92390823364258,36.68620300292969,37.14067077636719,0.033737621487131,0.021088403653004795
395,395,395,395,2020-12-16,37.78852844238281,37.15034103393555,37.05364990234375,0.017178507402241694,0.01983282461986513
396,396,396,396,2020-12-17,38.36869812011719,37.720848083496094,37.043983459472656,0.0171748534175864,0.035760588817177696
397,397,397,397,2020-12-18,38.10762405395508,37.45976638793945,37.00529479980469,0.017294759911375523,0.02978841974138824
398,398,398,398,2020-12-21,38.24299240112305,37.12133407592773,36.94728469848633,0.03021600255263146,0.035069091361125126
399,399,399,399,2020-12-22,37.69184112548828,37.479103088378906,37.37273788452149,0.005676177378303837,0.008538396141936078
400,400,400,400,2020-12-23,37.885231018066406,37.92390823364258,36.68620300292969,-0.0010198636527092297,0.03268335006053813
401,401,401,401,2020-12-24,38.19465255737305,37.78852844238281,37.15034103393555,0.010747285796255834,0.028110415527102584
402,402,402,402,2020-12-28,37.08265686035156,38.36869812011719,37.720848083496094,-0.03351798009251028,-0.01691879306986621
403,403,403,403,2020-12-29,36.68620300292969,38.10762405395508,37.45976638793945,-0.03730017513064732,-0.020650512792808606
404,404,404,404,2020-12-30,37.169681549072266,38.24299240112305,37.12133407592773,-0.028065556188517915,0.0013024174466802485
405,405,405,405,2020-12-31,37.4404296875,37.69184112548828,37.479103088378906,-0.006670181940734876,-0.001031865698272183
406,406,406,406,2021-01-04,37.08265686035156,37.885231018066406,37.92390823364258,-0.02118435432879162,-0.022182612828514747
407,407,407,407,2021-01-05,37.53712463378906,38.19465255737305,37.78852844238281,-0.01721518274308942,-0.006652913435808205
408,408,408,408,2021-01-06,39.7127685546875,37.08265686035156,38.36869812011719,0.07092565412021568,0.03503038936485581
409,409,409,409,2021-01-07,40.41864013671875,36.68620300292969,38.10762405395508,0.10173953225660881,0.06064445475507996
410,410,410,410,2021-01-08,41.82072830200195,37.169681549072266,38.24299240112305,0.12513012108509103,0.09355271845238344
411,411,411,411,2021-01-11,42.178504943847656,37.4404296875,37.69184112548828,0.12654970297869017,0.11903541149454133
412,412,412,412,2021-01-12,43.10677719116211,37.08265686035156,37.885231018066406,0.16245115212474115,0.13782537502821857
413,413,413,413,2021-01-13,42.67164993286133,37.53712463378906,38.19465255737305,0.13678525857173462,0.11721529260577213
414,414,414,414,2021-01-14,42.74900817871094,39.7127685546875,37.08265686035156,0.07645499758704322,0.1528032724218793
415,415,415,415,2021-01-15,42.30420684814453,40.41864013671875,36.68620300292969,0.046650919106821176,0.1531366940526988
416,416,416,416,2021-01-19,42.09147644042969,41.82072830200195,37.169681549072266,0.0064740177758877415,0.1324142334891827
417,417,417,417,2021-01-20,42.2171745300293,42.178504943847656,37.4404296875,0.0009168078914394417,0.1275825326364799
418,418,418,418,2021-01-21,40.27359771728516,43.10677719116211,37.08265686035156,-0.06572468782142715,0.08604941304368419
419,419,419,419,2021-01-22,40.6700553894043,42.67164993286133,37.53712463378906,-0.04690689360749578,0.0834621933933406
420,420,420,420,2021-01-25,39.93516540527344,42.74900817871094,39.7127685546875,-0.06582241070188843,0.0056001346337684055
421,421,421,421,2021-01-26,38.1753158569336,42.30420684814453,40.41864013671875,-0.09760000952226866,-0.05550222056449583
422,422,422,422,2021-01-27,37.41142272949219,42.09147644042969,41.82072830200195,-0.11118768232235776,-0.10543349557828463
423,423,423,423,2021-01-28,38.95854568481445,42.2171745300293,42.178504943847656,-0.07718727938310899,-0.0763412373985266
424,424,424,424,2021-01-29,38.542755126953125,40.27359771728516,43.10677719116211,-0.042977103820778684,-0.10587713491011608
425,425,425,425,2021-02-01,39.36466598510742,40.6700553894043,42.67164993286133,-0.03209706482565955,-0.07749838482826521
426,426,426,426,2021-02-02,40.11888885498047,39.93516540527344,42.74900817871094,0.004600543101363153,-0.06152468643799491
427,427,427,427,2021-02-03,40.476661682128906,38.1753158569336,42.30420684814453,0.060283609278306116,-0.0432000810835621
428,428,428,428,2021-02-04,41.250221252441406,37.41142272949219,42.09147644042969,0.10261033242991369,-0.019986354937652884
429,429,429,429,2021-02-05,42.44924545288086,38.95854568481445,42.2171745300293,0.08960036127393312,0.005497073772345651
430,430,430,430,2021-02-08,42.16883087158203,38.542755126953125,40.27359771728516,0.0940793083599043,0.047058948336355044
431,431,431,431,2021-02-09,41.99478530883789,39.36466598510742,40.6700553894043,0.066814216707072,0.03257261163648972
432,432,432,432,2021-02-10,41.61766815185547,40.11888885498047,39.93516540527344,0.037358444853562656,0.042130857090674656
433,433,433,433,2021-02-11,42.10114288330078,40.476661682128906,38.1753158569336,0.040133774221037255,0.10283679226334819
434,434,434,434,2021-02-12,42.903717041015625,41.250221252441406,37.41142272949219,0.04008453138845547,0.14680795090943577
435,435,435,435,2021-02-16,43.78364181518555,42.44924545288086,38.95854568481445,0.03143510203934907,0.12385205981269087
436,436,436,436,2021-02-17,43.49355697631836,42.16883087158203,38.542755126953125,0.03141481699529569,0.12844960961037044
437,437,437,437,2021-02-18,42.73933029174805,41.99478530883789,39.36466598510742,0.017729462775785798,0.08572825965085906
438,438,438,438,2021-02-19,43.96735763549805,41.61766815185547,40.11888885498047,0.056458941309949884,0.09592660440893086
439,439,439,439,2021-02-22,45.13737487792969,42.10114288330078,40.476661682128906,0.07211756704669448,0.11514569142095432
440,440,440,440,2021-02-23,44.8956413269043,42.903717041015625,41.250221252441406,0.04642777883287841,0.08837334597925661
441,441,441,441,2021-02-24,44.87630081176758,43.78364181518555,42.44924545288086,0.024955872816478708,0.057175465264294845
442,442,442,442,2021-02-25,43.86100387573242,43.49355697631836,42.16883087158203,0.008448306483972656,0.04012852548138257
443,443,443,443,2021-02-26,43.783424377441406,42.73933029174805,41.99478530883789,0.02442935063713314,0.042591932675676514
444,444,444,444,2021-03-01,44.86952209472656,43.96735763549805,41.61766815185547,0.02051896015011212,0.07813638022691838
445,445,445,445,2021-03-02,44.39434051513672,45.13737487792969,42.10114288330078,-0.016461621102300317,0.054468773880851584
446,446,446,446,2021-03-03,43.96767425537109,44.8956413269043,42.903717041015625,-0.020669424561201577,0.02479871879954665
447,447,447,447,2021-03-04,42.52276611328125,44.87630081176758,43.78364181518555,-0.05244493543169182,-0.028797871753714732
448,448,448,448,2021-03-05,43.48280334472656,43.86100387573242,43.49355697631836,-0.008622705765635952,-0.00024724654269259183
449,449,449,449,2021-03-08,43.54098892211914,43.783424377441406,42.73933029174805,-0.005537151530961015,0.01875693008989132
450,450,450,450,2021-03-09,43.35673904418945,44.86952209472656,43.96735763549805,-0.03371515852884255,-0.013887998373038335
451,451,451,451,2021-03-10,45.577430725097656,44.39434051513672,45.13737487792969,0.026649572811145772,0.009749256538690299
452,452,452,452,2021-03-11,45.44166946411133,43.96767425537109,44.8956413269043,0.03352452076903245,0.012162163654845015
453,453,453,453,2021-03-12,45.48045349121094,42.52276611328125,44.87630081176758,0.06955538522706561,0.013462622108213917
454,454,454,454,2021-03-15,45.412574768066406,43.48280334472656,43.86100387573242,0.0443801060396416,0.03537472367777794
455,455,455,455,2021-03-16,44.77254486083984,43.54098892211914,43.783424377441406,0.028284978573260178,0.022591208829888965
456,456,456,456,2021-03-17,45.829551696777344,43.35673904418945,44.86952209472656,0.057034101436170825,0.021396029135857697
457,457,457,457,2021-03-18,45.53863525390625,45.577430725097656,44.39434051513672,-0.000851199169725092,0.025775689547170355
458,458,458,458,2021-03-19,45.64530944824219,45.44166946411133,43.96767425537109,0.004481349090655451,0.03815610494035093
459,459,459,459,2021-03-22,45.86834716796875,45.48045349121094,42.52276611328125,0.008528799670671106,0.0786774088443547
460,460,460,460,2021-03-23,44.46223449707031,45.412574768066406,43.48280334472656,-0.020926808837634203,0.022524563206721915
461,461,461,461,2021-03-24,44.79193878173828,44.77254486083984,43.54098892211914,0.00043316548028982105,0.0287303961298786
462,462,462,462,2021-03-25,45.36407470703125,45.829551696777344,43.35673904418945,-0.010156699607838937,0.04629812359264163
463,463,463,463,2021-03-26,46.45988082885742,45.53863525390625,45.577430725097656,0.02022997768410617,0.01936155877417267
464,464,464,464,2021-03-29,46.32411193847656,45.64530944824219,45.44166946411133,0.014871243035477155,0.019419235357586606
465,465,465,465,2021-03-30,45.51923751831055,45.86834716796875,45.48045349121094,-0.007611123382749607,0.0008527625413212725
466,466,466,466,2021-03-31,45.208927154541016,44.46223449707031,45.412574768066406,0.016793862609849386,-0.004484388180266641
467,467,467,467,2021-04-01,45.32529830932617,44.79193878173828,44.77254486083984,0.011907489206636868,0.012345812600208061
468,468,468,468,2021-04-05,45.61621475219727,45.36407470703125,45.829551696777344,0.005558143680751471,-0.0046550083228300565
469,469,469,469,2021-04-06,46.2950325012207,46.45988082885742,45.53863525390625,-0.003548186622431615,0.016610011325483676
470,470,470,470,2021-04-07,45.33499526977539,46.32411193847656,45.64530944824219,-0.021352091325891442,-0.00679838042983727
471,471,471,471,2021-04-08,45.50954055786133,45.51923751831055,45.86834716796875,-0.00021302994026028976,-0.007822531925850362
472,472,472,472,2021-04-09,45.70348739624024,45.208927154541016,44.46223449707031,0.01093943769133543,0.027917015714802096
473,473,473,473,2021-04-12,45.67438888549805,45.32529830932617,44.79193878173828,0.00770189252345288,0.019701091932183612
474,474,474,474,2021-04-13,45.451358795166016,45.61621475219727,45.36407470703125,-0.0036139771334997572,0.0019240795430848223
475,475,475,475,2021-04-14,45.79076766967773,46.2950325012207,46.45988082885742,-0.01089241770225946,-0.014401955993914028
476,476,476,476,2021-04-15,46.08168411254883,45.33499526977539,46.32411193847656,0.016470473600584068,-0.005233296781807839
477,477,477,477,2021-04-16,46.062286376953125,45.50954055786133,45.51923751831055,0.012145713015692339,0.011930095674913987
478,478,478,478,2021-04-19,46.08168411254883,45.70348739624024,45.208927154541016,0.008275007835391035,0.01930496945933724
479,479,479,479,2021-04-20,45.53863525390625,45.67438888549805,45.32529830932617,-0.002972204662269662,0.00470679626031667
480,480,480,480,2021-04-21,46.81867599487305,45.451358795166016,45.61621475219727,0.03008308741371346,0.026360390690195468
481,481,481,481,2021-04-22,46.62472915649414,45.79076766967773,46.2950325012207,0.01821243733742106,0.007121642160306196
482,482,482,482,2021-04-23,47.15809631347656,46.08168411254883,45.33499526977539,0.02335878606994335,0.04021398993983416
483,483,483,483,2021-04-26,47.39081954956055,46.062286376953125,45.50954055786133,0.028842102229474698,0.041338123141615446
