,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,JBHT,JBHT_6m,JBHT_12m,JBHT_6m_ret,JBHT_12m_ret
243,243,243,243,2020-01-23,112.56182098388672,114.96763610839844,111.11251068115234,-0.02092602062586879,0.013043628425365217
244,244,244,244,2020-01-24,111.79852294921876,115.01596069335938,113.67293548583984,-0.027973837063523077,-0.01648952346140986
245,245,245,245,2020-01-27,110.9289321899414,115.71161651611328,114.7454071044922,-0.041332793285329905,-0.03326037190382136
246,246,246,246,2020-01-28,109.04484558105467,110.80332946777344,115.00629425048828,-0.015870316308773114,-0.051835846970682664
247,247,247,247,2020-01-29,108.14629364013672,111.94345092773438,115.05460357666016,-0.033920316518104565,-0.06004375072154744
248,248,248,248,2020-01-30,107.90477752685548,110.43619537353516,114.49420928955078,-0.02292199435264408,-0.057552533037115605
249,249,249,249,2020-01-31,104.28152465820312,112.56182098388672,114.96763610839844,-0.07356221011091246,-0.09294886641071576
250,250,250,250,2020-02-03,106.7066650390625,111.79852294921876,115.01596069335938,-0.045544947963839344,-0.07224471807395527
251,251,251,251,2020-02-04,109.46031188964844,110.9289321899414,115.71161651611328,-0.013239289978725144,-0.05402486642811988
252,252,252,252,2020-02-05,108.33953857421876,109.04484558105467,110.80332946777344,-0.006468045353979046,-0.02223571173708505
253,253,253,253,2020-02-06,108.50418090820312,108.14629364013672,111.94345092773438,0.0033092883354588487,-0.03072328029043425
254,254,254,254,2020-02-07,108.978759765625,107.90477752685548,110.43619537353516,0.009953055493786778,-0.013197082740677435
255,255,255,255,2020-02-10,108.54293060302734,104.28152465820312,112.56182098388672,0.04086443843999743,-0.03570385007750254
256,256,256,256,2020-02-11,108.8722152709961,106.7066650390625,111.79852294921876,0.02029442332529885,-0.026174833092847405
257,257,257,257,2020-02-12,110.37342834472656,109.46031188964844,110.9289321899414,0.00834198660057428,-0.005007745357754501
258,258,258,258,2020-02-13,110.63495635986328,108.33953857421876,109.04484558105467,0.021187258279414145,0.014582172777957148
259,259,259,259,2020-02-14,106.60587310791016,108.50418090820312,108.14629364013672,-0.01749525026965526,-0.014243858761839867
260,260,260,260,2020-02-18,106.1603546142578,108.978759765625,107.90477752685548,-0.025861967574494327,-0.016166317679154996
261,261,261,261,2020-02-19,106.64460754394533,108.54293060302734,104.28152465820312,-0.017489145064865874,0.02266060928326019
262,262,262,262,2020-02-20,106.49934387207033,108.8722152709961,106.7066650390625,-0.021795013475379377,-0.0019429073799305252
263,263,263,263,2020-02-21,106.2475128173828,110.37342834472656,109.46031188964844,-0.03738142041268666,-0.02935126912030539
264,264,264,264,2020-02-24,102.0344009399414,110.63495635986328,108.33953857421876,-0.07773813722985323,-0.058197936942088635
265,265,265,265,2020-02-25,98.08282470703124,106.60587310791016,108.50418090820312,-0.07994914494299576,-0.09604566491302835
266,266,266,266,2020-02-26,97.50170135498048,106.1603546142578,108.978759765625,-0.0815620227601842,-0.1053146359467444
267,267,267,267,2020-02-27,93.74380493164062,106.64460754394533,108.54293060302734,-0.12097004161217095,-0.13634352407077865
268,268,268,268,2020-02-28,93.40483856201172,106.49934387207033,108.8722152709961,-0.12295385900018363,-0.14206909146180413
269,269,269,269,2020-03-02,93.52105712890624,106.2475128173828,110.37342834472656,-0.11978121041149148,-0.15268503904024566
270,270,270,270,2020-03-03,91.56463623046876,102.0344009399414,110.63495635986328,-0.1026101453335847,-0.1723715610043206
271,271,271,271,2020-03-04,94.96416473388672,98.08282470703124,106.60587310791016,-0.03179618839954712,-0.10920325526755259
272,272,272,272,2020-03-05,90.16026306152344,97.50170135498048,106.1603546142578,-0.07529548911899098,-0.1507162594819128
273,273,273,273,2020-03-06,90.29586791992188,93.74380493164062,106.64460754394533,-0.036780425268987504,-0.1533011373058556
274,274,274,274,2020-03-09,83.03189086914062,93.40483856201172,106.49934387207033,-0.11105364403562956,-0.22035302894559983
275,275,275,275,2020-03-10,89.24017333984375,93.52105712890624,106.2475128173828,-0.045774544476778756,-0.16007282454480698
276,276,276,276,2020-03-11,85.5403823852539,91.56463623046876,102.0344009399414,-0.06579236365939112,-0.16165154499604562
277,277,277,277,2020-03-12,80.76554107666016,94.96416473388672,98.08282470703124,-0.1495155956672145,-0.17655775801825635
278,278,278,278,2020-03-13,85.12391662597656,90.16026306152344,97.50170135498048,-0.05585993501494313,-0.12694942300482892
279,279,279,279,2020-03-16,73.00764465332031,90.29586791992188,93.74380493164062,-0.19146195351855388,-0.2212003267142979
280,280,280,280,2020-03-17,82.60574340820312,83.03189086914062,93.40483856201172,-0.005132334774949454,-0.11561601433141011
281,281,281,281,2020-03-18,82.00526428222656,89.24017333984375,93.52105712890624,-0.08107233308551809,-0.12313582844563764
282,282,282,282,2020-03-19,81.44351196289062,85.5403823852539,91.56463623046876,-0.047893992382591066,-0.11053529707804666
283,283,283,283,2020-03-20,78.09239196777344,80.76554107666016,94.96416473388672,-0.033097643787830866,-0.1776646255289266
284,284,284,284,2020-03-23,76.55242919921875,85.12391662597656,90.16026306152344,-0.10069423220291673,-0.15092939395062532
285,285,285,285,2020-03-24,83.27403259277344,73.00764465332031,90.29586791992188,0.14062072524327385,-0.07776474703555314
286,286,286,286,2020-03-25,88.73653411865234,82.60574340820312,83.03189086914062,0.07421748727752986,0.06870424351171667
287,287,287,287,2020-03-26,90.7801284790039,82.00526428222656,89.24017333984375,0.10700366950319262,0.01725629928233907
288,288,288,288,2020-03-27,87.22561645507812,81.44351196289062,85.5403823852539,0.0709952745508089,0.019701035029681346
289,289,289,289,2020-03-30,90.615478515625,78.09239196777344,80.76554107666016,0.16036244033886793,0.12195717762375402
290,290,290,290,2020-03-31,89.32733917236328,76.55242919921875,85.12391662597656,0.16687791761512005,0.04938004162632703
291,291,291,291,2020-04-01,87.65177917480469,83.27403259277344,73.00764465332031,0.05257036852579611,0.20058357711747354
292,292,292,292,2020-04-02,88.01982116699219,88.73653411865234,82.60574340820312,-0.008076864380366922,0.06554117831777084
293,293,293,293,2020-04-03,86.93505859375,90.7801284790039,82.00526428222656,-0.04235585419052601,0.06011558348933832
294,294,294,294,2020-04-06,93.87942504882812,87.22561645507812,81.44351196289062,0.07628273509739847,0.1526937233699337
295,295,295,295,2020-04-07,95.35157012939452,90.615478515625,78.09239196777344,0.05226581254496021,0.22100972612983183
296,296,296,296,2020-04-08,95.7196273803711,89.32733917236328,76.55242919921875,0.0715602666242352,0.25038001251759034
297,297,297,297,2020-04-09,96.06829071044922,87.65177917480469,83.27403259277344,0.09602214142007792,0.15364042930696353
298,298,298,298,2020-04-13,91.94235229492188,88.01982116699219,88.73653411865234,0.0445641797032037,0.0361273764871517
299,299,299,299,2020-04-14,94.80921173095705,86.93505859375,90.7801284790039,0.09057511738737278,0.044382876731497545
300,300,300,300,2020-04-15,97.6469955444336,93.87942504882812,87.22561645507812,0.040132015014428424,0.11947612998209722
301,301,301,301,2020-04-16,100.48477172851562,95.35157012939452,90.615478515625,0.053834473749674094,0.10891398880809144
302,302,302,302,2020-04-17,104.19422149658205,95.7196273803711,89.32733917236328,0.08853559450805815,0.16643149188102524
303,303,303,303,2020-04-20,97.71478271484376,96.06829071044922,87.65177917480469,0.017138766519299242,0.1148066090018589
304,304,304,304,2020-04-21,96.736572265625,91.94235229492188,88.01982116699219,0.05214376020448985,0.0990316838078471
305,305,305,305,2020-04-22,97.09494018554688,94.80921173095705,86.93505859375,0.02410871699973738,0.1168674842594204
306,306,306,306,2020-04-23,97.6954116821289,97.6469955444336,93.87942504882812,0.0004958282374727396,0.04064774183817188
307,307,307,307,2020-04-24,98.40242767333984,100.48477172851562,95.35157012939452,-0.020722981396641305,0.03199588155502031
308,308,308,308,2020-04-27,101.3564453125,104.19422149658205,95.7196273803711,-0.02723544687336754,0.05888884115406445
309,309,309,309,2020-04-28,102.10221099853516,97.71478271484376,96.06829071044922,0.04490035347563537,0.06280865666978741
310,310,310,310,2020-04-29,102.3637237548828,96.736572265625,91.94235229492188,0.05816984577256301,0.11334680046614931
311,311,311,311,2020-04-30,97.9375457763672,97.09494018554688,94.80921173095705,0.008678161696275,0.0329960980404258
312,312,312,312,2020-05-01,97.6954116821289,97.6954116821289,97.6469955444336,0.0,0.0004958282374727396
313,313,313,313,2020-05-04,97.22084045410156,98.40242767333984,100.48477172851562,-0.012007703947718884,-0.03248184991883518
314,314,314,314,2020-05-05,97.86006927490234,101.3564453125,104.19422149658205,-0.0344958431288479,-0.060791780299327636
315,315,315,315,2020-05-06,96.65908813476562,102.10221099853516,97.71478271484376,-0.05331052883710441,-0.01080383695022813
316,316,316,316,2020-05-07,97.212646484375,102.3637237548828,96.736572265625,-0.05032131580951882,0.0049213467833320035
317,317,317,317,2020-05-08,100.27178192138672,97.9375457763672,97.09494018554688,0.02383392524813277,0.032718921601567974
318,318,318,318,2020-05-11,100.22322082519533,97.6954116821289,97.6954116821289,0.025874389590486935,0.025874389590486935
319,319,319,319,2020-05-12,96.9407196044922,97.22084045410156,98.40242767333984,-0.002881283974721538,-0.01485439031748259
320,320,320,320,2020-05-13,95.1440887451172,97.86006927490234,101.3564453125,-0.027753715585011274,-0.061292170894795994
321,321,321,321,2020-05-14,95.84331512451172,96.65908813476562,102.10221099853516,-0.008439692800707221,-0.0613002971513833
322,322,322,322,2020-05-15,95.30918884277344,97.212646484375,102.3637237548828,-0.019580349989828827,-0.06891635682384856
323,323,323,323,2020-05-18,99.67938232421876,100.27178192138672,97.9375457763672,-0.005907939260842099,0.017785176604577346
324,324,324,324,2020-05-19,99.13553619384766,100.22322082519533,97.6954116821289,-0.010852621003317742,0.014740963643251392
325,325,325,325,2020-05-20,101.98102569580078,96.9407196044922,97.22084045410156,0.05199369379423313,0.04896260122279572
326,326,326,326,2020-05-21,103.04928588867188,95.1440887451172,97.86006927490234,0.08308658212841813,0.05302690517408393
327,327,327,327,2020-05-22,105.3314971923828,95.84331512451172,96.65908813476562,0.09899680593836746,0.0897216105072891
328,328,328,328,2020-05-26,111.23614501953124,95.30918884277344,97.212646484375,0.16710829637876423,0.14425590745963524
329,329,329,329,2020-05-27,116.07247161865234,99.67938232421876,100.27178192138672,0.16445817492240433,0.15757862675317158
330,330,330,330,2020-05-28,115.4509506225586,99.13553619384766,100.22322082519533,0.16457685160251811,0.15193814040283904
331,331,331,331,2020-05-29,116.21814727783205,101.98102569580078,96.9407196044922,0.1396055931472897,0.19885789740358528
332,332,332,332,2020-06-01,112.22669982910156,103.04928588867188,95.1440887451172,0.0890584913935688,0.17954463918139152
333,333,333,333,2020-06-02,114.38265991210938,105.3314971923828,95.84331512451172,0.08593025790941788,0.19343388491427782
334,334,334,334,2020-06-03,112.61517333984376,111.23614501953124,95.30918884277344,0.012397304132306886,0.18157729288431046
335,335,335,335,2020-06-04,114.20787048339844,116.07247161865234,99.67938232421876,-0.016064111578324214,0.1457521888721589
336,336,336,336,2020-06-05,117.2572784423828,115.4509506225586,99.13553619384766,0.015645846223731885,0.18279764193840897
337,337,337,337,2020-06-08,118.49066162109376,116.21814727783205,101.98102569580078,0.019553868276948494,0.16188929080336556
338,338,338,338,2020-06-09,116.35411071777344,112.22669982910156,103.04928588867188,0.0367774415086346,0.12911127636027753
339,339,339,339,2020-06-10,115.55774688720705,114.38265991210938,105.3314971923828,0.010273296459451187,0.09708634138320948
340,340,340,340,2020-06-11,109.48805236816406,112.61517333984376,111.23614501953124,-0.02776820280019332,-0.01571514952320796
341,341,341,341,2020-06-12,110.80882263183594,114.20787048339844,116.07247161865234,-0.029761940549067445,-0.04534795299362404
342,342,342,342,2020-06-15,112.3432388305664,117.2572784423828,115.4509506225586,-0.041908184098192414,-0.026918026878376855
343,343,343,343,2020-06-16,113.32410430908205,118.49066162109376,116.21814727783205,-0.04360307589920631,-0.024901816424860668
344,344,344,344,2020-06-17,116.36383056640624,116.35411071777344,112.22669982910156,8.353678759465133e-05,0.03686405056554887
345,345,345,345,2020-06-18,115.85882568359376,115.55774688720705,114.38265991210938,0.002605440175989182,0.012905503094775561
346,346,346,346,2020-06-19,114.20787048339844,109.48805236816406,112.61517333984376,0.04310806533815703,0.014142829037329774
347,347,347,347,2020-06-22,113.75141143798828,110.80882263183594,114.20787048339844,0.02655554617640088,-0.003996738959216595
348,348,348,348,2020-06-23,116.39295196533205,112.3432388305664,117.2572784423828,0.0360476801000309,-0.007371196812106295
349,349,349,349,2020-06-24,113.6640167236328,113.32410430908205,118.49066162109376,0.002999471441871515,-0.04073439063827222
350,350,350,350,2020-06-25,114.9750747680664,116.36383056640624,116.35411071777344,-0.011934600223969971,-0.011852060414539123
351,351,351,351,2020-06-26,115.85882568359376,115.85882568359376,115.55774688720705,0.0,0.002605440175989182
352,352,352,352,2020-06-29,116.61634063720705,114.20787048339844,109.48805236816406,0.02108847790974888,0.06510562673152154
353,353,353,353,2020-06-30,116.86882019042967,113.75141143798828,110.80882263183594,0.02740545117667259,0.05468876407728085
354,354,354,354,2020-07-01,114.25642395019533,116.39295196533205,112.3432388305664,-0.018356163144423787,0.017029819858713102
355,355,355,355,2020-07-02,114.84882354736328,113.6640167236328,113.32410430908205,0.01042376345551177,0.013454500678184766
356,356,356,356,2020-07-06,117.35440063476562,114.9750747680664,116.36383056640624,0.020694275446212274,0.00851269731786708
357,357,357,357,2020-07-07,120.46208953857422,115.85882568359376,115.85882568359376,0.039731663322324806,0.039731663322324806
358,358,358,358,2020-07-08,122.27816772460938,116.61634063720705,114.20787048339844,0.048550889664907615,0.0706632319388536
359,359,359,359,2020-07-09,121.3944091796875,116.86882019042967,113.75141143798828,0.03872366454871101,0.06719035522355532
360,360,360,360,2020-07-10,123.95825958251952,114.25642395019533,116.39295196533205,0.08491282412753653,0.06499798733037387
361,361,361,361,2020-07-13,122.0256576538086,114.84882354736328,113.6640167236328,0.06248940028093197,0.0735645384634489
362,362,362,362,2020-07-14,124.97799682617188,117.35440063476562,114.9750747680664,0.06496216716348524,0.0870007875905614
363,363,363,363,2020-07-15,126.58037567138672,120.46208953857422,115.85882568359376,0.050790137845428296,0.09253977782472189
364,364,364,364,2020-07-16,128.7266387939453,122.27816772460938,116.61634063720705,0.05273607864209229,0.10384735184251204
365,365,365,365,2020-07-17,132.87347412109375,121.3944091796875,116.86882019042967,0.09456007915829945,0.13694545649203604
366,366,366,366,2020-07-20,130.5232696533203,123.95825958251952,114.25642395019533,0.05296145729143964,0.14237138832750218
367,367,367,367,2020-07-21,129.19277954101562,122.0256576538086,114.84882354736328,0.05873454833196168,0.12489423531392929
368,368,368,368,2020-07-22,128.34791564941406,124.97799682617188,117.35440063476562,0.026964096951636263,0.09367791028870598
369,369,369,369,2020-07-23,127.67779541015624,126.58037567138672,120.46208953857422,0.00866974626160455,0.05990022171474463
370,370,370,370,2020-07-24,127.01738739013672,128.7266387939453,122.27816772460938,-0.013278148329069817,0.03875769283851915
371,371,371,371,2020-07-27,126.59005737304688,132.87347412109375,121.3944091796875,-0.047288721767901554,0.04279973211673038
372,372,372,372,2020-07-28,124.2884521484375,130.5232696533203,123.95825958251952,-0.04776786178773307,0.0026637399317321897
373,373,373,373,2020-07-29,126.4541244506836,129.19277954101562,122.0256576538086,-0.021198205503911827,0.03629127580232949
374,374,374,374,2020-07-30,125.31787109375,128.34791564941406,124.97799682617188,-0.02360805425107737,0.002719472836893333
375,375,375,375,2020-07-31,125.66748809814452,127.67779541015624,126.58037567138672,-0.015745159959519528,-0.007211920239612257
376,376,376,376,2020-08-03,126.85230255126952,127.01738739013672,128.7266387939453,-0.0012997026805482426,-0.014560593364642105
377,377,377,377,2020-08-04,128.3575897216797,126.59005737304688,132.87347412109375,0.01396264750417231,-0.03398635001669725
378,378,378,378,2020-08-05,128.037109375,124.2884521484375,130.5232696533203,0.030160945460045552,-0.019047640201810268
379,379,379,379,2020-08-06,130.29483032226562,126.4541244506836,129.19277954101562,0.030372325839636005,0.008530281530943595
380,380,380,380,2020-08-07,132.29949951171875,125.31787109375,128.34791564941406,0.05571135510868852,0.030788064163804085
381,381,381,381,2020-08-10,133.0293731689453,125.66748809814452,127.67779541015624,0.05858225689250096,0.0419147099274193
382,382,382,382,2020-08-11,133.9927978515625,126.85230255126952,127.01738739013672,0.05628983594844117,0.054916973217223
383,383,383,383,2020-08-12,133.6229705810547,128.3575897216797,126.59005737304688,0.04102118831299362,0.0555566002097827
384,384,384,384,2020-08-13,133.03909301757812,128.037109375,124.2884521484375,0.03906667111585693,0.07040590431273341
385,385,385,385,2020-08-14,133.50619506835938,130.29483032226562,126.4541244506836,0.024646908385780986,0.05576781815784937
386,386,386,386,2020-08-17,135.67630004882812,132.29949951171875,125.31787109375,0.025523910140039963,0.08265723687030246
387,387,387,387,2020-08-18,134.29446411132812,133.0293731689453,125.66748809814452,0.009509861711339163,0.06864922776562588
388,388,388,388,2020-08-19,134.5572052001953,133.9927978515625,126.85230255126952,0.00421222153490719,0.060739162742526664
389,389,389,389,2020-08-20,134.9951171875,133.6229705810547,128.3575897216797,0.010268792861575893,0.05171121926029154
390,390,390,390,2020-08-21,137.62258911132812,133.03909301757812,128.037109375,0.03445225001003571,0.07486485584623592
391,391,391,391,2020-08-24,137.82701110839844,133.50619506835938,130.29483032226562,0.032364161362150146,0.05780874626800658
392,392,392,392,2020-08-25,137.15550231933594,135.67630004882812,132.29949951171875,0.01090243668183355,0.03670461963604832
393,393,393,393,2020-08-26,138.38168334960938,134.29446411132812,133.0293731689453,0.030434755932255086,0.040234047963728425
394,394,394,394,2020-08-27,138.96556091308594,134.5572052001953,133.9927978515625,0.032761944678709964,0.037112166782518274
395,395,395,395,2020-08-28,137.9437713623047,134.9951171875,133.6229705810547,0.021842672803559227,0.03233576354769818
396,396,396,396,2020-08-31,136.76625061035156,137.62258911132812,133.03909301757812,-0.0062223687732240185,0.028015506632181886
397,397,397,397,2020-09-01,137.18470764160156,137.82701110839844,133.50619506835938,-0.00466021472591982,0.027553122694858212
398,398,398,398,2020-09-02,137.76861572265625,137.15550231933594,135.67630004882812,0.004470206393126119,0.015421379217115394
399,399,399,399,2020-09-03,134.5572052001953,138.38168334960938,134.29446411132812,-0.02763717030202506,0.001956455097429588
400,400,400,400,2020-09-04,132.95150756835938,138.96556091308594,134.5572052001953,-0.04327729334671604,-0.0119331969584755
401,401,401,401,2020-09-08,131.75453186035156,137.9437713623047,134.9951171875,-0.04486784318588255,-0.024005204000434044
402,402,402,402,2020-09-09,134.34315490722656,136.76625061035156,137.62258911132812,-0.017717058794193496,-0.02382918549402313
403,403,403,403,2020-09-10,132.34815979003906,137.18470764160156,137.82701110839844,-0.03525573611453914,-0.039751651539844834
404,404,404,404,2020-09-11,131.49179077148438,137.76861572265625,137.15550231933594,-0.0455606301787036,-0.041294089205877293
405,405,405,405,2020-09-14,128.4750213623047,134.5572052001953,138.38168334960938,-0.04520147270331232,-0.07158940220633359
406,406,406,406,2020-09-15,129.4092559814453,132.95150756835938,138.96556091308594,-0.02664318481001615,-0.0687674332320184
407,407,407,407,2020-09-16,127.99820709228516,131.75453186035156,137.9437713623047,-0.028510023260890804,-0.07209868319387791
408,408,408,408,2020-09-17,130.83004760742188,134.34315490722656,136.76625061035156,-0.02615025158692108,-0.04340400483626616
409,409,409,409,2020-09-18,128.0857696533203,132.34815979003906,137.18470764160156,-0.03220588894836718,-0.06632618274080848
410,410,410,410,2020-09-21,127.696533203125,131.49179077148438,137.76861572265625,-0.028863076136479426,-0.07310868637750911
411,411,411,411,2020-09-22,125.5069580078125,128.4750213623047,134.5572052001953,-0.023102260058179946,-0.0672594765840876
412,412,412,412,2020-09-23,126.14923858642578,129.4092559814453,132.95150756835938,-0.02519153185987677,-0.0511635340309029
413,413,413,413,2020-09-24,127.34616088867188,127.99820709228516,131.75453186035156,-0.005094182320406704,-0.03345897032484757
414,414,414,414,2020-09-25,125.85726928710938,130.83004760742188,134.34315490722656,-0.038009451278609774,-0.06316574615191439
415,415,415,415,2020-09-28,127.04449462890624,128.0857696533203,132.34815979003906,-0.008129513740928518,-0.04007358447255116
416,416,416,416,2020-09-29,125.17606353759766,127.696533203125,131.49179077148438,-0.019737964706669553,-0.04803134246504126
417,417,417,417,2020-09-30,122.9864730834961,125.5069580078125,128.4750213623047,-0.020082431797602163,-0.04272074229379319
418,418,418,418,2020-10-01,121.84788513183594,126.14923858642578,129.4092559814453,-0.03409733980790497,-0.05842990744567389
419,419,419,419,2020-10-02,124.0666732788086,127.34616088867188,127.99820709228516,-0.025752543987017096,-0.030715538153139654
420,420,420,420,2020-10-05,127.04449462890624,125.85726928710938,130.83004760742188,0.009433109017235486,-0.028934889558970722
421,421,421,421,2020-10-06,127.04449462890624,127.04449462890624,128.0857696533203,0.0,-0.008129513740928518
422,422,422,422,2020-10-07,129.01026916503906,125.17606353759766,127.696533203125,0.03063050170362458,0.01028795323538123
423,423,423,423,2020-10-08,131.66696166992188,122.9864730834961,125.5069580078125,0.0705808400614314,0.049080973357078284
424,424,424,424,2020-10-09,131.589111328125,121.84788513183594,126.14923858642578,0.07994579623396292,0.04312251744565487
425,425,425,425,2020-10-12,134.07064819335938,124.0666732788086,127.34616088867188,0.0806338612148434,0.05280479017004813
426,426,426,426,2020-10-13,134.7713165283203,127.04449462890624,125.85726928710938,0.060819809012456094,0.0708266379185134
427,427,427,427,2020-10-14,136.25047302246094,127.04449462890624,127.04449462890624,0.07246263146187593,0.07246263146187593
428,428,428,428,2020-10-15,138.0313262939453,129.01026916503906,125.17606353759766,0.06992510896451098,0.10269745183739909
429,429,429,429,2020-10-16,124.60189056396484,131.66696166992188,122.9864730834961,-0.053658647669478254,0.013134919962881186
430,430,430,430,2020-10-19,120.61199951171876,131.589111328125,121.84788513183594,-0.0834196059659843,-0.010142856552495583
431,431,431,431,2020-10-20,119.75562286376952,134.07064819335938,124.0666732788086,-0.10677225419947578,-0.0347478521113489
432,432,432,432,2020-10-21,121.79923248291016,134.7713165283203,127.04449462890624,-0.09625255862722282,-0.04128681184743466
433,433,433,433,2020-10-22,124.0472183227539,136.25047302246094,127.04449462890624,-0.0895648611634201,-0.023592335227963224
434,434,434,434,2020-10-23,125.5069580078125,138.0313262939453,129.01026916503906,-0.09073569473252385,-0.027155289109155212
435,435,435,435,2020-10-26,123.85257720947266,124.60189056396484,131.66696166992188,-0.0060136595929700665,-0.05934962242114483
436,436,436,436,2020-10-27,122.93782043457033,120.61199951171876,131.589111328125,0.019283495276318563,-0.06574473226726318
437,437,437,437,2020-10-28,120.26166534423828,119.75562286376952,134.07064819335938,0.00422562605719512,-0.10299780776181156
438,438,438,438,2020-10-29,119.05494689941406,121.79923248291016,134.7713165283203,-0.022531222303729614,-0.11661509313521967
439,439,439,439,2020-10-30,118.47106170654295,124.0472183227539,136.25047302246094,-0.04495188760865687,-0.13049063919937398
440,440,440,440,2020-11-02,119.14253997802734,125.5069580078125,138.0313262939453,-0.050709682800128,-0.13684419923411628
441,441,441,441,2020-11-03,125.26364135742188,123.85257720947266,124.60189056396484,0.011393094756217081,0.005310920969672672
442,442,442,442,2020-11-04,122.55828857421876,122.93782043457033,120.61199951171876,-0.003087185530131875,0.01613677801859925
443,443,443,443,2020-11-05,122.8411102294922,120.26166534423828,119.75562286376952,0.021448604406653526,0.025764864245519714
444,444,444,444,2020-11-06,121.46602630615234,119.05494689941406,121.79923248291016,0.02025182043695617,-0.0027357001350937216
445,445,445,445,2020-11-09,121.2319564819336,118.47106170654295,124.0472183227539,0.023304381134267915,-0.02269508239592588
446,446,446,446,2020-11-10,125.50352478027344,119.14253997802734,125.5069580078125,0.05338970281663635,-2.7354878116336856e-05
447,447,447,447,2020-11-11,124.79158782958984,125.26364135742188,123.85257720947266,-0.0037684800051843714,0.007581680101246713
448,448,448,448,2020-11-12,123.8456039428711,122.55828857421876,122.93782043457033,0.01050369896339376,0.007384086565809245
449,449,449,449,2020-11-13,125.9521255493164,122.8411102294922,120.26166534423828,0.025325522652898558,0.04731732417632584
450,450,450,450,2020-11-16,129.3069305419922,121.46602630615234,119.05494689941406,0.06455224126684622,0.08611136210274162
451,451,451,451,2020-11-17,129.74578857421875,121.2319564819336,118.47106170654295,0.0702276226446441,0.09516861506317631
452,452,452,452,2020-11-18,128.93637084960938,125.50352478027344,119.14253997802734,0.027352586912168686,0.08220263621531188
453,453,453,453,2020-11-19,130.46746826171875,124.79158782958984,125.26364135742188,0.04548287693782416,0.041542995620321266
454,454,454,454,2020-11-20,130.52598571777344,123.8456039428711,122.55828857421876,0.053941210363703807,0.06501149156247887
455,455,455,455,2020-11-23,130.51622009277344,125.9521255493164,122.8411102294922,0.03623674093272822,0.062479977988985747
456,456,456,456,2020-11-24,133.29568481445312,129.3069305419922,121.46602630615234,0.030847180856756973,0.09739067678467062
457,457,457,457,2020-11-25,132.4862518310547,129.74578857421875,121.2319564819336,0.021121789670023094,0.09283274538919328
458,458,458,458,2020-11-27,131.9400634765625,128.93637084960938,125.50352478027344,0.023295929667949355,0.051285720521060174
459,459,459,459,2020-11-30,131.93031311035156,130.46746826171875,124.79158782958984,0.01121233414063294,0.05720518029236121
460,460,460,460,2020-12-01,132.30093383789062,130.52598571777344,123.8456039428711,0.013598427243101119,0.06827315323134031
461,461,461,461,2020-12-02,131.6865234375,130.51622009277344,125.9521255493164,0.008966727230490523,0.04552839313488444
462,462,462,462,2020-12-03,131.0526123046875,133.29568481445312,129.3069305419922,-0.016827795385034205,0.013500295424060171
463,463,463,463,2020-12-04,133.84181213378906,132.4862518310547,129.74578857421875,0.01023170543357943,0.03156960703373635
464,464,464,464,2020-12-07,135.090087890625,131.9400634765625,128.93637084960938,0.02387466195680643,0.04772677407054737
465,465,465,465,2020-12-08,136.16285705566406,131.93031311035156,130.46746826171875,0.032081663762688395,0.04365370823721593
466,466,466,466,2020-12-09,136.05560302734375,132.30093383789062,130.52598571777344,0.028379763320897977,0.04236411071069468
467,467,467,467,2020-12-10,133.62725830078125,131.6865234375,130.51622009277344,0.014737535873990515,0.02383641056871255
468,468,468,468,2020-12-11,135.450927734375,131.0526123046875,133.29568481445312,0.03356144797374783,0.016168887409385935
469,469,469,469,2020-12-14,130.46746826171875,133.84181213378906,132.4862518310547,-0.02521143294665873,-0.015237683468547925
470,470,470,470,2020-12-15,132.73004150390625,135.090087890625,131.9400634765625,-0.01747016693504222,0.005987400691860989
471,471,471,471,2020-12-16,134.2709197998047,136.16285705566406,131.93031311035156,-0.01389466479163215,0.017741235007115774
472,472,472,472,2020-12-17,135.27537536621094,136.05560302734375,132.30093383789062,-0.005734623519885518,0.022482392542783725
473,473,473,473,2020-12-18,136.98208618164062,133.62725830078125,131.6865234375,0.02510586480273358,0.04021339925990186
474,474,474,474,2020-12-21,137.2941436767578,135.450927734375,131.0526123046875,0.013607997916392556,0.04762615000423809
475,475,475,475,2020-12-22,136.39691162109375,130.46746826171875,133.84181213378906,0.04544767702152752,0.0190904430130594
476,476,476,476,2020-12-23,135.0120849609375,132.73004150390625,135.090087890625,0.017193119441344384,-0.0005774141604723004
477,477,477,477,2020-12-24,134.01734924316406,134.2709197998047,136.16285705566406,-0.0018884994384390508,-0.015756924163414898
478,478,478,478,2020-12-28,133.3542022705078,135.27537536621094,136.05560302734375,-0.014201942448891502,-0.01985512317558158
479,479,479,479,2020-12-29,132.73004150390625,136.98208618164062,133.62725830078125,-0.031040881302509038,-0.006714324669113925
480,480,480,480,2020-12-30,132.08636474609375,137.2941436767578,135.450927734375,-0.03793154457429104,-0.024839719037430985
481,481,481,481,2020-12-31,133.2664031982422,136.39691162109375,130.46746826171875,-0.022951461185191757,0.021453125241219118
482,482,482,482,2021-01-04,131.50120544433594,135.0120849609375,132.73004150390625,-0.0260041870890102,-0.009258160742262267
483,483,483,483,2021-01-05,134.6512451171875,134.01734924316406,134.2709197998047,0.004729953827644184,0.002832521874057914
