,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MO,MO_6m,MO_12m,MO_6m_ret,MO_12m_ret
244,244,244,244,2020-01-24,36.23847198486328,36.95964813232422,35.74808120727539,-0.019512527415817327,0.013717960825491371
245,245,245,245,2020-01-27,35.8923225402832,36.8442497253418,36.11588287353516,-0.025836519732517438,-0.00619008357167361
246,246,246,246,2020-01-28,36.180789947509766,36.79377746582031,36.46924591064453,-0.01666008658338991,-0.007909567525512529
247,247,247,247,2020-01-29,36.13751983642578,36.8442497253418,36.21684265136719,-0.019181551916089612,-0.0021902189460574206
248,248,248,248,2020-01-30,34.61586380004883,36.80097961425781,36.60626602172852,-0.05937656652385426,-0.054373265508649404
249,249,249,249,2020-01-31,34.276912689208984,36.46204376220703,36.68560028076172,-0.05992892464417854,-0.0656575760821303
250,250,250,250,2020-02-03,33.36103439331055,36.23847198486328,36.95964813232422,-0.07940283996396513,-0.09736601728809191
251,251,251,251,2020-02-04,33.54853820800781,35.8923225402832,36.8442497253418,-0.06530043659461937,-0.08944982030851789
252,252,252,252,2020-02-05,33.375457763671875,36.180789947509766,36.79377746582031,-0.07753651006259954,-0.09290483167497265
253,253,253,253,2020-02-06,33.649497985839844,36.13751983642578,36.8442497253418,-0.06884871628843958,-0.08670964297868644
254,254,254,254,2020-02-07,33.33219146728516,34.61586380004883,36.80097961425781,-0.03708335404190766,-0.09425803832756496
255,255,255,255,2020-02-10,33.317771911621094,34.276912689208984,36.46204376220703,-0.027982122727460368,-0.08623410884732086
256,256,256,256,2020-02-11,32.86343002319336,33.36103439331055,36.23847198486328,-0.014915735652877848,-0.09313422384585279
257,257,257,257,2020-02-12,32.7408332824707,33.54853820800781,35.8923225402832,-0.024075711452140602,-0.08780399357760904
258,258,258,258,2020-02-13,32.92112350463867,33.375457763671875,36.180789947509766,-0.013612824796300771,-0.09009384393210151
259,259,259,259,2020-02-14,32.5749626159668,33.649497985839844,36.13751983642578,-0.03193317684338781,-0.0985833348991485
260,260,260,260,2020-02-18,32.61103057861328,33.33219146728516,34.61586380004883,-0.021635567807765876,-0.0579166024287604
261,261,261,261,2020-02-19,32.55332946777344,33.317771911621094,34.276912689208984,-0.0229439845460081,-0.05028408588204514
262,262,262,262,2020-02-20,32.856224060058594,32.86343002319336,33.36103439331055,-0.00021926996450705172,-0.015131735044557781
263,263,263,263,2020-02-21,33.094200134277344,32.7408332824707,33.54853820800781,0.010792848451900428,-0.013542708505314915
264,264,264,264,2020-02-24,31.586973190307617,32.92112350463867,33.375457763671875,-0.04052566171209404,-0.053586817775753914
265,265,265,265,2020-02-25,30.642253875732425,32.5749626159668,33.649497985839844,-0.05933111153555226,-0.08936965750196058
266,266,266,266,2020-02-26,30.375411987304688,32.61103057861328,33.33219146728516,-0.06855406136029141,-0.08870642312499888
267,267,267,267,2020-02-27,29.06289291381836,32.55332946777344,33.317771911621094,-0.10722210634124163,-0.12770598853636583
268,268,268,268,2020-02-28,29.113386154174805,32.856224060058594,32.86343002319336,-0.1139156434726698,-0.11410993515807577
269,269,269,269,2020-03-02,30.339359283447266,33.094200134277344,32.7408332824707,-0.08324240621173828,-0.0733479804348528
270,270,270,270,2020-03-03,30.216758728027344,31.586973190307617,32.92112350463867,-0.04337909979613752,-0.08214679478451814
271,271,271,271,2020-03-04,31.680723190307617,30.642253875732425,32.5749626159668,0.03389010869718123,-0.027451740657435608
272,272,272,272,2020-03-05,31.12543296813965,30.375411987304688,32.61103057861328,0.024691713848965513,-0.045555064777618726
273,273,273,273,2020-03-06,30.397048950195312,29.06289291381836,32.55332946777344,0.04590582363335938,-0.06623840181118068
274,274,274,274,2020-03-09,29.09174919128418,29.113386154174805,32.856224060058594,-0.0007431963693966814,-0.11457417814942006
275,275,275,275,2020-03-10,30.397048950195312,30.339359283447266,33.094200134277344,0.0019014794020228987,-0.0814992105305018
276,276,276,276,2020-03-11,29.19270896911621,30.216758728027344,31.586973190307617,-0.033890125943961125,-0.07579910258467182
277,277,277,277,2020-03-12,26.26478385925293,31.680723190307617,30.642253875732425,-0.17095377837560344,-0.14285731180976524
278,278,278,278,2020-03-13,28.897031784057617,31.12543296813965,30.375411987304688,-0.07159422284544759,-0.04867029306022108
279,279,279,279,2020-03-16,27.56287956237793,30.397048950195312,29.06289291381836,-0.09323830719426374,-0.05161266484683735
280,280,280,280,2020-03-17,28.738380432128903,29.09174919128418,29.113386154174805,-0.012146700318080073,-0.0128808693039002
281,281,281,281,2020-03-18,27.63499641418457,30.397048950195312,30.339359283447266,-0.0908658120245911,-0.0891371120924811
282,282,282,282,2020-03-19,26.75517845153809,29.19270896911621,30.216758728027344,-0.08349792135278888,-0.11455829222604508
283,283,283,283,2020-03-20,24.721492767333984,26.26478385925293,31.680723190307617,-0.05875894887196087,-0.21966766292452367
284,284,284,284,2020-03-23,22.63011932373047,28.897031784057617,31.12543296813965,-0.21687045600941546,-0.2729380070987312
285,285,285,285,2020-03-24,23.993560791015625,27.56287956237793,30.397048950195312,-0.1294973104419127,-0.21066150762436242
286,286,286,286,2020-03-25,25.46814727783203,28.738380432128903,29.09174919128418,-0.11379323069440683,-0.12455771874101584
287,287,287,287,2020-03-26,27.15021324157715,27.63499641418457,30.397048950195312,-0.01754236423054467,-0.1068141750844962
288,288,288,288,2020-03-27,27.15021324157715,26.75517845153809,29.19270896911621,0.01476479742994763,-0.06996595381743698
289,289,289,289,2020-03-30,27.64668655395508,24.721492767333984,26.26478385925293,0.1183259366313969,0.05261428009868485
290,290,290,290,2020-03-31,28.65443992614746,22.63011932373047,28.897031784057617,0.26620807942889413,-0.008395044159656306
291,291,291,291,2020-04-01,27.86898231506348,23.993560791015625,27.56287956237793,0.1615192325058732,0.011105615869807961
292,292,292,292,2020-04-02,26.8389949798584,25.46814727783203,28.738380432128903,0.05382596884931545,-0.06609229273571138
293,293,293,293,2020-04-03,27.72078514099121,27.15021324157715,27.63499641418457,0.021015374514270935,0.0031043509295556326
294,294,294,294,2020-04-06,27.62445068359375,27.15021324157715,26.75517845153809,0.017467171907525447,0.032489868592361804
295,295,295,295,2020-04-07,28.513656616210938,27.64668655395508,24.721492767333984,0.031358913863470894,0.1533954233495063
296,296,296,296,2020-04-08,29.736299514770508,28.65443992614746,22.63011932373047,0.03775539118584681,0.31401426079041195
297,297,297,297,2020-04-09,30.314285278320312,27.86898231506348,23.993560791015625,0.08774281513448456,0.26343419979878435
298,298,298,298,2020-04-13,29.96601867675781,26.8389949798584,25.46814727783203,0.11651046170864876,0.17660771904051353
299,299,299,299,2020-04-14,31.21088600158692,27.72078514099121,27.15021324157715,0.12590194840602975,0.1495631995181299
300,300,300,300,2020-04-15,30.314285278320312,27.62445068359375,27.15021324157715,0.0973715142985292,0.11653949118520313
301,301,301,301,2020-04-16,29.93636703491211,28.513656616210938,27.64668655395508,0.04989575479043662,0.0828193453305337
302,302,302,302,2020-04-17,30.269824981689453,29.736299514770508,28.65443992614746,0.017941891749305716,0.05637468607676177
303,303,303,303,2020-04-20,28.95084381103516,30.314285278320312,27.86898231506348,-0.04497686337537499,0.038819555150634955
304,304,304,304,2020-04-21,27.980133056640625,29.96601867675781,26.8389949798584,-0.06627125350013452,0.04251791386520276
305,305,305,305,2020-04-22,28.017183303833008,31.21088600158692,27.72078514099121,-0.10232656316105637,0.010692271569303635
306,306,306,306,2020-04-23,28.491424560546875,30.314285278320312,27.62445068359375,-0.060132069782858566,0.03138429382300889
307,307,307,307,2020-04-24,29.210189819335938,29.93636703491211,28.513656616210938,-0.024257359442757198,0.02442805608906018
308,308,308,308,2020-04-27,29.454723358154297,30.269824981689453,29.736299514770508,-0.026927860469236897,-0.009469105477510675
309,309,309,309,2020-04-28,30.16607666015625,28.95084381103516,30.314285278320312,0.04197573159017498,-0.004889068530012697
310,310,310,310,2020-04-29,29.98823928833008,27.980133056640625,29.96601867675781,0.07176900222827443,0.0007415269880182151
311,311,311,311,2020-04-30,29.08422088623047,28.017183303833008,31.21088600158692,0.0380851126548285,-0.06813856919179806
312,312,312,312,2020-05-01,28.091278076171875,28.491424560546875,30.314285278320312,-0.01404445339420124,-0.07333200112549754
313,313,313,313,2020-05-04,28.165376663208008,29.210189819335938,29.93636703491211,-0.0357687903635705,-0.05915849340164603
314,314,314,314,2020-05-05,27.26877212524414,29.454723358154297,30.269824981689453,-0.07421394546233262,-0.0991433831632883
315,315,315,315,2020-05-06,26.475902557373047,30.16607666015625,28.95084381103516,-0.12232860588255523,-0.08548770701870678
316,316,316,316,2020-05-07,26.00907516479492,29.98823928833008,27.980133056640625,-0.1326908220678249,-0.07044490774420775
317,317,317,317,2020-05-08,27.22431755065918,29.08422088623047,28.017183303833008,-0.06394887945758365,-0.02829926708104724
318,318,318,318,2020-05-11,26.987194061279297,28.091278076171875,28.491424560546875,-0.03930344542881814,-0.05279590341546281
319,319,319,319,2020-05-12,26.735252380371094,28.165376663208008,29.210189819335938,-0.050775968663151705,-0.0847285640481027
320,320,320,320,2020-05-13,26.9353256225586,27.26877212524414,29.454723358154297,-0.012228145116107036,-0.08553459168368738
321,321,321,321,2020-05-14,26.86122131347656,26.475902557373047,30.16607666015625,0.014553564520360718,-0.10955535862059207
322,322,322,322,2020-05-15,27.11316680908203,26.00907516479492,29.98823928833008,0.042450246204124076,-0.09587333392950759
323,323,323,323,2020-05-18,27.861570358276367,27.22431755065918,29.08422088623047,0.02340748510706958,-0.04203827679403127
324,324,324,324,2020-05-19,27.505889892578125,26.987194061279297,28.091278076171875,0.01922007268043635,-0.020838787826115257
325,325,325,325,2020-05-20,27.98754501342773,26.735252380371094,28.165376663208008,0.04684050164329334,-0.006313838863464483
326,326,326,326,2020-05-21,27.817110061645508,26.9353256225586,27.26877212524414,0.03273709965282179,0.02010864053147965
327,327,327,327,2020-05-22,27.957902908325195,26.86122131347656,26.475902557373047,0.04082768918248769,0.05597544211158301
328,328,328,328,2020-05-26,28.365453720092773,27.11316680908203,26.00907516479492,0.046187408495243165,0.09059832156152092
329,329,329,329,2020-05-27,28.936019897460938,27.861570358276367,27.22431755065918,0.038563854275550646,0.06287402222724636
330,330,330,330,2020-05-28,28.75818634033203,27.505889892578125,26.987194061279297,0.04552830148904996,0.06562343143312255
331,331,331,331,2020-05-29,28.936019897460938,27.98754501342773,26.735252380371094,0.0338891776173349,0.08231706534050298
332,332,332,332,2020-06-01,29.0323429107666,27.817110061645508,26.9353256225586,0.04368652410074292,0.07785379384653623
333,333,333,333,2020-06-02,29.38803100585937,27.957902908325195,26.86122131347656,0.0511529102244761,0.09406905452638847
334,334,334,334,2020-06-03,29.79558563232422,28.365453720092773,27.11316680908203,0.05041808695689598,0.09893417622996603
335,335,335,335,2020-06-04,30.18090057373047,28.936019897460938,27.861570358276367,0.043021835092764915,0.08324477714749978
336,336,336,336,2020-06-05,31.055274963378903,28.75818634033203,27.505889892578125,0.07987599064358619,0.12904091031639386
337,337,337,337,2020-06-08,31.737003326416016,28.936019897460938,27.98754501342773,0.09679919487478839,0.1339688176004501
338,338,338,338,2020-06-09,31.255352020263672,29.0323429107666,27.817110061645508,0.0765700899968591,0.1236016951796457
339,339,339,339,2020-06-10,30.988588333129883,29.38803100585937,27.957902908325195,0.05446289773382218,0.10840174367664113
340,340,340,340,2020-06-11,29.11386680603028,29.79558563232422,28.365453720092773,-0.022879859946580927,0.026384668241966613
341,341,341,341,2020-06-12,29.62874984741211,30.18090057373047,28.936019897460938,-0.018294706778861136,0.023940056455793224
342,342,342,342,2020-06-15,30.52223014831543,31.055274963378903,28.75818634033203,-0.017164388841897305,0.061340579239150816
343,343,343,343,2020-06-16,31.11283493041992,31.737003326416016,28.936019897460938,-0.019666897645518322,0.07522855737149925
344,344,344,344,2020-06-17,30.93868827819824,31.255352020263672,29.0323429107666,-0.010131504577524209,0.06566281520203021
345,345,345,345,2020-06-18,31.40056800842285,30.988588333129883,29.38803100585937,0.013294560915913634,0.06848151896131527
346,346,346,346,2020-06-19,30.80995750427246,29.11386680603028,29.79558563232422,0.05825714287773254,0.03404436766122099
347,347,347,347,2020-06-22,30.325363159179688,29.62874984741211,30.18090057373047,0.02351139738784558,0.0047865564878126765
348,348,348,348,2020-06-23,30.54494857788086,30.52223014831543,31.055274963378903,0.0007443240371045601,-0.016432840671989912
349,349,349,349,2020-06-24,29.85590934753418,31.11283493041992,31.737003326416016,-0.04039894100607355,-0.059271316813838015
350,350,350,350,2020-06-25,30.03005790710449,30.93868827819824,31.255352020263672,-0.029368742557002392,-0.03920269758487416
351,351,351,351,2020-06-26,28.916990280151367,31.40056800842285,30.988588333129883,-0.07909340135520138,-0.06685035248165117
352,352,352,352,2020-06-29,29.704465866088867,30.80995750427246,29.11386680603028,-0.035880985490820416,0.020285833688579613
353,353,353,353,2020-06-30,29.71961212158203,30.325363159179688,29.62874984741211,-0.019975062933889065,0.0030666928114706504
354,354,354,354,2020-07-01,29.71203994750977,30.54494857788086,30.52223014831543,-0.027268293749043715,-0.02654426615842731
355,355,355,355,2020-07-02,29.833192825317383,29.85590934753418,31.11283493041992,-0.0007608718914693391,-0.04112907447888625
356,356,356,356,2020-07-06,29.98462677001953,30.03005790710449,30.93868827819824,-0.0015128554605353672,-0.030837167354991313
357,357,357,357,2020-07-07,30.2420711517334,28.916990280151367,31.40056800842285,0.04582360953697062,-0.03689413695888233
358,358,358,358,2020-07-08,30.189069747924805,29.704465866088867,30.80995750427246,0.01631417592292639,-0.02015217827747917
359,359,359,359,2020-07-09,29.227441787719727,29.71961212158203,30.325363159179688,-0.016560456167760584,-0.03620472294748478
360,360,360,360,2020-07-10,30.491947174072266,29.71203994750977,30.54494857788086,0.02624886167157503,-0.0017351937481071555
361,361,361,361,2020-07-13,30.446510314941406,29.833192825317383,29.85590934753418,0.020558224968248995,0.019781710901262572
362,362,362,362,2020-07-14,31.09012222290039,29.98462677001953,30.03005790710449,0.036868741484092915,0.03530010894668023
363,363,363,363,2020-07-15,31.044692993164062,30.2420711517334,28.916990280151367,0.02653990982970944,0.07357967383186326
364,364,364,364,2020-07-16,31.408138275146484,30.189069747924805,29.704465866088867,0.040381122618244225,0.057354083279530066
365,365,365,365,2020-07-17,31.45357322692871,29.227441787719727,29.71961212158203,0.07616579840881998,0.05834400187502786
366,366,366,366,2020-07-20,30.946252822875977,30.491947174072266,29.71203994750977,0.01489920096641173,0.04153914970317096
367,367,367,367,2020-07-21,31.21127319335937,30.446510314941406,29.833192825317383,0.02511824411097341,0.04619285559246289
368,368,368,368,2020-07-22,31.302133560180664,31.09012222290039,29.98462677001953,0.006819250685483391,0.04393940936021434
369,369,369,369,2020-07-23,31.483863830566406,31.044692993164062,30.2420711517334,0.01414640619892893,0.041061760373572564
370,370,370,370,2020-07-24,31.68829917907715,31.408138275146484,30.189069747924805,0.008920009886493663,0.0496613325177202
371,371,371,371,2020-07-27,31.90031242370605,31.45357322692871,29.227441787719727,0.014203130231158267,0.09145072139393884
372,372,372,372,2020-07-28,32.19561767578125,30.946252822875977,30.491947174072266,0.04037208834478734,0.055872801168881825
373,373,373,373,2020-07-29,31.521717071533203,31.21127319335937,30.446510314941406,0.009946530417089372,0.035314613907136305
374,374,374,374,2020-07-30,31.483863830566406,31.302133560180664,31.09012222290039,0.005805683182469101,0.012664524276974065
375,375,375,375,2020-07-31,31.15826416015625,31.483863830566406,31.044692993164062,-0.010341795154572009,0.0036583118092743394
376,376,376,376,2020-08-03,31.052265167236328,31.68829917907715,31.408138275146484,-0.02007157305119034,-0.011330601794750761
377,377,377,377,2020-08-04,31.499000549316406,31.90031242370605,31.45357322692871,-0.012580186333580157,0.001444265872750039
378,378,378,378,2020-08-05,31.544437408447266,32.19561767578125,30.946252822875977,-0.020225742332125707,0.01932979055639006
379,379,379,379,2020-08-06,31.46114730834961,31.521717071533203,31.21127319335937,-0.0019215248663688733,0.008005893045189838
380,380,380,380,2020-08-07,31.93059539794922,31.483863830566406,31.302133560180664,0.014189223082241131,0.020077284398531292
381,381,381,381,2020-08-10,32.72564697265625,31.15826416015625,31.483863830566406,0.0503039195137287,0.03944189152807365
382,382,382,382,2020-08-11,33.01337814331055,31.052265167236328,31.68829917907715,0.06315523088291197,0.04181603300149073
383,383,383,383,2020-08-12,32.528778076171875,31.499000549316406,31.90031242370605,0.03269238734236013,0.019700924684323606
384,384,384,384,2020-08-13,32.23347091674805,31.544437408447266,32.19561767578125,0.02184326508597878,0.0011757265025318375
385,385,385,385,2020-08-14,32.21076202392578,31.46114730834961,31.521717071533203,0.023826680833639813,0.02185937240756619
386,386,386,386,2020-08-17,32.581783294677734,31.93059539794922,31.483863830566406,0.020393853876283785,0.03487244990068228
387,387,387,387,2020-08-18,32.72564697265625,32.72564697265625,31.15826416015625,0.0,0.0503039195137287
388,388,388,388,2020-08-19,33.051239013671875,33.01337814331055,31.052265167236328,0.001146834177253142,0.06437449363741399
389,389,389,389,2020-08-20,32.93766403198242,32.528778076171875,31.499000549316406,0.012569975879606288,0.04567330574230666
390,390,390,390,2020-08-21,32.90736770629883,32.23347091674805,31.544437408447266,0.020906739807553087,0.04320667635323194
391,391,391,391,2020-08-24,33.346534729003906,32.21076202392578,31.46114730834961,0.03526065928631206,0.05992748459475039
392,392,392,392,2020-08-25,32.95279693603516,32.581783294677734,31.93059539794922,0.011387149622900994,0.0320132313646615
393,393,393,393,2020-08-26,32.71049499511719,32.72564697265625,32.72564697265625,-0.0004630000913877774,-0.0004630000913877774
394,394,394,394,2020-08-27,33.126956939697266,33.051239013671875,33.01337814331055,0.002290925492810292,0.003440386981716115
395,395,395,395,2020-08-28,33.26325225830078,32.93766403198242,32.528778076171875,0.009884982310895296,0.02257921217971992
396,396,396,396,2020-08-31,33.119384765625,32.90736770629883,32.23347091674805,0.006442844691147753,0.027484283376279173
397,397,397,397,2020-09-01,32.649932861328125,33.346534729003906,32.21076202392578,-0.020889782801626344,0.013634288970752362
398,398,398,398,2020-09-02,33.134521484375,32.95279693603516,32.581783294677734,0.005514692688835643,0.01696463894250866
399,399,399,399,2020-09-03,32.778656005859375,32.71049499511719,32.72564697265625,0.0020837657990917524,0.0016198009239485334
400,400,400,400,2020-09-04,32.93009567260742,33.126956939697266,33.051239013671875,-0.005942630572684404,-0.0036653192037472415
401,401,401,401,2020-09-08,32.61206817626953,33.26325225830078,32.93766403198242,-0.01957668110666322,-0.009885213942213311
402,402,402,402,2020-09-09,33.15724182128906,33.119384765625,32.90736770629883,0.00114304827616718,0.0075932574498325245
403,403,403,403,2020-09-10,32.82408142089844,32.649932861328125,33.346534729003906,0.00533381064855365,-0.015667394299025972
404,404,404,404,2020-09-11,33.00580596923828,33.134521484375,32.95279693603516,-0.003884634796896491,0.0016086353248259133
405,405,405,405,2020-09-14,33.2143669128418,32.778656005859375,32.71049499511719,0.013292518976511403,0.015403983272030075
406,406,406,406,2020-09-15,33.04442596435547,32.93009567260742,33.126956939697266,0.0034719088849519686,-0.002491353959617637
407,407,407,407,2020-09-16,32.25654983520508,32.61206817626953,33.26325225830078,-0.010901434988509817,-0.030264702178797953
408,408,408,408,2020-09-17,31.561372756958008,33.15724182128906,33.119384765625,-0.04813033221920182,-0.047042299236309204
409,409,409,409,2020-09-18,30.77349090576172,32.82408142089844,32.649932861328125,-0.06247213711306321,-0.057471541014681216
410,410,410,410,2020-09-21,29.985614776611328,33.00580596923828,33.134521484375,-0.09150484600926878,-0.09503401789727306
411,411,411,411,2020-09-22,29.777055740356445,33.2143669128418,32.778656005859375,-0.1034886855289231,-0.09157179186865916
412,412,412,412,2020-09-23,29.29816055297852,33.04442596435547,32.93009567260742,-0.11337057013542895,-0.11029227354022209
413,413,413,413,2020-09-24,29.607133865356445,32.25654983520508,32.61206817626953,-0.08213575175845489,-0.09214178918893756
414,414,414,414,2020-09-25,29.56078338623047,31.561372756958008,33.15724182128906,-0.06338727361871455,-0.10846675530017813
415,415,415,415,2020-09-28,30.08603477478028,30.77349090576172,32.82408142089844,-0.022339231291199635,-0.08341578888403856
416,416,416,416,2020-09-29,29.63029861450196,29.985614776611328,33.00580596923828,-0.011849554019699893,-0.10227010841311757
417,417,417,417,2020-09-30,29.84657859802246,29.777055740356445,33.2143669128418,0.002334779444691515,-0.10139552933996265
418,418,418,418,2020-10-01,30.062864303588867,29.29816055297852,33.04442596435547,0.026100742714805225,-0.09022888350315927
419,419,419,419,2020-10-02,30.101486206054688,29.607133865356445,32.25654983520508,0.016697068447975916,-0.06681010957961586
420,420,420,420,2020-10-05,30.510866165161133,29.56078338623047,31.561372756958008,0.0321399729674694,-0.033284565911832265
421,421,421,421,2020-10-06,30.588109970092773,30.08603477478028,30.77349090576172,0.016687981619078585,-0.0060240463532929
422,422,422,422,2020-10-07,31.306468963623047,29.63029861450196,29.985614776611328,0.056569472043751734,0.04404959500920347
423,423,423,423,2020-10-08,31.19061279296875,29.84657859802246,29.777055740356445,0.0450314326827177,0.047471350590801764
424,424,424,424,2020-10-09,31.430051803588867,30.062864303588867,29.29816055297852,0.04547761937097872,0.07276536172826775
425,425,425,425,2020-10-12,31.244667053222656,30.101486206054688,29.607133865356445,0.037977554973283256,0.05530873725613472
426,426,426,426,2020-10-13,30.418176651000977,30.510866165161133,29.56078338623047,-0.00303791815212362,0.02900441620805916
427,427,427,427,2020-10-14,30.549489974975582,30.588109970092773,30.08603477478028,-0.0012625819364109336,0.01540432973852024
428,428,428,428,2020-10-15,30.66535186767578,31.306468963623047,29.63029861450196,-0.020478741843809378,0.03493225858571791
429,429,429,429,2020-10-16,30.53404235839844,31.19061279296875,29.84657859802246,-0.021050257618481893,0.02303325180533511
430,430,430,430,2020-10-19,30.26367950439453,31.430051803588867,30.062864303588867,-0.037110097892398386,0.006679842571810202
431,431,431,431,2020-10-20,29.89292526245117,31.244667053222656,30.101486206054688,-0.04326312034207025,-0.006928592899893671
432,432,432,432,2020-10-21,29.74616432189941,30.418176651000977,30.510866165161133,-0.02209245928221837,-0.02506326235126355
433,433,433,433,2020-10-22,30.116926193237305,30.549489974975582,30.588109970092773,-0.014159443646771463,-0.015404148125404471
434,434,434,434,2020-10-23,30.18645095825196,30.66535186767578,31.306468963623047,-0.015617003564489584,-0.03577592882392788
435,435,435,435,2020-10-26,29.792510986328125,30.53404235839844,31.19061279296875,-0.024285398027764082,-0.04482444176139422
436,436,436,436,2020-10-27,28.71111297607422,30.26367950439453,31.430051803588867,-0.0513013141080505,-0.08650761521189043
437,437,437,437,2020-10-28,28.3635196685791,29.89292526245117,31.244667053222656,-0.05116279455571282,-0.09221245275988266
438,438,438,438,2020-10-29,28.47938537597656,29.74616432189941,30.418176651000977,-0.04258629557123228,-0.06373791885256275
439,439,439,439,2020-10-30,27.8691635131836,30.116926193237305,30.549489974975582,-0.07463453161293843,-0.08773719181523332
440,440,440,440,2020-11-02,28.17813873291016,30.18645095825196,30.66535186767578,-0.0665302531960219,-0.08110825355920281
441,441,441,441,2020-11-03,28.881046295166016,29.792510986328125,30.53404235839844,-0.0305937519526428,-0.05413616853707437
442,442,442,442,2020-11-04,29.414024353027344,28.71111297607422,30.26367950439453,0.0244822058113483,-0.02807507762708794
443,443,443,443,2020-11-05,28.81925392150879,28.3635196685791,29.89292526245117,0.016067619895373753,-0.035917238996045264
444,444,444,444,2020-11-06,28.7883529663086,28.47938537597656,29.74616432189941,0.010848815248402977,-0.032199491175595396
445,445,445,445,2020-11-09,29.48353385925293,27.8691635131836,30.116926193237305,0.05792675999427277,-0.021031108218693362
446,446,446,446,2020-11-10,30.58038902282715,28.17813873291016,30.18645095825196,0.08525226994894886,0.013050161647687686
447,447,447,447,2020-11-11,30.71169853210449,28.881046295166016,29.792510986328125,0.06338593893826072,0.0308529732924554
448,448,448,448,2020-11-12,30.510866165161133,29.414024353027344,28.71111297607422,0.03728975671501078,0.06268489802491106
449,449,449,449,2020-11-13,31.151979446411133,28.81925392150879,28.3635196685791,0.08094330031081576,0.09831148638866094
450,450,450,450,2020-11-16,32.0402717590332,28.7883529663086,28.47938537597656,0.1129595290335077,0.12503382134294183
451,451,451,451,2020-11-17,31.81626892089844,29.48353385925293,27.8691635131836,0.07911992750873797,0.1416298485545735
452,452,452,452,2020-11-18,31.02839088439941,30.58038902282715,28.17813873291016,0.01464997260949974,0.10115118597809825
453,453,453,453,2020-11-19,30.94342994689941,30.71169853210449,28.881046295166016,0.0075453793137714165,0.07140958920448082
454,454,454,454,2020-11-20,30.85073471069336,30.510866165161133,29.414024353027344,0.011139262441533182,0.04884439954297326
455,455,455,455,2020-11-23,31.05156898498535,31.151979446411133,28.81925392150879,-0.003223244981864215,0.07745915524240932
456,456,456,456,2020-11-24,31.669511795043945,32.0402717590332,28.7883529663086,-0.011571685994976932,0.10008071083841452
457,457,457,457,2020-11-25,31.19061279296875,31.81626892089844,29.48353385925293,-0.019664660538455836,0.05789940045399544
458,458,458,458,2020-11-27,31.1828842163086,31.02839088439941,30.58038902282715,0.004979095837898129,0.019702012065043073
459,459,459,459,2020-11-30,30.765766143798828,30.94342994689941,30.71169853210449,-0.00574156786773361,0.001760489138620036
460,460,460,460,2020-12-01,31.275569915771484,30.85073471069336,30.510866165161133,0.013770667345918142,0.025063324865012504
461,461,461,461,2020-12-02,30.91253089904785,31.05156898498535,31.151979446411133,-0.00447765090404062,-0.007686463320097814
462,462,462,462,2020-12-03,31.221494674682617,31.669511795043945,32.0402717590332,-0.014146638042947024,-0.025554623584606362
463,463,463,463,2020-12-04,31.955307006835938,31.19061279296875,31.81626892089844,0.024516806352697706,0.004370031139828923
464,464,464,464,2020-12-07,32.202484130859375,31.1828842163086,31.02839088439941,0.03269742168421752,0.03783932111833366
465,465,465,465,2020-12-08,32.61959457397461,30.765766143798828,30.94342994689941,0.06025620884950533,0.054168675869209926
466,466,466,466,2020-12-09,33.19891357421875,31.275569915771484,30.85073471069336,0.06149667819409976,0.07611419583830759
467,467,467,467,2020-12-10,33.17573928833008,30.91253089904785,31.05156898498535,0.07321329970274082,0.06840782520109845
468,468,468,468,2020-12-11,33.2143669128418,31.221494674682617,31.669511795043945,0.06383013558204786,0.04878051571478936
469,469,469,469,2020-12-14,33.13711929321289,31.955307006835938,31.19061279296875,0.03698328688014607,0.06240680531557041
470,470,470,470,2020-12-15,32.58097457885742,32.202484130859375,31.1828842163086,0.011753454996204615,0.04483518435467948
471,471,471,471,2020-12-16,33.29159927368164,32.61959457397461,30.765766143798828,0.020601258491519836,0.0820988210752529
472,472,472,472,2020-12-17,33.2143669128418,33.19891357421875,31.275569915771484,0.00046547723884104997,0.06199078073690445
473,473,473,473,2020-12-18,33.81685256958008,33.17573928833008,30.91253089904785,0.019324762462053613,0.09395289179061317
474,474,474,474,2020-12-21,33.16801071166992,33.2143669128418,31.221494674682617,-0.0013956671609463012,0.06234538279699109
475,475,475,475,2020-12-22,32.86676788330078,33.13711929321289,31.955307006835938,-0.00815856705949336,0.028522989194560422
476,476,476,476,2020-12-23,33.11395263671875,32.58097457885742,32.202484130859375,0.016358567070218655,0.028304291748285415
477,477,477,477,2020-12-24,32.88536071777344,33.29159927368164,32.61959457397461,-0.012202434390989225,0.008147438595416112
478,478,478,478,2020-12-28,32.6961784362793,33.2143669128418,33.19891357421875,-0.015601335347510403,-0.015143120175169278
479,479,479,479,2020-12-29,32.10499954223633,33.81685256958008,33.17573928833008,-0.05062129965588946,-0.032274781785206375
480,480,480,480,2020-12-30,32.112884521484375,33.16801071166992,33.2143669128418,-0.03181156082460823,-0.03316282963477324
481,481,481,481,2020-12-31,32.31782531738281,32.86676788330078,33.13711929321289,-0.016702055032216334,-0.024724357255697993
482,482,482,482,2021-01-04,32.191707611083984,33.11395263671875,32.58097457885742,-0.027850647603213763,-0.01194767721976131
