,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GM,GM_6m,GM_12m,GM_6m_ret,GM_12m_ret
244,244,244,244,2020-01-24,33.38646697998047,34.203853607177734,34.203853607177734,-0.02389750104139543,-0.02389750104139543
245,245,245,245,2020-01-27,32.51069259643555,34.59309005737305,33.71731185913086,-0.06019691960110585,-0.035786342272376426
246,246,246,246,2020-01-28,32.7344970703125,34.64173889160156,34.135738372802734,-0.055056180270195654,-0.04104909895860509
247,247,247,247,2020-01-29,32.69557571411133,34.04816436767578,33.71731185913086,-0.039725743771624744,-0.030303013160962844
248,248,248,248,2020-01-30,32.43284606933594,33.97031784057617,34.03843307495117,-0.04525926953217341,-0.047169827179758816
249,249,249,249,2020-01-31,32.49122619628906,33.94112777709961,34.203853607177734,-0.0427181321237301,-0.05007118293037238
250,250,250,250,2020-02-03,32.81234359741211,33.38646697998047,34.203853607177734,-0.017196290428472705,-0.04068284310144554
251,251,251,251,2020-02-04,33.44485092163086,32.51069259643555,34.59309005737305,0.02873387955129969,-0.03319273108698351
252,252,252,252,2020-02-05,34.08708572387695,32.7344970703125,34.64173889160156,0.041319976618523935,-0.016011123733141397
253,253,253,253,2020-02-06,33.40593338012695,32.69557571411133,34.04816436767578,0.02172641559295241,-0.018862426197593818
254,254,254,254,2020-02-07,32.72476959228516,32.43284606933594,33.97031784057617,0.009000860495719243,-0.03666578140765142
255,255,255,255,2020-02-10,33.32807922363281,32.49122619628906,33.94112777709961,0.025756277165043695,-0.01806211500963817
256,256,256,256,2020-02-11,34.06761932373047,32.81234359741211,33.38646697998047,0.038256204485721756,0.0204020492542214
257,257,257,257,2020-02-12,34.53470230102539,33.44485092163086,32.51069259643555,0.03258652227059722,0.062256739027816144
258,258,258,258,2020-02-13,34.340084075927734,34.08708572387695,32.7344970703125,0.007422117399539463,0.04904877573547228
259,259,259,259,2020-02-14,33.8243522644043,33.40593338012695,32.69557571411133,0.01252528643687767,0.034523831608378464
260,260,260,260,2020-02-18,33.48377227783203,32.72476959228516,32.43284606933594,0.023193522674207045,0.03240314483192108
261,261,261,261,2020-02-19,33.98004150390625,33.32807922363281,32.49122619628906,0.019561951827428814,0.04582207204562905
262,262,262,262,2020-02-20,34.340084075927734,34.06761932373047,32.81234359741211,0.007997763201712083,0.04655993175190676
263,263,263,263,2020-02-21,33.71731185913086,34.53470230102539,33.44485092163086,-0.023668669119243035,0.008146573537984647
264,264,264,264,2020-02-24,32.199302673339844,34.340084075927734,34.08708572387695,-0.06234059875492759,-0.05538118059810482
265,265,265,265,2020-02-25,30.895376205444336,33.8243522644043,33.40593338012695,-0.0865937072811983,-0.07515303183164868
266,266,266,266,2020-02-26,31.138643264770508,33.48377227783203,32.72476959228516,-0.07003777810943124,-0.04846867822985634
267,267,267,267,2020-02-27,29.88336753845215,33.98004150390625,33.32807922363281,-0.1205611819215453,-0.10335764212712362
268,268,268,268,2020-02-28,29.679018020629883,34.340084075927734,34.06761932373047,-0.1357325172819026,-0.12882031061218358
269,269,269,269,2020-03-02,30.574256896972656,33.71731185913086,34.53470230102539,-0.09321783940812722,-0.11468016633040856
270,270,270,270,2020-03-03,29.69848251342773,32.199302673339844,34.340084075927734,-0.07766690432034495,-0.13516570175650056
271,271,271,271,2020-03-04,30.68129539489746,30.895376205444336,33.8243522644043,-0.006929218441080187,-0.09292289900890405
272,272,272,272,2020-03-05,29.6470947265625,31.138643264770508,33.48377227783203,-0.0479002416876495,-0.11458319329837297
273,273,273,273,2020-03-06,28.258310317993164,29.88336753845215,33.98004150390625,-0.05437998975075209,-0.16838505583506513
274,274,274,274,2020-03-09,24.31849670410156,29.679018020629883,34.340084075927734,-0.1806165322856108,-0.29183351297765947
275,275,275,275,2020-03-10,26.711933135986328,30.574256896972656,33.71731185913086,-0.12632600602530952,-0.20776800809069929
276,276,276,276,2020-03-11,25.608783721923828,29.69848251342773,32.199302673339844,-0.13770733200441487,-0.204678934145763
277,277,277,277,2020-03-12,22.69332504272461,30.68129539489746,30.895376205444336,-0.26035309948162466,-0.2654782744245844
278,278,278,278,2020-03-13,24.33819580078125,29.6470947265625,31.138643264770508,-0.17906978659277228,-0.2183925422236721
279,279,279,279,2020-03-16,20.68401908874512,28.258310317993164,29.88336753845215,-0.2680376549062524,-0.30784175973038685
280,280,280,280,2020-03-17,20.014249801635746,24.31849670410156,29.679018020629883,-0.1769947770554361,-0.3256431264766293
281,281,281,281,2020-03-18,16.547216415405273,26.711933135986328,30.574256896972656,-0.38053092858663773,-0.45878598223449496
282,282,282,282,2020-03-19,17.44352149963379,25.608783721923828,29.69848251342773,-0.31884615493471136,-0.41264603362320085
283,283,283,283,2020-03-20,17.867050170898438,22.69332504272461,30.68129539489746,-0.21267376476297628,-0.41765659041013414
284,284,284,284,2020-03-23,17.335180282592773,24.33819580078125,29.6470947265625,-0.2877376604047076,-0.41528232555410527
285,285,285,285,2020-03-24,20.79236602783203,20.68401908874512,28.258310317993164,0.005238195663137102,-0.26420349292460266
286,286,286,286,2020-03-25,21.166645050048828,20.014249801635746,24.31849670410156,0.05757873814080705,-0.12960717483499462
287,287,287,287,2020-03-26,22.22054481506348,16.547216415405273,26.711933135986328,0.34285696501656937,-0.16814164284021993
288,288,288,288,2020-03-27,21.05830192565918,17.44352149963379,25.608783721923828,0.2072276762522567,-0.17769222645154192
289,289,289,289,2020-03-30,20.99920082092285,17.867050170898438,22.69332504272461,0.17530317652132688,-0.07465297476734845
290,290,290,290,2020-03-31,20.467330932617188,17.335180282592773,24.33819580078125,0.18068174653883373,-0.15904485689279435
291,291,291,291,2020-04-01,18.970199584960938,20.79236602783203,20.68401908874512,-0.08763632000475541,-0.08285718053300051
292,292,292,292,2020-04-02,17.916301727294922,21.166645050048828,20.014249801635746,-0.15355968388322405,-0.10482271856971426
293,293,293,293,2020-04-03,17.7685604095459,22.22054481506348,16.547216415405273,-0.20035442166564466,0.07380963441099175
294,294,294,294,2020-04-06,19.25583839416504,21.05830192565918,17.44352149963379,-0.08559396374205608,0.10389627430271453
295,295,295,295,2020-04-07,20.979507446289062,20.99920082092285,17.867050170898438,-0.0009378154341077583,0.17420095906262945
296,296,296,296,2020-04-08,22.781965255737305,20.467330932617188,17.335180282592773,0.11308921181469067,0.31420411465890274
297,297,297,297,2020-04-09,23.69797706604004,18.970199584960938,20.79236602783203,0.24922128309220093,0.13974412697038163
298,298,298,298,2020-04-13,22.66377639770508,17.916301727294922,21.166645050048828,0.26498072775686365,0.07073068708414887
299,299,299,299,2020-04-14,22.63422584533692,17.7685604095459,22.22054481506348,0.27383565824370426,0.018617051639211013
300,300,300,300,2020-04-15,21.334089279174805,19.25583839416504,21.05830192565918,0.10792835100026199,0.013096371895949588
301,301,301,301,2020-04-16,20.55597496032715,20.979507446289062,20.99920082092285,-0.020187913707994665,-0.021106796605044553
302,302,302,302,2020-04-17,22.141752243041992,22.781965255737305,20.467330932617188,-0.028101746513465753,0.08180946093740094
303,303,303,303,2020-04-20,22.04325485229492,23.69797706604004,18.970199584960938,-0.06982546270231604,0.16199382898270698
304,304,304,304,2020-04-21,20.92040634155273,22.66377639770508,17.916301727294922,-0.07692319345018261,0.16767437052486955
305,305,305,305,2020-04-22,20.979507446289062,22.63422584533692,17.7685604095459,-0.07310691385492041,0.180709464511156
306,306,306,306,2020-04-23,21.19619369506836,21.334089279174805,19.25583839416504,-0.006463626466635786,0.10076711598760046
307,307,307,307,2020-04-24,21.61972618103028,20.55597496032715,20.979507446289062,0.05174900352603862,0.030516385400385593
308,308,308,308,2020-04-27,22.112199783325195,22.141752243041992,22.781965255737305,-0.001334693812504506,-0.02939893309877817
309,309,309,309,2020-04-28,21.846263885498047,22.04325485229492,23.69797706604004,-0.008936564410149339,-0.0781380273675577
310,310,310,310,2020-04-29,23.42218971252441,20.92040634155273,22.66377639770508,0.11958579246152423,0.03346367796393035
311,311,311,311,2020-04-30,21.954608917236328,20.979507446289062,22.63422584533692,0.046478759019661586,-0.03002607346699282
312,312,312,312,2020-05-01,20.585525512695312,21.19619369506836,21.334089279174805,-0.028810275616377723,-0.035087683223028465
313,313,313,313,2020-05-04,20.437780380249023,21.61972618103028,20.55597496032715,-0.054669785865203435,-0.0057498892806708835
314,314,314,314,2020-05-05,20.940109252929688,22.112199783325195,22.141752243041992,-0.053006509613728325,-0.05427045596582891
315,315,315,315,2020-05-06,21.560625076293945,21.846263885498047,22.04325485229492,-0.013074950055588896,-0.021894669332407024
316,316,316,316,2020-05-07,22.10235023498535,23.42218971252441,20.92040634155273,-0.056349961030044415,0.056497176686525874
317,317,317,317,2020-05-08,23.56993103027344,21.954608917236328,20.979507446289062,0.07357553573951114,0.12347399435455197
318,318,318,318,2020-05-11,22.456933975219727,20.585525512695312,21.19619369506836,0.09090894771524272,0.059479560259193986
319,319,319,319,2020-05-12,22.22054481506348,20.437780380249023,21.61972618103028,0.08722886740368896,0.02779029803626165
320,320,320,320,2020-05-13,21.13710021972656,20.940109252929688,22.112199783325195,0.00940735143343674,-0.04409780904448768
321,321,321,321,2020-05-14,21.97430992126465,21.560625076293945,21.846263885498047,0.019187052486040912,0.005861232677483175
322,322,322,322,2020-05-15,22.28948974609375,22.10235023498535,23.42218971252441,0.008466950759479897,-0.04836012261590461
323,323,323,323,2020-05-18,24.43668937683105,23.56993103027344,21.954608917236328,0.036773902538973724,0.11305509785902257
324,324,324,324,2020-05-19,24.31849670410156,22.456933975219727,20.585525512695312,0.08289478567893505,0.18133961113133035
325,325,325,325,2020-05-20,25.096609115600582,22.22054481506348,20.437780380249023,0.12943266353160676,0.22795179558020062
326,326,326,326,2020-05-21,25.411794662475582,21.13710021972656,20.940109252929688,0.20223656028084647,0.21354642210953467
327,327,327,327,2020-05-22,25.589088439941406,21.97430992126465,21.560625076293945,0.16450020645147623,0.18684353303266632
328,328,328,328,2020-05-26,26.98772048950196,22.28948974609375,22.10235023498535,0.2107823371879376,0.22103397161735572
329,329,329,329,2020-05-27,27.37185287475586,24.43668937683105,23.56993103027344,0.12011297654369257,0.16130390197575006
330,330,330,330,2020-05-28,26.27855491638184,24.31849670410156,22.456933975219727,0.0805994809683157,0.1701755433479526
331,331,331,331,2020-05-29,25.490589141845703,25.096609115600582,22.22054481506348,0.015698536181934397,0.14716310306511637
332,332,332,332,2020-06-01,26.53464126586914,25.411794662475582,21.13710021972656,0.04418604110049795,0.2553586343459371
333,333,333,333,2020-06-02,26.99757194519043,25.589088439941406,21.97430992126465,0.05504234777861616,0.22859703180324886
334,334,334,334,2020-06-03,28.6325912475586,26.98772048950196,22.28948974609375,0.06094885852610199,0.2845781385631083
335,335,335,335,2020-06-04,28.721235275268555,27.37185287475586,24.43668937683105,0.04929817527103486,0.1753325023847041
336,336,336,336,2020-06-05,30.1494197845459,26.27855491638184,24.31849670410156,0.14730128351734417,0.23977317148312438
337,337,337,337,2020-06-08,30.21836280822754,25.490589141845703,25.096609115600582,0.18547133767970303,0.20408150236691402
338,338,338,338,2020-06-09,29.410707473754883,26.53464126586914,25.411794662475582,0.10838911214470248,0.15736443900927277
339,339,339,339,2020-06-10,28.3174057006836,26.99757194519043,25.589088439941406,0.048887128004424074,0.1066203380845574
340,340,340,340,2020-06-11,26.10126304626465,28.6325912475586,26.98772048950196,-0.08840723423905228,-0.032846695725270214
341,341,341,341,2020-06-12,27.53929328918457,28.721235275268555,27.37185287475586,-0.04115219887849797,0.006117248079436255
342,342,342,342,2020-06-15,27.35215377807617,30.1494197845459,26.27855491638184,-0.09278009415967481,0.040854562403089156
343,343,343,343,2020-06-16,27.362003326416016,30.21836280822754,25.490589141845703,-0.09452396544242381,0.07341588592388293
344,344,344,344,2020-06-17,26.751331329345703,29.410707473754883,26.53464126586914,-0.09042203921079817,0.00816630838553234
345,345,345,345,2020-06-18,26.682388305664062,28.3174057006836,26.99757194519043,-0.05773895434849341,-0.011674517996145828
346,346,346,346,2020-06-19,26.18990898132324,26.10126304626465,28.6325912475586,0.003396231626855206,-0.08531125405716256
347,347,347,347,2020-06-22,25.973220825195312,27.53929328918457,28.721235275268555,-0.05686683559902017,-0.09567883914935649
348,348,348,348,2020-06-23,25.855024337768555,27.35215377807617,30.1494197845459,-0.05473534012914272,-0.1424370842777738
349,349,349,349,2020-06-24,24.899620056152344,27.362003326416016,30.21836280822754,-0.08999279917075442,-0.1760102883742949
350,350,350,350,2020-06-25,24.85037040710449,26.751331329345703,29.410707473754883,-0.07106042308092142,-0.1550570339295606
351,351,351,351,2020-06-26,24.09195709228516,26.682388305664062,28.3174057006836,-0.09708393355586586,-0.149217363096805
352,352,352,352,2020-06-29,24.91931915283203,26.18990898132324,26.10126304626465,-0.0485144804969464,-0.0452830152831154
353,353,353,353,2020-06-30,24.91931915283203,25.973220825195312,27.53929328918457,-0.04057647218480287,-0.0951358522109017
354,354,354,354,2020-07-01,24.58443260192871,25.855024337768555,27.35215377807617,-0.04914293327443464,-0.10118841823585734
355,355,355,355,2020-07-02,24.860218048095703,24.899620056152344,27.362003326416016,-0.0015824341081422943,-0.09143282560400179
356,356,356,356,2020-07-06,25.34284782409668,24.85037040710449,26.751331329345703,0.01981770931073923,-0.052650968578298096
357,357,357,357,2020-07-07,24.751873016357425,24.09195709228516,26.682388305664062,0.027391544885474906,-0.07235166759404488
358,358,358,358,2020-07-08,24.56473731994629,24.91931915283203,26.18990898132324,-0.014229194253304711,-0.06205335278316182
359,359,359,359,2020-07-09,23.067607879638672,24.91931915283203,25.973220825195312,-0.07430826106590938,-0.11186956616247035
360,360,360,360,2020-07-10,24.02301025390625,24.58443260192871,25.855024337768555,-0.022836498084499834,-0.07085717885734621
361,361,361,361,2020-07-13,24.485939025878903,24.860218048095703,24.899620056152344,-0.015055339478225904,-0.016613949503668235
362,362,362,362,2020-07-14,25.25420188903809,25.34284782409668,24.85037040710449,-0.003497867945776112,0.016250521634806336
363,363,363,363,2020-07-15,26.475542068481445,24.751873016357425,24.09195709228516,0.0696379240061924,0.0989369592128142
364,364,364,364,2020-07-16,26.44599914550781,24.56473731994629,24.91931915283203,0.07658383645869304,0.06126491591975425
365,365,365,365,2020-07-17,26.05201530456543,23.067607879638672,24.91931915283203,0.12937654569553514,0.04545453849627634
366,366,366,366,2020-07-20,25.618637084960938,24.02301025390625,24.58443260192871,0.06642076967832256,0.042067453814292666
367,367,367,367,2020-07-21,25.756526947021484,24.485939025878903,24.860218048095703,0.05189051233851849,0.03605394358133718
368,368,368,368,2020-07-22,25.904272079467773,25.25420188903809,25.34284782409668,0.02574107046763796,0.02215316365658304
369,369,369,369,2020-07-23,26.35734939575196,26.475542068481445,24.751873016357425,-0.004464221069535368,0.06486282384906983
370,370,370,370,2020-07-24,25.855024337768555,26.44599914550781,24.56473731994629,-0.022346473070942285,0.052525984748656995
371,371,371,371,2020-07-27,25.31330108642578,26.05201530456543,23.067607879638672,-0.028355357906234335,0.09735266953143151
372,372,372,372,2020-07-28,25.933822631835938,25.618637084960938,24.02301025390625,0.012302978719348934,0.07954092171354676
373,373,373,373,2020-07-29,25.50044059753418,25.756526947021484,24.485939025878903,-0.009942580768519282,0.04143200595995378
374,374,374,374,2020-07-30,24.82082176208496,25.904272079467773,25.25420188903809,-0.04182515972883005,-0.017160713645092196
375,375,375,375,2020-07-31,24.51548385620117,26.35734939575196,26.475542068481445,-0.06988052978679438,-0.07403278872290531
376,376,376,376,2020-08-03,25.25420188903809,25.855024337768555,26.44599914550781,-0.023238131238298432,-0.045065314035305115
377,377,377,377,2020-08-04,25.411794662475582,25.31330108642578,26.05201530456543,0.003890981097784074,-0.024574706970084348
378,378,378,378,2020-08-05,25.933822631835938,25.933822631835938,25.618637084960938,0.0,0.012302978719348934
379,379,379,379,2020-08-06,26.219457626342773,25.50044059753418,25.756526947021484,0.02819625904338774,0.017973334691959497
380,380,380,380,2020-08-07,26.31795120239257,24.82082176208496,25.904272079467773,0.060317480809380264,0.015969532811257237
381,381,381,381,2020-08-10,27.55899238586425,24.51548385620117,26.35734939575196,0.12414637816309027,0.04559043369914728
382,382,382,382,2020-08-11,28.09086799621582,25.25420188903809,25.855024337768555,0.11232452007952864,0.08647617690234322
383,383,383,383,2020-08-12,27.60824203491211,25.411794662475582,25.31330108642578,0.0864341697078137,0.09066146452613344
384,384,384,384,2020-08-13,27.135461807250977,25.933822631835938,25.933822631835938,0.04633482662675137,0.04633482662675137
385,385,385,385,2020-08-14,27.440797805786133,26.219457626342773,25.50044059753418,0.04658144332536751,0.07609112481137204
386,386,386,386,2020-08-17,29.55845069885254,26.31795120239257,24.82082176208496,0.12312886635967968,0.19087317020279082
387,387,387,387,2020-08-18,29.391008377075195,27.55899238586425,24.51548385620117,0.06647616014258317,0.1988753128215648
388,388,388,388,2020-08-19,28.780336380004883,28.09086799621582,25.25420188903809,0.024544217853358585,0.1396256554239934
389,389,389,389,2020-08-20,28.396203994750977,27.60824203491211,25.411794662475582,0.028540823383192748,0.11744189546291017
390,390,390,390,2020-08-21,28.13026428222656,27.135461807250977,25.933822631835938,0.0366606060380279,0.08469409548958295
391,391,391,391,2020-08-24,29.853933334350582,27.440797805786133,26.219457626342773,0.0879397000642459,0.13861750154420593
392,392,392,392,2020-08-25,29.24326515197754,29.55845069885254,26.31795120239257,-0.010663128121503163,0.11115279936072797
393,393,393,393,2020-08-26,29.036420822143555,29.391008377075195,27.55899238586425,-0.012064490962079955,0.05360966814726931
394,394,394,394,2020-08-27,29.24326515197754,28.780336380004883,28.09086799621582,0.016084897892099548,0.041023906983471026
395,395,395,395,2020-08-28,29.568300247192383,28.396203994750977,27.60824203491211,0.04127651191187631,0.0709954009314202
396,396,396,396,2020-08-31,29.184165954589844,28.13026428222656,27.135461807250977,0.037465046961153714,0.0754991443260209
397,397,397,397,2020-09-01,29.341758728027344,29.853933334350582,27.440797805786133,-0.017156017620429287,0.06927498739997917
398,398,398,398,2020-09-02,30.49415397644043,29.24326515197754,29.55845069885254,0.0427752789560949,0.03165603255464999
399,399,399,399,2020-09-03,29.036420822143555,29.036420822143555,29.391008377075195,0.0,-0.012064490962079955
400,400,400,400,2020-09-04,29.548599243164062,29.24326515197754,28.780336380004883,0.010441176441813083,0.026694019590852713
401,401,401,401,2020-09-08,31.892791748046875,29.568300247192383,28.396203994750977,0.07861430929142466,0.12313574567721242
402,402,402,402,2020-09-09,31.46925926208496,29.184165954589844,28.13026428222656,0.07829907872134134,0.11869760434380505
403,403,403,403,2020-09-10,29.716041564941406,29.341758728027344,29.853933334350582,0.012755978275990287,-0.004618881132507746
404,404,404,404,2020-09-11,30.00167655944824,30.49415397644043,29.24326515197754,-0.016149896054590496,0.02593456659265736
405,405,405,405,2020-09-14,30.71084213256836,29.036420822143555,29.036420822143555,0.057666243394153716,0.057666243394153716
406,406,406,406,2020-09-15,31.10482406616211,29.548599243164062,29.24326515197754,0.0526666191582017,0.06365769706323943
407,407,407,407,2020-09-16,31.31166648864746,31.892791748046875,29.568300247192383,-0.01822121010886424,0.058960651335398184
408,408,408,408,2020-09-17,31.43971061706543,31.46925926208496,29.184165954589844,-0.0009389685589178409,0.0772865897893118
409,409,409,409,2020-09-18,31.02602767944336,29.716041564941406,29.341758728027344,0.044083466219385636,0.05740177223280063
410,410,410,410,2020-09-21,29.548599243164062,30.00167655944824,30.49415397644043,-0.015101733244354043,-0.03100773787680411
411,411,411,411,2020-09-22,28.997026443481445,30.71084213256836,29.036420822143555,-0.05580490699958496,-0.001356722955057399
412,412,412,412,2020-09-23,28.898530960083008,31.10482406616211,29.548599243164062,-0.07093089809433306,-0.02199996953261485
413,413,413,413,2020-09-24,28.67198944091797,31.31166648864746,31.892791748046875,-0.08430330748082504,-0.100988409311209
414,414,414,414,2020-09-25,28.56364631652832,31.43971061706543,31.46925926208496,-0.09147871415126785,-0.09233178707378742
415,415,415,415,2020-09-28,28.997026443481445,31.02602767944336,29.716041564941406,-0.06539674549785346,-0.024196194499480184
416,416,416,416,2020-09-29,28.307558059692383,29.548599243164062,30.00167655944824,-0.04200000051639641,-0.056467460956688975
417,417,417,417,2020-09-30,29.14476585388184,28.997026443481445,30.71084213256836,0.005094984849165707,-0.05099424730609137
418,418,418,418,2020-10-01,29.92288017272949,28.898530960083008,31.10482406616211,0.03544641124012138,-0.03799873263769449
419,419,419,419,2020-10-02,30.00167655944824,28.67198944091797,31.31166648864746,0.04637582338924373,-0.04183711939044121
420,420,420,420,2020-10-05,30.49415397644043,28.56364631652832,31.43971061706543,0.06758617714696391,-0.030075233584107908
421,421,421,421,2020-10-06,29.94257926940918,28.997026443481445,31.02602767944336,0.03260861343043997,-0.03492062926096173
422,422,422,422,2020-10-07,31.14422416687012,28.307558059692383,29.548599243164062,0.1002087888046026,0.05400001910666541
423,423,423,423,2020-10-08,31.725341796875,29.14476585388184,28.997026443481445,0.08854337536732859,0.09408948737248468
424,424,424,424,2020-10-09,31.67609977722168,29.92288017272949,28.898530960083008,0.05859127177503476,0.09611453332957565
425,425,425,425,2020-10-12,31.725341796875,30.00167655944824,28.67198944091797,0.05745229717450373,0.1064925181508185
426,426,426,426,2020-10-13,31.390459060668945,30.49415397644043,28.56364631652832,0.029392685723335532,0.09896540213442195
427,427,427,427,2020-10-14,31.193470001220703,29.94257926940918,28.997026443481445,0.04177631861826603,0.07574719987307588
428,428,428,428,2020-10-15,32.099632263183594,31.14422416687012,28.307558059692383,0.03067689505426152,0.1339597783565376
429,429,429,429,2020-10-16,32.946685791015625,31.725341796875,29.14476585388184,0.03849742587362548,0.13044949327075828
430,430,430,430,2020-10-19,32.84819030761719,31.67609977722168,29.92288017272949,0.03700236262162426,0.09776164988134095
431,431,431,431,2020-10-20,35.0643424987793,31.725341796875,30.00167655944824,0.10524711517003094,0.16874610088204234
432,432,432,432,2020-10-21,35.231781005859375,31.390459060668945,30.49415397644043,0.12237227680443397,0.15536181240113112
433,433,433,433,2020-10-22,36.84710311889648,31.193470001220703,29.94257926940918,0.1812441231275177,0.230592153981247
434,434,434,434,2020-10-23,36.27582931518555,32.099632263183594,31.14422416687012,0.13010108707045243,0.1647690795192196
435,435,435,435,2020-10-26,35.28102493286133,32.946685791015625,31.725341796875,0.07085201700264077,0.11207706314882215
436,436,436,436,2020-10-27,34.365020751953125,32.84819030761719,31.67609977722168,0.04617698662030101,0.08488800684562348
437,437,437,437,2020-10-28,33.57705307006836,35.0643424987793,31.725341796875,-0.04241600790782585,0.058366944792877185
438,438,438,438,2020-10-29,34.365020751953125,35.231781005859375,31.390459060668945,-0.024601658762640977,0.09476005704584267
439,439,439,439,2020-10-30,34.01043701171875,36.84710311889648,31.193470001220703,-0.07698477945537563,0.09030630482558721
440,440,440,440,2020-11-02,34.03013610839844,36.27582931518555,32.099632263183594,-0.061906047337339065,0.060140995678290565
441,441,441,441,2020-11-03,34.81809616088867,35.28102493286133,32.946685791015625,-0.013121182642896412,0.056801172104035125
442,442,442,442,2020-11-04,34.709754943847656,34.365020751953125,32.84819030761719,0.010031543248084196,0.056671756306732934
443,443,443,443,2020-11-05,36.58116149902344,33.57705307006836,35.0643424987793,0.089469091366837,0.0432581617720893
444,444,444,444,2020-11-06,36.90620040893555,34.365020751953125,35.231781005859375,0.07394669350921301,0.047525823426232794
445,445,445,445,2020-11-09,38.37377548217773,34.01043701171875,36.84710311889648,0.12829410186512846,0.04143262927224045
446,446,446,446,2020-11-10,40.461875915527344,34.03013610839844,36.27582931518555,0.18900129540009658,0.11539492492290071
447,447,447,447,2020-11-11,39.94970703125,34.81809616088867,35.28102493286133,0.1473834424102054,0.13232841470090584
448,448,448,448,2020-11-12,38.72835922241211,34.709754943847656,34.365020751953125,0.11577737397067844,0.12697034295289922
449,449,449,449,2020-11-13,40.57022476196289,36.58116149902344,33.57705307006836,0.10904692742044131,0.2082723482999307
450,450,450,450,2020-11-16,41.4960823059082,36.90620040893555,34.365020751953125,0.12436614569137205,0.2075093044589471
451,451,451,451,2020-11-17,41.34833908081055,38.37377548217773,34.01043701171875,0.07751553140801382,0.21575441875573143
452,452,452,452,2020-11-18,42.07720565795898,40.461875915527344,34.03013610839844,0.039922265240592836,0.23646892048646762
453,453,453,453,2020-11-19,42.17569732666016,39.94970703125,34.81809616088867,0.05571981525844283,0.21131543585189805
454,454,454,454,2020-11-20,42.39238739013672,38.72835922241211,34.709754943847656,0.09460840173172724,0.2213392880104681
455,455,455,455,2020-11-23,44.09635925292969,40.57022476196289,36.58116149902344,0.08691434448923152,0.20543901412498555
456,456,456,456,2020-11-24,45.760929107666016,41.4960823059082,36.90620040893555,0.10277709520425216,0.23992523209153238
457,457,457,457,2020-11-25,44.77597427368164,41.34833908081055,38.37377548217773,0.08289656293502334,0.16683786547084334
458,458,458,458,2020-11-27,44.38199234008789,42.07720565795898,40.461875915527344,0.05477518400019887,0.09688419866504994
459,459,459,459,2020-11-30,43.18034744262695,42.17569732666016,39.94970703125,0.02382059289228944,0.08086768718603721
460,460,460,460,2020-12-01,44.00770950317383,42.39238739013672,38.72835922241211,0.038104060952531826,0.13631742699046634
461,461,461,461,2020-12-02,43.909217834472656,44.09635925292969,40.57022476196289,-0.004243919943222929,0.08230156702607871
462,462,462,462,2020-12-03,43.42658996582031,45.760929107666016,41.4960823059082,-0.051011620335624897,0.046522648708869685
463,463,463,463,2020-12-04,43.73192596435547,44.77597427368164,41.34833908081055,-0.0233171544843378,0.05764649648650888
464,464,464,464,2020-12-07,43.64328002929688,44.38199234008789,42.07720565795898,-0.01664441526487692,0.03721906782661266
465,465,465,465,2020-12-08,43.14095687866211,43.18034744262695,42.17569732666016,-0.0009122336038908108,0.022886629343097598
466,466,466,466,2020-12-09,43.761478424072266,44.00770950317383,42.39238739013672,-0.005595180523626286,0.032295681329192805
467,467,467,467,2020-12-10,42.22494888305664,43.909217834472656,44.09635925292969,-0.03835798118211331,-0.0424391129240157
468,468,468,468,2020-12-11,41.28924179077149,43.42658996582031,45.760929107666016,-0.04921749961788524,-0.09771845554913383
469,469,469,469,2020-12-14,40.99375534057617,43.73192596435547,44.77597427368164,-0.06261262369306797,-0.08446982995808483
470,470,470,470,2020-12-15,41.03314971923828,43.64328002929688,44.38199234008789,-0.059806006979917004,-0.07545498622928604
471,471,471,471,2020-12-16,40.7967643737793,43.14095687866211,43.18034744262695,-0.05433798122457201,-0.05520064589602214
472,472,472,472,2020-12-17,41.397586822509766,43.761478424072266,44.00770950317383,-0.05401763575387286,-0.05931057785399674
473,473,473,473,2020-12-18,40.39293670654297,42.22494888305664,43.909217834472656,-0.04338696019709787,-0.08008070517642185
474,474,474,474,2020-12-21,40.58992767333984,41.28924179077149,43.42658996582031,-0.016936957112832163,-0.06532086205048848
475,475,475,475,2020-12-22,40.28458786010742,40.99375534057617,43.73192596435547,-0.01729940266699126,-0.07882886537075606
476,476,476,476,2020-12-23,41.81126403808594,41.03314971923828,43.64328002929688,0.018963065818046188,-0.041977046408545604
477,477,477,477,2020-12-24,40.95436477661133,40.7967643737793,43.14095687866211,0.003863061329768769,-0.0506848308488097
478,478,478,478,2020-12-28,41.03314971923828,41.397586822509766,43.761478424072266,-0.00880334172216346,-0.062345441769471543
479,479,479,479,2020-12-29,40.94450759887695,40.39293670654297,42.22494888305664,0.013655132241094048,-0.030324282635034394
480,480,480,480,2020-12-30,41.21044158935547,40.58992767333984,41.28924179077149,0.015287386590323804,-0.0019084923335558335
481,481,481,481,2020-12-31,41.01345443725586,40.28458786010742,40.99375534057617,0.018092938661294022,0.0004805389629720658
482,482,482,482,2021-01-04,39.90045547485352,41.81126403808594,41.03314971923828,-0.04570080831547829,-0.027604369933456496
483,483,483,483,2021-01-05,41.03314971923828,40.95436477661133,40.7967643737793,0.0019237251769546049,0.005794217975063631
484,484,484,484,2021-01-06,42.333290100097656,41.03314971923828,41.397586822509766,0.03168512263268464,0.022602845948477057
