,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NVR,NVR_6m,NVR_12m,NVR_6m_ret,NVR_12m_ret
251,251,251,251,2020-02-04,3791.77001953125,3946.219970703125,3870.52001953125,-0.03913870800880759,-0.02034610326328634
252,252,252,252,2020-02-05,3853.47998046875,4030.0,3893.409912109375,-0.04380149368021091,-0.010255773869695561
253,253,253,253,2020-02-06,3886.9599609375,3898.56005859375,3905.139892578125,-0.002975482609452018,-0.004655385502367437
254,254,254,254,2020-02-07,3921.6298828125,3966.760009765625,3932.0,-0.011377075205462606,-0.0026373644932604634
255,255,255,255,2020-02-10,3952.2099609375,3816.969970703125,4028.239990234375,0.03543124291582056,-0.018874255129087136
256,256,256,256,2020-02-11,3981.860107421875,3810.0,3983.60009765625,0.045107639743274364,-0.0004367883802891548
257,257,257,257,2020-02-12,3976.780029296875,3791.77001953125,3946.219970703125,0.048792518747879265,0.00774413459478418
258,258,258,258,2020-02-13,4021.75,3853.47998046875,4030.0,0.04366702834428149,-0.0020471464019851116
259,259,259,259,2020-02-14,3993.6298828125,3886.9599609375,3898.56005859375,0.027443020495964143,0.024385881656275643
260,260,260,260,2020-02-18,3960.0,3921.6298828125,3966.760009765625,0.009784227052039407,-0.0017041640404216185
261,261,261,261,2020-02-19,3965.949951171875,3952.2099609375,3816.969970703125,0.003476533476251875,0.03903095429417447
262,262,262,262,2020-02-20,4037.77001953125,3981.860107421875,3810.0,0.014041154284944124,0.05978215735728343
263,263,263,263,2020-02-21,4031.139892578125,3976.780029296875,3791.77001953125,0.01366931610015687,0.0631287952101236
264,264,264,264,2020-02-24,3988.409912109375,4021.75,3853.47998046875,-0.008289945394573284,0.03501508566919087
265,265,265,265,2020-02-25,3860.280029296875,3993.6298828125,3886.9599609375,-0.03339063894967498,-0.006863958442780094
266,266,266,266,2020-02-26,3849.5,3960.0,3921.6298828125,-0.027904040404040376,-0.018392832818983407
267,267,267,267,2020-02-27,3746.0400390625,3965.949951171875,3952.2099609375,-0.05544949250920206,-0.05216573104989963
268,268,268,268,2020-02-28,3667.179931640625,4037.77001953125,3981.860107421875,-0.09178088055982125,-0.07902843577922558
269,269,269,269,2020-03-02,3788.31005859375,4031.139892578125,3976.780029296875,-0.06023850336512948,-0.047392606408870885
270,270,270,270,2020-03-03,3843.840087890625,3988.409912109375,4021.75,-0.03624748393584509,-0.044236939667899544
271,271,271,271,2020-03-04,4017.0,3860.280029296875,3993.6298828125,0.04059808343273752,0.005851848537111293
272,272,272,272,2020-03-05,3923.610107421875,3849.5,3960.0,0.01925187879513568,-0.009189366812657807
273,273,273,273,2020-03-06,3845.22998046875,3746.0400390625,3965.949951171875,0.026478612180310224,-0.03043910593663801
274,274,274,274,2020-03-09,3632.35009765625,3667.179931640625,4037.77001953125,-0.00949771612891459,-0.1004068879391169
275,275,275,275,2020-03-10,3750.0,3788.31005859375,4031.139892578125,-0.010112704082086421,-0.0697420332883365
276,276,276,276,2020-03-11,3411.89990234375,3843.840087890625,3988.409912109375,-0.11237204869880779,-0.14454632860460492
277,277,277,277,2020-03-12,2947.199951171875,4017.0,3860.280029296875,-0.2663181600269169,-0.2365320834746052
278,278,278,278,2020-03-13,2922.280029296875,3923.610107421875,3849.5,-0.2552063152836952,-0.24086763753815432
279,279,279,279,2020-03-16,2321.780029296875,3845.22998046875,3746.0400390625,-0.3961921546721531,-0.3802041609042882
280,280,280,280,2020-03-17,2271.550048828125,3632.35009765625,3667.179931640625,-0.37463350509802795,-0.38057305854314116
281,281,281,281,2020-03-18,2286.27001953125,3750.0,3788.31005859375,-0.3903279947916667,-0.39649342736747073
282,282,282,282,2020-03-19,2709.419921875,3411.89990234375,3843.840087890625,-0.20589114586456436,-0.29512678469362597
283,283,283,283,2020-03-20,2326.889892578125,2947.199951171875,4017.0,-0.21047437190242224,-0.42073938447146497
284,284,284,284,2020-03-23,2175.0,2922.280029296875,3923.610107421875,-0.2557181453540155,-0.44566357501073195
285,285,285,285,2020-03-24,2633.489990234375,2321.780029296875,3845.22998046875,0.1342547343005176,-0.31512809282909493
286,286,286,286,2020-03-25,2915.0,2271.550048828125,3632.35009765625,0.28326470354629696,-0.19748925031183406
287,287,287,287,2020-03-26,2941.469970703125,2286.27001953125,3750.0,0.2865803013531225,-0.2156080078125
288,288,288,288,2020-03-27,2871.6201171875,2709.419921875,3411.89990234375,0.0598652848172212,-0.15835159313586944
289,289,289,289,2020-03-30,2714.31005859375,2326.889892578125,2947.199951171875,0.16649699122048922,-0.07902073033270873
290,290,290,290,2020-03-31,2569.110107421875,2175.0,2922.280029296875,0.18120004938936773,-0.1208542365325529
291,291,291,291,2020-04-01,2410.0,2633.489990234375,2321.780029296875,-0.08486456795474084,0.03799669632348479
292,292,292,292,2020-04-02,2369.969970703125,2915.0,2271.550048828125,-0.18697428106239278,0.04332720818798341
293,293,293,293,2020-04-03,2362.93994140625,2941.469970703125,2286.27001953125,-0.1966805831978573,0.033534937352115435
294,294,294,294,2020-04-06,2691.39990234375,2871.6201171875,2709.419921875,-0.06275907240135226,-0.006650877328302607
295,295,295,295,2020-04-07,2712.7099609375,2714.31005859375,2326.889892578125,-0.0005895043755903551,0.16580933614005167
296,296,296,296,2020-04-08,2934.64990234375,2569.110107421875,2175.0,0.14228265027095222,0.34926432291666676
297,297,297,297,2020-04-09,2928.010009765625,2410.0,2633.489990234375,0.21494191276581942,0.11183639224884168
298,298,298,298,2020-04-13,2764.800048828125,2369.969970703125,2915.0,0.16659708055619848,-0.051526569870283034
299,299,299,299,2020-04-14,2900.43994140625,2362.93994140625,2941.469970703125,0.227470868210099,-0.013948818007843644
300,300,300,300,2020-04-15,2792.949951171875,2691.39990234375,2871.6201171875,0.03773131177559019,-0.02739574275328438
301,301,301,301,2020-04-16,2750.06005859375,2712.7099609375,2714.31005859375,0.01376855550135625,0.013170934502052312
302,302,302,302,2020-04-17,2917.75,2934.64990234375,2569.110107421875,-0.005758745644668828,0.1357045350337236
303,303,303,303,2020-04-20,2846.860107421875,2928.010009765625,2410.0,-0.027715035834268154,0.18126975411696056
304,304,304,304,2020-04-21,2805.43994140625,2764.800048828125,2369.969970703125,0.014699034961081603,0.18374493182879004
305,305,305,305,2020-04-22,2847.60009765625,2900.43994140625,2362.93994140625,-0.01821787205301728,0.20510896098424136
306,306,306,306,2020-04-23,2746.330078125,2792.949951171875,2691.39990234375,-0.016691982979256115,0.020409518382390912
307,307,307,307,2020-04-24,2847.3701171875,2750.06005859375,2712.7099609375,0.035384703068452206,0.049640454817905466
308,308,308,308,2020-04-27,2990.699951171875,2917.75,2934.64990234375,0.02500212532666435,0.019099398801663225
309,309,309,309,2020-04-28,3163.840087890625,2846.860107421875,2928.010009765625,0.11134371500811402,0.08054278412247551
310,310,310,310,2020-04-29,3196.530029296875,2805.43994140625,2764.800048828125,0.1394041918767963,0.15615233392799643
311,311,311,311,2020-04-30,3100.0,2847.60009765625,2900.43994140625,0.08863600705432284,0.06880337556549954
312,312,312,312,2020-05-01,3036.89990234375,2746.330078125,2792.949951171875,0.10580295010173368,0.0873449060802245
313,313,313,313,2020-05-04,3062.679931640625,2847.3701171875,2750.06005859375,0.07561708017986724,0.11367747117738736
314,314,314,314,2020-05-05,3100.0,2990.699951171875,2917.75,0.036546644803099326,0.062462513923399854
315,315,315,315,2020-05-06,3065.0,3163.840087890625,2846.860107421875,-0.03124054476360183,0.07662473193165553
316,316,316,316,2020-05-07,3000.0,3196.530029296875,2805.43994140625,-0.06148230346520622,0.06935099758229901
317,317,317,317,2020-05-08,3119.669921875,3100.0,2847.60009765625,0.00634513608870968,0.09554355067015208
318,318,318,318,2020-05-11,3055.830078125,3036.89990234375,2746.330078125,0.006233388122749872,0.11269584907699981
319,319,319,319,2020-05-12,2877.3798828125,3062.679931640625,2847.3701171875,-0.06050258367313721,0.010539467786029322
320,320,320,320,2020-05-13,2768.010009765625,3100.0,2990.699951171875,-0.10709354523689518,-0.07446081019227324
321,321,321,321,2020-05-14,2800.06005859375,3065.0,3163.840087890625,-0.08644043765293641,-0.1149805360546563
322,322,322,322,2020-05-15,2795.06005859375,3000.0,3196.530029296875,-0.06831331380208339,-0.12559555737739603
323,323,323,323,2020-05-18,3100.6298828125,3119.669921875,3100.0,-0.006103222308549983,0.0002031880040322953
324,324,324,324,2020-05-19,3137.090087890625,3055.830078125,3036.89990234375,0.026591795907541016,0.0329909410150635
325,325,325,325,2020-05-20,3086.0,2877.3798828125,3062.679931640625,0.07250350168695285,0.007614268836405369
326,326,326,326,2020-05-21,3124.0,2768.010009765625,3100.0,0.12860863543788903,0.007741935483871032
327,327,327,327,2020-05-22,3133.860107421875,2800.06005859375,3065.0,0.11921174612081953,0.02246659295982867
328,328,328,328,2020-05-26,3214.419921875,2795.06005859375,3000.0,0.1500360831216765,0.07147330729166668
329,329,329,329,2020-05-27,3350.550048828125,3100.6298828125,3119.669921875,0.0806030308231851,0.07400787029877831
330,330,330,330,2020-05-28,3220.409912109375,3137.090087890625,3055.830078125,0.026559589264066652,0.05385765234870599
331,331,331,331,2020-05-29,3221.610107421875,3086.0,2877.3798828125,0.04394365114124277,0.11963322141284549
332,332,332,332,2020-06-01,3204.139892578125,3124.0,2768.010009765625,0.02565297457686455,0.15756080407000717
333,333,333,333,2020-06-02,3263.39990234375,3133.860107421875,2800.06005859375,0.041335538435518515,0.1654749662700803
334,334,334,334,2020-06-03,3423.81005859375,3214.419921875,2795.06005859375,0.06514087823242787,0.2249504435752041
335,335,335,335,2020-06-04,3396.3798828125,3350.550048828125,3100.6298828125,0.013678301567351392,0.0953838449533786
336,336,336,336,2020-06-05,3491.070068359375,3220.409912109375,3137.090087890625,0.08404525002617347,0.11283704661053129
337,337,337,337,2020-06-08,3524.75,3221.610107421875,3086.0,0.09409577275653502,0.14217433570965654
338,338,338,338,2020-06-09,3428.68994140625,3204.139892578125,3124.0,0.07008122502649128,0.09753199148727587
339,339,339,339,2020-06-10,3420.340087890625,3263.39990234375,3133.860107421875,0.0480910063869775,0.09141441246540771
340,340,340,340,2020-06-11,3098.6298828125,3423.81005859375,3214.419921875,-0.09497611439193276,-0.03602206366209881
341,341,341,341,2020-06-12,3175.3701171875,3396.3798828125,3350.550048828125,-0.06507215719402526,-0.05228393221641181
342,342,342,342,2020-06-15,3236.340087890625,3491.070068359375,3220.409912109375,-0.07296616094229813,0.004946629844029937
343,343,343,343,2020-06-16,3450.06005859375,3524.75,3221.610107421875,-0.021190138706645878,0.07091173157346908
344,344,344,344,2020-06-17,3482.10009765625,3428.68994140625,3204.139892578125,0.015577423786559796,0.08675033375476993
345,345,345,345,2020-06-18,3360.969970703125,3420.340087890625,3263.39990234375,-0.017357957297198023,0.029898287454535044
346,346,346,346,2020-06-19,3298.280029296875,3098.6298828125,3423.81005859375,0.06443175017184077,-0.03666384149488522
347,347,347,347,2020-06-22,3278.110107421875,3175.3701171875,3396.3798828125,0.03235528031150414,-0.03482230476900816
348,348,348,348,2020-06-23,3270.739990234375,3236.340087890625,3491.070068359375,0.010629260649232641,-0.06311247663629505
349,349,349,349,2020-06-24,3186.840087890625,3450.06005859375,3524.75,-0.07629431552864441,-0.09586776710670974
350,350,350,350,2020-06-25,3193.199951171875,3482.10009765625,3428.68994140625,-0.08296721472160706,-0.06868220639915623
351,351,351,351,2020-06-26,3167.639892578125,3360.969970703125,3420.340087890625,-0.05752210814443981,-0.07388159914482184
352,352,352,352,2020-06-29,3190.77001953125,3298.280029296875,3098.6298828125,-0.03259577986425366,0.029735767162717197
353,353,353,353,2020-06-30,3258.75,3278.110107421875,3175.3701171875,-0.005905874661757848,0.026258319419580456
354,354,354,354,2020-07-01,3185.89990234375,3270.739990234375,3236.340087890625,-0.02593911107086977,-0.015585563994218843
355,355,355,355,2020-07-02,3170.0,3186.840087890625,3450.06005859375,-0.005284258835143385,-0.08117541545288431
356,356,356,356,2020-07-06,3306.469970703125,3193.199951171875,3482.10009765625,0.03547226019769956,-0.05043798915239084
357,357,357,357,2020-07-07,3241.070068359375,3167.639892578125,3360.969970703125,0.023181352133270883,-0.03567419625551327
358,358,358,358,2020-07-08,3331.419921875,3190.77001953125,3298.280029296875,0.04408023815029227,0.010047628546927756
359,359,359,359,2020-07-09,3244.47998046875,3258.75,3278.110107421875,-0.004378985663597956,-0.010258998584880996
360,360,360,360,2020-07-10,3270.7099609375,3185.89990234375,3270.739990234375,0.026620440438620996,-9.181193541762944e-06
361,361,361,361,2020-07-13,3214.6298828125,3170.0,3186.840087890625,0.014078827385646697,0.008720172382502334
362,362,362,362,2020-07-14,3306.489990234375,3306.469970703125,3193.199951171875,6.054653883813543e-06,0.03547852962384135
363,363,363,363,2020-07-15,3337.320068359375,3241.070068359375,3167.639892578125,0.029696982160191787,0.053566750494213666
364,364,364,364,2020-07-16,3345.050048828125,3331.419921875,3190.77001953125,0.004091386637759431,0.04835197408540903
365,365,365,365,2020-07-17,3342.800048828125,3244.47998046875,3258.75,0.030303798744712784,0.025792113180859166
366,366,366,366,2020-07-20,3397.1201171875,3270.7099609375,3185.89990234375,0.03864914888808002,0.06629844669267948
367,367,367,367,2020-07-21,3373.4599609375,3214.6298828125,3170.0,0.04940851168410054,0.06418295297712939
368,368,368,368,2020-07-22,3733.800048828125,3306.489990234375,3306.469970703125,0.12923373724275544,0.12924057436218828
369,369,369,369,2020-07-23,3726.18994140625,3337.320068359375,3241.070068359375,0.11652159969122877,0.149678921718728
370,370,370,370,2020-07-24,3810.389892578125,3345.050048828125,3331.419921875,0.1391129690011732,0.14377352058144321
371,371,371,371,2020-07-27,3912.0,3342.800048828125,3244.47998046875,0.17027639788727944,0.20574021832454314
372,372,372,372,2020-07-28,3787.800048828125,3397.1201171875,3270.7099609375,0.11500327282041223,0.15809720032234487
373,373,373,373,2020-07-29,3934.0,3373.4599609375,3214.6298828125,0.16616175841812075,0.22378007528447363
374,374,374,374,2020-07-30,3943.550048828125,3733.800048828125,3306.489990234375,0.056176012977939616,0.19266958632123155
375,375,375,375,2020-07-31,3930.14990234375,3726.18994140625,3337.320068359375,0.05473686638221298,0.1776364933063821
376,376,376,376,2020-08-03,3874.199951171875,3810.389892578125,3345.050048828125,0.016746333155575277,0.1581889342819034
377,377,377,377,2020-08-04,3867.469970703125,3912.0,3342.800048828125,-0.01138293182435457,0.15695522143447738
378,378,378,378,2020-08-05,3831.68994140625,3787.800048828125,3397.1201171875,0.011587172504447185,0.12792300808560553
379,379,379,379,2020-08-06,3873.97998046875,3934.0,3373.4599609375,-0.015256741111146388,0.14836993037621626
380,380,380,380,2020-08-07,3875.010009765625,3943.550048828125,3733.800048828125,-0.01738028888028631,0.037819368763953864
381,381,381,381,2020-08-10,3910.010009765625,3930.14990234375,3726.18994140625,-0.005124459137325621,0.049331910409806445
382,382,382,382,2020-08-11,3934.39990234375,3874.199951171875,3810.389892578125,0.015538679451396309,0.03254522850986241
383,383,383,383,2020-08-12,4035.469970703125,3867.469970703125,3912.0,0.04343925131226212,0.031561853451719024
384,384,384,384,2020-08-13,4050.0,3831.68994140625,3787.800048828125,0.05697487582036165,0.0692222260393589
385,385,385,385,2020-08-14,4044.81005859375,3873.97998046875,3934.0,0.044096789086744304,0.028167274680668486
386,386,386,386,2020-08-17,4145.39013671875,3875.010009765625,3943.550048828125,0.0697753363918352,0.05118233200833955
387,387,387,387,2020-08-18,4197.0498046875,3910.010009765625,3930.14990234375,0.07341152431962206,0.06791087082571168
388,388,388,388,2020-08-19,4151.02978515625,3934.39990234375,3874.199951171875,0.055060463651255276,0.07145470999777359
389,389,389,389,2020-08-20,4155.6201171875,4035.469970703125,3867.469970703125,0.029773520149238175,0.07450611088571368
390,390,390,390,2020-08-21,4223.759765625,4050.0,3831.68994140625,0.04290364583333339,0.10232295154728988
391,391,391,391,2020-08-24,4310.08984375,4044.81005859375,3873.97998046875,0.06558522682483625,0.1125741138260814
392,392,392,392,2020-08-25,4224.27978515625,4145.39013671875,3875.010009765625,0.0190306933329909,0.09013390275390543
393,393,393,393,2020-08-26,4220.0,4197.0498046875,3910.010009765625,0.005468173212256788,0.07928112446263436
394,394,394,394,2020-08-27,4218.27978515625,4151.02978515625,3934.39990234375,0.01620079919457118,0.07215328636100016
395,395,395,395,2020-08-28,4207.18017578125,4155.6201171875,4035.469970703125,0.01240730796843037,0.04255023735146435
396,396,396,396,2020-08-31,4168.33984375,4223.759765625,4050.0,-0.01312099289501123,0.029219714506172778
397,397,397,397,2020-09-01,4186.8798828125,4310.08984375,4044.81005859375,-0.02858640200184337,0.035123979163596
398,398,398,398,2020-09-02,4219.2099609375,4224.27978515625,4145.39013671875,-0.001200162980815045,0.01780769041853847
399,399,399,399,2020-09-03,4030.800048828125,4220.0,4197.0498046875,-0.04483411165210305,-0.03961109912817762
400,400,400,400,2020-09-04,3931.929931640625,4218.27978515625,4151.02978515625,-0.06788308696906842,-0.05278204803519082
401,401,401,401,2020-09-08,3915.610107421875,4207.18017578125,4155.6201171875,-0.06930296687501192,-0.05775552215972579
402,402,402,402,2020-09-09,4012.239990234375,4168.33984375,4223.759765625,-0.03744892675909828,-0.050078552552177635
403,403,403,403,2020-09-10,3953.9599609375,4186.8798828125,4310.08984375,-0.05563090616264299,-0.0826270207171943
404,404,404,404,2020-09-11,4047.27001953125,4219.2099609375,4224.27978515625,-0.040751691192927764,-0.04190294550256757
405,405,405,405,2020-09-14,4142.22021484375,4030.800048828125,4220.0,0.02764219625531128,-0.018431228710011793
406,406,406,406,2020-09-15,4020.989990234375,3931.929931640625,4218.27978515625,0.02265046939851989,-0.046770201354618623
407,407,407,407,2020-09-16,4219.52978515625,3915.610107421875,4207.18017578125,0.07761745153285515,0.002935364985338751
408,408,408,408,2020-09-17,4147.8798828125,4012.239990234375,4168.33984375,0.0338065252597719,-0.004908419587759338
409,409,409,409,2020-09-18,4033.300048828125,3953.9599609375,4186.8798828125,0.020065981617024997,-0.036681213286016034
410,410,410,410,2020-09-21,3931.2900390625,4047.27001953125,4219.2099609375,-0.02865634857794408,-0.0682402451029066
411,411,411,411,2020-09-22,4044.52001953125,4142.22021484375,4030.800048828125,-0.02358643197249366,0.0034037835012714623
412,412,412,412,2020-09-23,3853.14990234375,4020.989990234375,3931.929931640625,-0.04174098624922018,-0.020035969782402407
413,413,413,413,2020-09-24,3909.0,4219.52978515625,3915.610107421875,-0.07359345732044664,-0.001688142394296599
414,414,414,414,2020-09-25,3930.510009765625,4147.8798828125,4012.239990234375,-0.05240505491675085,-0.020370162469761866
415,415,415,415,2020-09-28,4078.550048828125,4033.300048828125,3953.9599609375,0.011219100848484542,0.0315102047368947
416,416,416,416,2020-09-29,4001.56005859375,3931.2900390625,4047.27001953125,0.017874544699837847,-0.0112940230616968
417,417,417,417,2020-09-30,4083.1201171875,4044.52001953125,4142.22021484375,0.009543801852839762,-0.01426773435281481
418,418,418,418,2020-10-01,4228.31005859375,3853.14990234375,4020.989990234375,0.09736453700433567,0.05155945895485581
419,419,419,419,2020-10-02,4194.97998046875,3909.0,4219.52978515625,0.07315937080295476,-0.005818137550269942
420,420,420,420,2020-10-05,4215.580078125,3930.510009765625,4147.8798828125,0.07252750092255167,0.01632163833697975
421,421,421,421,2020-10-06,4145.259765625,4078.550048828125,4033.300048828125,0.016356233464891012,0.027758836546119214
422,422,422,422,2020-10-07,4208.81982421875,4001.56005859375,3931.2900390625,0.05179474069866541,0.07059509280633813
423,423,423,423,2020-10-08,4348.39990234375,4083.1201171875,4044.52001953125,0.06496987047713354,0.07513373190021166
424,424,424,424,2020-10-09,4399.009765625,4228.31005859375,3853.14990234375,0.04037066929004296,0.1416658778183586
425,425,425,425,2020-10-12,4429.240234375,4194.97998046875,3909.0,0.05584299686695382,0.13308780618444604
426,426,426,426,2020-10-13,4446.8798828125,4215.580078125,3930.510009765625,0.054867847461310015,0.13137477624123028
427,427,427,427,2020-10-14,4360.77001953125,4145.259765625,4078.550048828125,0.0519895654533864,0.06919615238857113
428,428,428,428,2020-10-15,4446.64990234375,4208.81982421875,4001.56005859375,0.05650754559662019,0.11122907996698062
429,429,429,429,2020-10-16,4372.18994140625,4348.39990234375,4083.1201171875,0.005470986936982891,0.07079630672679427
430,430,430,430,2020-10-19,4251.18017578125,4399.009765625,4228.31005859375,-0.0336051970147756,0.005408807980157082
431,431,431,431,2020-10-20,4399.77001953125,4429.240234375,4194.97998046875,-0.006653559817106802,0.0488178823298262
432,432,432,432,2020-10-21,4244.75,4446.8798828125,4215.580078125,-0.045454315866220285,0.006919551125683876
433,433,433,433,2020-10-22,4135.02978515625,4360.77001953125,4145.259765625,-0.05176614069623997,-0.002467874402850012
434,434,434,434,2020-10-23,4205.990234375,4446.64990234375,4208.81982421875,-0.05412156865371898,-0.0006723000655594058
435,435,435,435,2020-10-26,4037.52001953125,4372.18994140625,4348.39990234375,-0.07654514702244575,-0.07149293758491215
436,436,436,436,2020-10-27,4000.659912109375,4251.18017578125,4399.009765625,-0.05892958033138085,-0.09055443718912237
437,437,437,437,2020-10-28,3983.3798828125,4399.77001953125,4429.240234375,-0.09463906860366122,-0.10066294171677825
438,438,438,438,2020-10-29,3996.27001953125,4244.75,4446.8798828125,-0.0585381896386713,-0.10133169214281867
439,439,439,439,2020-10-30,3953.090087890625,4135.02978515625,4360.77001953125,-0.04399960985015006,-0.09348806055230763
440,440,440,440,2020-11-02,4029.27001953125,4205.990234375,4446.64990234375,-0.04201631601505851,-0.09386389573699216
441,441,441,441,2020-11-03,4118.97998046875,4037.52001953125,4372.18994140625,0.02017574167891234,-0.057913760456632546
442,442,442,442,2020-11-04,4218.06005859375,4000.659912109375,4251.18017578125,0.054341071538307695,-0.007790805333583228
443,443,443,443,2020-11-05,4261.89990234375,3983.3798828125,4399.77001953125,0.06992052671978621,-0.03133575540891309
444,444,444,444,2020-11-06,4146.330078125,3996.27001953125,4244.75,0.03755002986793965,-0.023186270540078935
445,445,445,445,2020-11-09,3974.909912109375,3953.090087890625,4135.02978515625,0.00551968807530856,-0.03872278589664968
446,446,446,446,2020-11-10,4139.0,4029.27001953125,4205.990234375,0.027233215926669496,-0.01592733949487035
447,447,447,447,2020-11-11,4240.490234375,4118.97998046875,4037.52001953125,0.029500083632943985,0.050271011378741015
448,448,448,448,2020-11-12,4149.7099609375,4218.06005859375,4000.659912109375,-0.01620415468409364,0.037256365725307994
449,449,449,449,2020-11-13,4247.93994140625,4261.89990234375,3983.3798828125,-0.0032755252956135905,0.06641597497021934
450,450,450,450,2020-11-16,4318.02978515625,4146.330078125,3996.27001953125,0.04141004304917617,0.08051502127044485
451,451,451,451,2020-11-17,4277.259765625,3974.909912109375,3953.090087890625,0.07606458012910688,0.08200412096030729
452,452,452,452,2020-11-18,4290.27001953125,4139.0,4029.27001953125,0.03654747995439722,0.06477600129424044
453,453,453,453,2020-11-19,4215.52978515625,4240.490234375,4118.97998046875,-0.005886217828403706,0.023440221886320556
454,454,454,454,2020-11-20,4160.10009765625,4149.7099609375,4218.06005859375,0.002503822391578092,-0.013740904617850158
455,455,455,455,2020-11-23,4194.580078125,4247.93994140625,4261.89990234375,-0.012561350682275818,-0.015795730955982523
456,456,456,456,2020-11-24,4162.02978515625,4318.02978515625,4146.330078125,-0.03612758775686742,0.00378641032803384
457,457,457,457,2020-11-25,4110.759765625,4277.259765625,3974.909912109375,-0.038926791713261966,0.03417683834840246
458,458,458,458,2020-11-27,4120.22021484375,4290.27001953125,4139.0,-0.039636154347711505,-0.004537275949806685
459,459,459,459,2020-11-30,3997.179931640625,4215.52978515625,4240.490234375,-0.05179653914069826,-0.057377871256962365
460,460,460,460,2020-12-01,3994.219970703125,4160.10009765625,4149.7099609375,-0.03987407107020813,-0.037470086270618985
461,461,461,461,2020-12-02,3899.10009765625,4194.580078125,4247.93994140625,-0.0704432803678482,-0.08211976830221357
462,462,462,462,2020-12-03,4000.0,4162.02978515625,4318.02978515625,-0.038930472274399386,-0.07365159597775728
463,463,463,463,2020-12-04,3999.989990234375,4110.759765625,4277.259765625,-0.02694630231542694,-0.06482416093101373
464,464,464,464,2020-12-07,4000.0,4120.22021484375,4290.27001953125,-0.029178104221380563,-0.06765775072659985
465,465,465,465,2020-12-08,3929.780029296875,3997.179931640625,4215.52978515625,-0.016861863487863005,-0.0677850164564271
466,466,466,466,2020-12-09,4034.320068359375,3994.219970703125,4160.10009765625,0.010039531610771757,-0.030234856456395787
467,467,467,467,2020-12-10,3991.179931640625,3899.10009765625,4194.580078125,0.023615663019198818,-0.04849118211978343
468,468,468,468,2020-12-11,4003.659912109375,4000.0,4162.02978515625,0.0009149780273438601,-0.03805111477378087
469,469,469,469,2020-12-14,4022.0,3999.989990234375,4110.759765625,0.005502516211130626,-0.02159205856961699
470,470,470,470,2020-12-15,4025.0,4000.0,4120.22021484375,0.006250000000000089,-0.023110467372764232
471,471,471,471,2020-12-16,4061.5400390625,3929.780029296875,3997.179931640625,0.03352859671109876,0.016101378602553673
472,472,472,472,2020-12-17,4219.7998046875,4034.320068359375,3994.219970703125,0.04597546381676998,0.056476567549849976
473,473,473,473,2020-12-18,4226.8701171875,3991.179931640625,3899.10009765625,0.059052758728918464,0.08406299179861332
474,474,474,474,2020-12-21,4224.64013671875,4003.659912109375,4000.0,0.05519455434788645,0.05616003417968751
475,475,475,475,2020-12-22,4202.2998046875,4022.0,3999.989990234375,0.04482839499937841,0.05057758018071201
476,476,476,476,2020-12-23,4141.56982421875,4025.0,4000.0,0.028961447010869668,0.03539245605468744
477,477,477,477,2020-12-24,4216.39013671875,4061.5400390625,3929.780029296875,0.03812595620551673,0.07293286272645538
478,478,478,478,2020-12-28,4156.60009765625,4219.7998046875,4034.320068359375,-0.014976944394624048,0.03030994745704496
479,479,479,479,2020-12-29,4126.81982421875,4226.8701171875,3991.179931640625,-0.023670065602896306,0.03398491045287666
480,480,480,480,2020-12-30,4127.66015625,4224.64013671875,4003.659912109375,-0.022955796785113614,0.03097172258951786
481,481,481,481,2020-12-31,4079.860107421875,4202.2998046875,4022.0,-0.029136354604935244,0.014385904381371217
482,482,482,482,2021-01-04,4040.64990234375,4141.56982421875,4025.0,-0.024367552922770597,0.003888174495341623
483,483,483,483,2021-01-05,4008.909912109375,4216.39013671875,4061.5400390625,-0.04920802342328756,-0.012958170163767102
484,484,484,484,2021-01-06,3966.489990234375,4156.60009765625,4219.7998046875,-0.04573692512038163,-0.06002887013069669
485,485,485,485,2021-01-07,4025.929931640625,4126.81982421875,4226.8701171875,-0.02444737034217981,-0.04753876508525834
486,486,486,486,2021-01-08,3930.0,4127.66015625,4224.64013671875,-0.047886732135810184,-0.06974325082931088
487,487,487,487,2021-01-11,3986.8701171875,4079.860107421875,4202.2998046875,-0.02279244576675865,-0.05126471158951973
488,488,488,488,2021-01-12,3963.18994140625,4040.64990234375,4141.56982421875,-0.019170173811042135,-0.04307059650893341
489,489,489,489,2021-01-13,3971.39990234375,4008.909912109375,4216.39013671875,-0.009356660685320373,-0.058104261330441
490,490,490,490,2021-01-14,3975.050048828125,3966.489990234375,4156.60009765625,0.002158094086919471,-0.043677535621118424
491,491,491,491,2021-01-15,4009.949951171875,4025.929931640625,4126.81982421875,-0.0039692644283647605,-0.028319596693078264
492,492,492,492,2021-01-19,4160.0,3930.0,4127.66015625,0.058524173027989734,0.007834909494918607
493,493,493,493,2021-01-20,4278.81982421875,3986.8701171875,4079.860107421875,0.07322779484905895,0.04876630853958397
494,494,494,494,2021-01-21,4451.5,3963.18994140625,4040.64990234375,0.12321136907722474,0.10167921190547569
495,495,495,495,2021-01-22,4485.91015625,3971.39990234375,4008.909912109375,0.12955387685904118,0.11898502450748283
496,496,496,496,2021-01-25,4540.0,3975.050048828125,3966.489990234375,0.1421239844108193,0.1445887954281051
