,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ABNB,ABNB_6m,ABNB_12m,ABNB_6m_ret,ABNB_12m_ret
249,249,249,249,2021-12-07,183.13999938964844,180.0800018310547,204.3300018310547,0.0169924340708556,-0.10370480228804912
250,250,250,250,2021-12-08,186.4900054931641,172.5399932861328,196.4199981689453,0.08085089109686705,-0.050554896488901324
251,251,251,251,2021-12-09,181.4600067138672,163.0800018310547,181.72999572753903,0.1127054493281987,-0.0014856601552812876
252,252,252,252,2021-12-10,180.4199981689453,169.60000610351562,178.27000427246094,0.06379712073138544,0.012060323357587555
253,253,253,253,2021-12-13,171.0399932861328,166.75,179.88999938964844,0.025727096168712604,-0.04919676543189144
254,254,254,254,2021-12-14,167.9600067138672,180.8500061035156,173.86000061035156,-0.07127453112868787,-0.03393531505678071
255,255,255,255,2021-12-15,168.13999938964844,183.13999938964844,180.0800018310547,-0.08190455416616016,-0.06630387783207592
256,256,256,256,2021-12-16,156.3800048828125,186.4900054931641,172.5399932861328,-0.16145637687514192,-0.0936593777219018
257,257,257,257,2021-12-17,157.91000366210938,181.4600067138672,163.0800018310547,-0.1297806799318173,-0.031702220449453145
258,258,258,258,2021-12-20,157.22999572753906,180.4199981689453,169.60000610351562,-0.1285334368515575,-0.07293637930901076
259,259,259,259,2021-12-21,165.66000366210938,171.0399932861328,166.75,-0.03145457106644789,-0.0065367096725075235
260,260,260,260,2021-12-22,169.2899932861328,167.9600067138672,180.8500061035156,0.007918471773648905,-0.06392044471796154
261,261,261,261,2021-12-23,171.30999755859375,168.13999938964844,183.13999938964844,0.01885332568367115,-0.0645954017171595
262,262,262,262,2021-12-27,171.67999267578125,156.3800048828125,186.4900054931641,0.09783851717125991,-0.07941451220519002
263,263,263,263,2021-12-28,169.7100067138672,157.91000366210938,181.4600067138672,0.07472612740233409,-0.0647525601524298
264,264,264,264,2021-12-29,167.44000244140625,157.22999572753906,180.4199981689453,0.06493676137700799,-0.07194322059234581
265,265,265,265,2021-12-30,168.77999877929688,165.66000366210938,171.0399932861328,0.018833725994303663,-0.013213251844878093
266,266,266,266,2021-12-31,166.49000549316406,169.2899932861328,167.9600067138672,-0.016539594211196107,-0.008752090747456198
267,267,267,267,2022-01-03,172.67999267578125,171.30999755859375,168.13999938964844,0.00799716967317643,0.027001268601243522
268,268,268,268,2022-01-04,170.8000030517578,171.67999267578125,156.3800048828125,-0.005125755251430553,0.0922112656266465
269,269,269,269,2022-01-05,162.25,169.7100067138672,157.91000366210938,-0.043957376811874393,0.02748398605054314
270,270,270,270,2022-01-06,159.75,167.44000244140625,157.22999572753906,-0.04592691309890107,0.016027503281420996
271,271,271,271,2022-01-07,166.0500030517578,168.77999877929688,165.66000366210938,-0.016174877042799962,0.002354215749287958
272,272,272,272,2022-01-10,160.7100067138672,166.49000549316406,169.2899932861328,-0.03471679133036121,-0.05068218390063839
273,273,273,273,2022-01-11,168.61000061035156,172.67999267578125,171.30999755859375,-0.023569563574579178,-0.015760883700431383
274,274,274,274,2022-01-12,169.5399932861328,170.8000030517578,171.67999267578125,-0.007377106224308316,-0.012465048234769238
275,275,275,275,2022-01-13,166.0,162.25,169.7100067138672,0.023112480739599484,-0.021860860097202783
276,276,276,276,2022-01-14,163.99000549316406,159.75,167.44000244140625,0.026541505434516832,-0.020604377077989344
277,277,277,277,2022-01-18,154.69000244140625,166.0500030517578,168.77999877929688,-0.06841313099410573,-0.08348143405496311
278,278,278,278,2022-01-19,154.5800018310547,160.7100067138672,166.49000549316406,-0.03814326816454272,-0.0715358476133775
279,279,279,279,2022-01-20,158.0,168.61000061035156,172.67999267578125,-0.06292628297221048,-0.08501270151976414
280,280,280,280,2022-01-21,156.72999572753906,169.5399932861328,170.8000030517578,-0.07555737917822314,-0.0823770905903034
281,281,281,281,2022-01-24,147.89999389648438,166.0,162.25,-0.10903618134647963,-0.08844379724817031
282,282,282,282,2022-01-25,144.55999755859375,163.99000549316406,159.75,-0.11848287873482788,-0.09508608727014867
283,283,283,283,2022-01-26,142.13999938964844,154.69000244140625,166.0500030517578,-0.08113002038713857,-0.1439927926689446
284,284,284,284,2022-01-27,138.41000366210938,154.5800018310547,160.7100067138672,-0.10460601615607434,-0.13875926899475144
285,285,285,285,2022-01-28,142.77000427246094,158.0,168.61000061035156,-0.09639237802239908,-0.1532530469388078
286,286,286,286,2022-01-31,153.97000122070312,156.72999572753906,169.5399932861328,-0.01760986781135332,-0.09183669153007568
287,287,287,287,2022-02-01,156.94000244140625,147.89999389648438,166.0,0.06112244028386504,-0.054578298545745474
288,288,288,288,2022-02-02,151.75999450683594,144.55999755859375,163.99000549316406,0.049806288529604226,-0.0745777826493087
289,289,289,289,2022-02-03,149.57000732421875,142.13999938964844,154.69000244140625,0.05227246353225623,-0.033098422886940315
290,290,290,290,2022-02-04,155.55999755859375,138.41000366210938,154.5800018310547,0.12390718476065832,0.006339731633656864
291,291,291,291,2022-02-07,157.91000366210938,142.77000427246094,158.0,0.1060446798107213,-0.0005695970752571666
292,292,292,292,2022-02-08,162.25999450683594,153.97000122070312,156.72999572753906,0.053841613433838864,0.03528360192716584
293,293,293,293,2022-02-09,169.52999877929688,156.94000244140625,147.89999389648438,0.0802217162102512,0.14624750355264649
294,294,294,294,2022-02-10,171.9499969482422,151.75999450683594,144.55999755859375,0.1330390298643349,0.18947149870106084
295,295,295,295,2022-02-11,166.52999877929688,149.57000732421875,142.13999938964844,0.11339166025655412,0.17159138521443307
296,296,296,296,2022-02-14,169.66000366210938,155.55999755859375,138.41000366210938,0.09064030807923262,0.22577847823982755
297,297,297,297,2022-02-15,180.07000732421875,157.91000366210938,142.77000427246094,0.1403331210701928,0.26125938177164176
298,298,298,298,2022-02-16,186.63999938964844,162.25999450683594,153.97000122070312,0.15025271606172397,0.21218417815114266
299,299,299,299,2022-02-17,183.6000061035156,169.52999877929688,156.94000244140625,0.08299420412629033,0.16987385782705644
300,300,300,300,2022-02-18,174.89999389648438,171.9499969482422,151.75999450683594,0.01715613260016613,0.15247759770185088
301,301,301,301,2022-02-22,165.24000549316406,166.52999877929688,149.57000732421875,-0.007746311749166845,0.10476698135728446
302,302,302,302,2022-02-23,150.0399932861328,169.66000366210938,155.55999755859375,-0.11564310946881318,-0.03548472845907413
303,303,303,303,2022-02-24,158.25999450683594,180.07000732421875,157.91000366210938,-0.12111963086730793,0.002216394380405884
304,304,304,304,2022-02-25,155.08999633789062,186.63999938964844,162.25999450683594,-0.16904202290469816,-0.04418832991297339
305,305,305,305,2022-02-28,151.49000549316406,183.6000061035156,169.52999877929688,-0.1748910650484814,-0.10641180567468911
306,306,306,306,2022-03-01,151.00999450683594,174.89999389648438,171.9499969482422,-0.1365923397561002,-0.12177960344895666
307,307,307,307,2022-03-02,157.52999877929688,165.24000549316406,166.52999877929688,-0.0466594435824208,-0.05404431673555554
308,308,308,308,2022-03-03,151.69000244140625,150.0399932861328,169.66000366210938,0.010997128959655322,-0.10591772269728184
309,309,309,309,2022-03-04,142.6999969482422,158.25999450683594,180.07000732421875,-0.09831920952026596,-0.20753045402331383
310,310,310,310,2022-03-07,131.58999633789062,155.08999633789062,186.63999938964844,-0.151524924591533,-0.2949528677227966
311,311,311,311,2022-03-08,142.1300048828125,151.49000549316406,183.6000061035156,-0.06178625830714579,-0.22587145883492987
312,312,312,312,2022-03-09,148.30999755859375,151.00999450683594,174.89999389648438,-0.017879591063225675,-0.15202971564211765
313,313,313,313,2022-03-10,151.8000030517578,157.52999877929688,165.24000549316406,-0.036373997155722204,-0.08133625026998836
314,314,314,314,2022-03-11,145.13999938964844,151.69000244140625,150.0399932861328,-0.04318018950713576,-0.03265791865999268
315,315,315,315,2022-03-14,138.5,142.6999969482422,158.25999450683594,-0.02943235485678075,-0.12485779851320811
316,316,316,316,2022-03-15,143.9499969482422,131.58999633789062,155.08999633789062,0.09392811729102979,-0.07182925819005115
317,317,317,317,2022-03-16,155.75,142.1300048828125,151.49000549316406,0.09582772566860398,0.02812063075031146
318,318,318,318,2022-03-17,157.5500030517578,148.30999755859375,151.00999450683594,0.06230197319984154,0.04330844833337055
319,319,319,319,2022-03-18,167.0,151.8000030517578,157.52999877929688,0.10013173018883004,0.060115541764021785
320,320,320,320,2022-03-21,161.8000030517578,145.13999938964844,151.69000244140625,0.11478574984269696,0.0666490899046348
321,321,321,321,2022-03-22,166.44000244140625,138.5,142.6999969482422,0.2017328696130416,0.16636304135153313
322,322,322,322,2022-03-23,164.16000366210938,143.9499969482422,131.58999633789062,0.14039602043988775,0.24751127160598907
323,323,323,323,2022-03-24,170.8300018310547,155.75,142.1300048828125,0.09682184161190821,0.20192778415722712
324,324,324,324,2022-03-25,167.22000122070312,157.5500030517578,148.30999755859375,0.061377327715878005,0.12750322954215187
325,325,325,325,2022-03-28,167.64999389648438,167.0,151.8000030517578,0.0038921790208645834,0.10441363982925833
326,326,326,326,2022-03-29,175.52000427246094,161.8000030517578,145.13999938964844,0.08479605044453709,0.2093151785212095
327,327,327,327,2022-03-30,173.6300048828125,166.44000244140625,138.5,0.043198764335138806,0.2536462446412455
328,328,328,328,2022-03-31,171.75999450683594,164.16000366210938,143.9499969482422,0.046296239493083924,0.19319206771913278
329,329,329,329,2022-04-01,173.07000732421875,170.8300018310547,155.75,0.013112482989840135,0.1112038993529294
330,330,330,330,2022-04-04,177.02000427246094,167.22000122070312,157.5500030517578,0.05860544779462962,0.12357982128573441
331,331,331,331,2022-04-05,171.2100067138672,167.64999389648438,167.0,0.021234792406738423,0.02520962104112079
332,332,332,332,2022-04-06,164.66000366210938,175.52000427246094,161.8000030517578,-0.06187329276435927,0.017676146825761796
333,333,333,333,2022-04-07,165.91000366210938,173.6300048828125,166.44000244140625,-0.044462368275077546,-0.00318432330883589
334,334,334,334,2022-04-08,162.55999755859375,171.75999450683594,164.16000366210938,-0.05356309526358327,-0.009746625656812946
335,335,335,335,2022-04-11,160.25,173.07000732421875,170.8300018310547,-0.07407411325870306,-0.061932925818955153
336,336,336,336,2022-04-12,160.11000061035156,177.02000427246094,167.22000122070312,-0.0955259476555107,-0.04251884079923862
337,337,337,337,2022-04-13,171.85000610351562,171.2100067138672,167.64999389648438,0.0037380956985653135,0.02505226579145936
338,338,338,338,2022-04-14,170.6999969482422,164.66000366210938,175.52000427246094,0.03668160544030585,-0.027461299036528164
339,339,339,339,2022-04-18,165.74000549316406,165.91000366210938,173.6300048828125,-0.0010246408606652269,-0.04544145117644616
340,340,340,340,2022-04-19,170.1199951171875,162.55999755859375,171.75999450683594,0.04650589119176618,-0.009548203552039447
341,341,341,341,2022-04-20,164.5500030517578,160.25,173.07000732421875,0.026833092366663314,-0.049228658415089166
342,342,342,342,2022-04-21,157.91000366210938,160.11000061035156,177.02000427246094,-0.01374053425679611,-0.10795390435613339
343,343,343,343,2022-04-22,156.08999633789062,171.85000610351562,171.2100067138672,-0.09170793835254099,-0.0883126557038556
344,344,344,344,2022-04-25,158.38999938964844,170.6999969482422,164.66000366210938,-0.07211480831090034,-0.03807848981545814
345,345,345,345,2022-04-26,153.0399932861328,165.74000549316406,165.91000366210938,-0.07662611189882618,-0.07757223851424588
346,346,346,346,2022-04-27,152.22999572753906,170.1199951171875,162.55999755859375,-0.10516106220979415,-0.06354577993476718
347,347,347,347,2022-04-28,159.74000549316406,164.5500030517578,160.25,-0.029231221327178036,-0.003182493022377164
348,348,348,348,2022-04-29,153.2100067138672,157.91000366210938,160.11000061035156,-0.029763769484161928,-0.043095333646749556
349,349,349,349,2022-05-02,152.77999877929688,156.08999633789062,171.85000610351562,-0.021205699508305087,-0.11096890687761596
350,350,350,350,2022-05-03,145.0,158.38999938964844,170.6999969482422,-0.08453816176050533,-0.15055651674109083
351,351,351,351,2022-05-04,156.17999267578125,153.0399932861328,165.74000549316406,0.020517508673551177,-0.05768078014077971
352,352,352,352,2022-05-05,143.08999633789062,152.22999572753906,170.1199951171875,-0.060040725521711136,-0.1588878412597955
353,353,353,353,2022-05-06,135.83999633789062,159.74000549316406,164.5500030517578,-0.1496181816288733,-0.17447588077428777
354,354,354,354,2022-05-09,119.37000274658205,153.2100067138672,157.91000366210938,-0.22087332735703258,-0.24406307404053995
355,355,355,355,2022-05-10,116.12999725341795,152.77999877929688,156.08999633789062,-0.23988743172346028,-0.2560061504388186
356,356,356,356,2022-05-11,116.1500015258789,145.0,158.38999938964844,-0.19896550671807656,-0.2666834902868882
357,357,357,357,2022-05-12,115.94000244140624,156.17999267578125,153.0399932861328,-0.2576513773944812,-0.24242023309137362
358,358,358,358,2022-05-13,121.4499969482422,143.08999633789062,152.22999572753906,-0.15123348901727585,-0.20219404613521008
359,359,359,359,2022-05-16,114.44000244140624,135.83999633789062,159.74000549316406,-0.15753823964521974,-0.2835858363213616
360,360,360,360,2022-05-17,117.5,119.37000274658205,153.2100067138672,-0.015665600264347712,-0.23307881436594857
361,361,361,361,2022-05-18,108.02999877929688,116.12999725341795,152.77999877929688,-0.06974940726507839,-0.2929048328154853
362,362,362,362,2022-05-19,114.16999816894533,116.1500015258789,145.0,-0.01704695076127416,-0.21262070228313568
363,363,363,363,2022-05-20,112.5500030517578,115.94000244140624,156.17999267578125,-0.029239255806999598,-0.27935709866881775
364,364,364,364,2022-05-23,113.27999877929688,121.4499969482422,143.08999633789062,-0.06727046829344174,-0.20833040968287442
365,365,365,365,2022-05-24,106.23999786376952,114.44000244140624,135.83999633789062,-0.07165330655978586,-0.21790341042481765
366,366,366,366,2022-05-25,110.4000015258789,117.5,119.37000274658205,-0.06042551892869019,-0.07514451716773529
367,367,367,367,2022-05-26,114.3000030517578,108.02999877929688,116.12999725341795,0.05803947369536133,-0.01575815245794554
368,368,368,368,2022-05-27,120.5,114.16999816894533,116.1500015258789,0.05544365360931103,0.037451557614933684
369,369,369,369,2022-05-31,120.87000274658205,112.5500030517578,115.94000244140624,0.0739226963059092,0.04252199587167804
370,370,370,370,2022-06-01,116.72000122070312,113.27999877929688,121.4499969482422,0.030367253517616932,-0.038946034140740604
371,371,371,371,2022-06-02,121.26000213623048,106.23999786376952,114.44000244140624,0.1413780551061472,0.05959454342301429
372,372,372,372,2022-06-03,119.83000183105467,110.4000015258789,117.5,0.08541666825036476,0.019829802817486586
373,373,373,373,2022-06-06,122.0199966430664,114.3000030517578,108.02999877929688,0.06754149943296861,0.12950104620801506
374,374,374,374,2022-06-07,122.9000015258789,120.5,114.16999816894533,0.01991702511102833,0.07646495136152298
375,375,375,375,2022-06-08,123.7699966430664,120.87000274658205,112.5500030517578,0.023992668408923112,0.09968896745519351
376,376,376,376,2022-06-09,115.72000122070312,116.72000122070312,113.27999877929688,-0.008567511904914449,0.02153956980667071
377,377,377,377,2022-06-10,108.91000366210938,121.26000213623048,106.23999786376952,-0.10184725595045274,0.025131832191521486
378,378,378,378,2022-06-13,98.93000030517578,119.83000183105467,110.4000015258789,-0.1744137628850685,-0.10389493715735532
379,379,379,379,2022-06-14,98.87000274658205,122.0199966430664,114.3000030517578,-0.18972295142904205,-0.1349956246124392
380,380,380,380,2022-06-15,101.47000122070312,122.9000015258789,120.5,-0.17436940633937492,-0.15792530107300307
381,381,381,381,2022-06-16,93.26000213623048,123.7699966430664,120.87000274658205,-0.24650557755787972,-0.228427235732253
382,382,382,382,2022-06-17,99.48999786376952,115.72000122070312,116.72000122070312,-0.1402523607477283,-0.1476182588822441
383,383,383,383,2022-06-21,102.2699966430664,108.91000366210938,121.26000213623048,-0.06096783395254879,-0.15660568331369162
384,384,384,384,2022-06-22,99.52999877929688,98.93000030517578,119.83000183105467,0.006064878927223738,-0.16940668231298428
385,385,385,385,2022-06-23,95.72000122070312,98.87000274658205,122.0199966430664,-0.031860032753845746,-0.21553840473620223
386,386,386,386,2022-06-24,103.51000213623048,101.47000122070312,122.9000015258789,0.020104473154486602,-0.157770538233602
387,387,387,387,2022-06-27,101.5,93.26000213623048,123.7699966430664,0.08835511124836626,-0.17993049403798278
388,388,388,388,2022-06-28,97.52999877929688,99.48999786376952,115.72000122070312,-0.01970046363008715,-0.1571897878458709
389,389,389,389,2022-06-29,93.93000030517578,102.2699966430664,108.91000366210938,-0.08154880817096466,-0.1375447879279179
390,390,390,390,2022-06-30,89.08000183105469,99.52999877929688,98.93000030517578,-0.10499343993175936,-0.09956533350587449
391,391,391,391,2022-07-01,91.41000366210938,95.72000122070312,98.87000274658205,-0.045027136477527985,-0.07545260318838787
392,392,392,392,2022-07-05,95.94000244140624,103.51000213623048,101.47000122070312,-0.07313302616747408,-0.05449885397427778
393,393,393,393,2022-07-06,92.87999725341795,101.5,93.26000213623048,-0.08492613543430583,-0.004074682330131529
394,394,394,394,2022-07-07,97.5,97.52999877929688,99.48999786376952,-0.0003075851499266813,-0.02000198920995455
395,395,395,395,2022-07-08,97.3499984741211,93.93000030517578,102.2699966430664,0.03641007301004828,-0.0481079332203036
396,396,396,396,2022-07-11,95.0999984741211,89.08000183105469,99.52999877929688,0.0675796645635871,-0.04450919682013765
397,397,397,397,2022-07-12,96.5500030517578,91.41000366210938,95.72000122070312,0.05623016282384219,0.008671143130691394
398,398,398,398,2022-07-13,95.63999938964844,95.94000244140624,103.51000213623048,-0.0031269860759177703,-0.07603132628887654
399,399,399,399,2022-07-14,91.0500030517578,92.87999725341795,101.5,-0.019702780531604902,-0.10295563495805127
400,400,400,400,2022-07-15,94.66000366210938,97.5,97.52999877929688,-0.029128167568108987,-0.02942679332624709
401,401,401,401,2022-07-18,97.66999816894533,97.3499984741211,93.93000030517578,0.003287105288546144,0.039816862042141965
402,402,402,402,2022-07-19,102.1999969482422,95.0999984741211,89.08000183105469,0.07465823962187734,0.1472832829760189
403,403,403,403,2022-07-20,107.7300033569336,96.5500030517578,91.41000366210938,0.11579492441012662,0.17853625468772494
404,404,404,404,2022-07-21,108.13999938964844,95.63999938964844,95.94000244140624,0.13069845336440822,0.127162775044676
405,405,405,405,2022-07-22,103.97000122070312,91.0500030517578,92.87999725341795,0.14190003004833396,0.11940142436725854
406,406,406,406,2022-07-25,104.9499969482422,94.66000366210938,97.5,0.10870476323731348,0.07641022511017637
407,407,407,407,2022-07-26,101.91000366210938,97.66999816894533,97.3499984741211,0.043411544718469974,0.046841348325244114
408,408,408,408,2022-07-27,107.36000061035156,102.1999969482422,95.0999984741211,0.050489274131021444,0.12891695407930737
409,409,409,409,2022-07-28,108.83999633789062,107.7300033569336,96.5500030517578,0.010303471144239795,0.12729148521667577
410,410,410,410,2022-07-29,110.9800033569336,108.13999938964844,95.63999938964844,0.026262289470264433,0.16039318345024456
411,411,411,411,2022-08-01,111.1999969482422,103.97000122070312,91.0500030517578,0.0695392482701962,0.22130689973760953
412,412,412,412,2022-08-02,116.33999633789062,104.9499969482422,94.66000366210938,0.1085278677546373,0.22903012716086923
413,413,413,413,2022-08-03,115.0199966430664,101.91000366210938,97.66999816894533,0.12864284672606074,0.17763897613789048
414,414,414,414,2022-08-04,119.22000122070312,107.36000061035156,102.1999969482422,0.11046945364126648,0.16653625030028585
415,415,415,415,2022-08-05,117.11000061035156,108.83999633789062,107.7300033569336,0.07598313626166386,0.08706949745782455
416,416,416,416,2022-08-08,115.81999969482422,110.9800033569336,108.13999938964844,0.04361142720751454,0.07101905260331387
417,417,417,417,2022-08-09,114.44000244140624,111.1999969482422,103.97000122070312,0.02913674084606388,0.10070213617173884
418,418,418,418,2022-08-10,118.7300033569336,116.33999633789062,104.9499969482422,0.0205432963234895,0.13130068422476682
419,419,419,419,2022-08-11,121.5,115.0199966430664,101.91000366210938,0.05633805899892819,0.1922283940136318
420,420,420,420,2022-08-12,124.51000213623048,119.22000122070312,107.36000061035156,0.04437175693140927,0.15974293431799147
421,421,421,421,2022-08-15,126.04000091552734,117.11000061035156,108.83999633789062,0.07625309758888732,0.1580301833550215
422,422,422,422,2022-08-16,124.18000030517578,115.81999969482422,110.9800033569336,0.07218097593144068,0.11894031851655651
423,423,423,423,2022-08-17,121.87000274658205,114.44000244140624,111.1999969482422,0.06492485273215554,0.09595329218674498
424,424,424,424,2022-08-18,121.2699966430664,118.7300033569336,116.33999633789062,0.021393019576500194,0.042375799040403894
425,425,425,425,2022-08-19,114.76000213623048,121.5,115.0199966430664,-0.05547323344666266,-0.0022604287465138873
426,426,426,426,2022-08-22,111.38999938964844,124.51000213623048,119.22000122070312,-0.10537308265585776,-0.06567691453516755
427,427,427,427,2022-08-23,111.5999984741211,126.04000091552734,117.11000061035156,-0.11456682272704843,-0.04704980025201566
428,428,428,428,2022-08-24,114.51000213623048,124.18000030517578,115.81999969482422,-0.0778708177257289,-0.011310633414310711
429,429,429,429,2022-08-25,117.02999877929688,121.87000274658205,114.44000244140624,-0.03971448148195689,0.022631914388648644
430,430,430,430,2022-08-26,112.81999969482422,121.2699966430664,118.7300033569336,-0.06967920493238766,-0.04977683395108101
431,431,431,431,2022-08-29,113.54000091552734,114.76000213623048,121.5,-0.010630892279479776,-0.0655143957569766
432,432,432,432,2022-08-30,112.55999755859376,111.38999938964844,124.51000213623048,0.010503619493277938,-0.09597626192763076
433,433,433,433,2022-08-31,113.12000274658205,111.5999984741211,126.04000091552734,0.013620110154512366,-0.10250712531813089
434,434,434,434,2022-09-01,113.4000015258789,114.51000213623048,124.18000030517578,-0.00969348170154627,-0.08680946008056634
435,435,435,435,2022-09-02,113.63999938964844,117.02999877929688,121.87000274658205,-0.028966926642813418,-0.06753100165302517
436,436,436,436,2022-09-06,113.6999969482422,112.81999969482422,121.2699966430664,0.007800011130990603,-0.06242269237546827
437,437,437,437,2022-09-07,116.06999969482422,113.54000091552734,114.76000213623048,0.022282884964737404,0.011415105735521403
438,438,438,438,2022-09-08,118.58000183105467,112.55999755859376,111.38999938964844,0.0534826261818917,0.06454800683008544
439,439,439,439,2022-09-09,123.4800033569336,113.12000274658205,111.5999984741211,0.09158416158776639,0.10645165811151291
440,440,440,440,2022-09-12,124.79000091552734,113.4000015258789,114.51000213623048,0.10044091037378977,0.08977380654544853
441,441,441,441,2022-09-13,121.54000091552734,113.63999938964844,117.02999877929688,0.06951778923186547,0.03853714588800217
442,442,442,442,2022-09-14,126.8000030517578,113.6999969482422,112.81999969482422,0.11521553610488566,0.12391422969995736
443,443,443,443,2022-09-15,125.04000091552734,116.06999969482422,113.54000091552734,0.07728096187031452,0.10128588961837237
444,444,444,444,2022-09-16,118.75,118.58000183105467,112.55999755859376,0.0014336158401104804,0.0549929155620672
445,445,445,445,2022-09-19,118.77999877929688,123.4800033569336,113.12000274658205,-0.038062880222401674,0.050035324392580405
446,446,446,446,2022-09-20,116.70999908447266,124.79000091552734,113.4000015258789,-0.06474879214500684,0.029188690600135292
447,447,447,447,2022-09-21,114.01000213623048,121.54000091552734,113.63999938964844,-0.06195490145281768,0.003255919997969814
448,448,448,448,2022-09-22,103.72000122070312,126.8000030517578,113.6999969482422,-0.18201893750455012,-0.08777481086549288
449,449,449,449,2022-09-23,101.75,125.04000091552734,116.06999969482422,-0.18626040263116483,-0.12337382383453888
450,450,450,450,2022-09-26,103.2300033569336,118.75,118.58000183105467,-0.13069470857319077,-0.12944845873750943
451,451,451,451,2022-09-27,106.37000274658205,118.77999877929688,123.4800033569336,-0.10447883616983056,-0.13856495096532406
452,452,452,452,2022-09-28,110.69000244140624,116.70999908447266,124.79000091552734,-0.05158081304335593,-0.11298980984594797
453,453,453,453,2022-09-29,106.66000366210938,114.01000213623048,121.54000091552734,-0.06446801452857265,-0.12242880649441379
454,454,454,454,2022-09-30,105.04000091552734,103.72000122070312,126.8000030517578,0.012726568446672415,-0.17160884552462008
455,455,455,455,2022-10-03,105.0,101.75,125.04000091552734,0.03194103194103204,-0.16026872015992444
456,456,456,456,2022-10-04,110.80999755859376,103.2300033569336,118.75,0.07342820841970887,-0.06686317845394729
457,457,457,457,2022-10-05,111.76000213623048,106.37000274658205,118.77999877929688,0.050672174959792704,-0.059100831076031035
458,458,458,458,2022-10-06,111.58000183105467,110.69000244140624,116.70999908447266,0.008040467702759013,-0.04395507920195407
459,459,459,459,2022-10-07,108.54000091552734,106.66000366210938,114.01000213623048,0.01762607527535498,-0.04797825733015104
460,460,460,460,2022-10-10,110.98999786376952,105.04000091552734,103.72000122070312,0.0566450580386717,0.07009252369363894
461,461,461,461,2022-10-11,106.81999969482422,105.0,101.75,0.01733333042689722,0.049828006828739335
462,462,462,462,2022-10-12,112.3499984741211,110.80999755859376,103.2300033569336,0.013897671234159192,0.08834636075379865
463,463,463,463,2022-10-13,112.6500015258789,111.76000213623048,106.37000274658205,0.00796348758622556,0.059039189782277735
464,464,464,464,2022-10-14,109.16000366210938,111.58000183105467,110.69000244140624,-0.02168845787087781,-0.01382237551315224
465,465,465,465,2022-10-17,116.5,108.54000091552734,106.66000366210938,0.07333700955712752,0.0922557284834058
466,466,466,466,2022-10-18,117.94000244140624,110.98999786376952,105.04000091552734,0.06261829634565119,0.1228103714151052
467,467,467,467,2022-10-19,116.87000274658205,106.81999969482422,105.0,0.0940835337995678,0.11304764520554333
468,468,468,468,2022-10-20,117.0,112.3499984741211,110.80999755859376,0.04138853216762617,0.055861407614715475
469,469,469,469,2022-10-21,119.9499969482422,112.6500015258789,111.76000213623048,0.06480244406109725,0.07328198510616057
470,470,470,470,2022-10-24,116.38999938964844,109.16000366210938,111.58000183105467,0.06623301103871859,0.043108061298266165
471,471,471,471,2022-10-25,118.4499969482422,116.5,108.54000091552734,0.016738171229546905,0.09130270821010433
472,472,472,472,2022-10-26,115.30999755859376,117.94000244140624,110.98999786376952,-0.022299515248179524,0.03892242344329677
473,473,473,473,2022-10-27,112.05999755859376,116.87000274658205,106.81999969482422,-0.041156884358240164,0.04905446432072447
474,474,474,474,2022-10-28,115.20999908447266,117.0,112.3499984741211,-0.015299153124165299,0.025456169552243724
475,475,475,475,2022-10-31,106.91000366210938,119.9499969482422,112.6500015258789,-0.10871191011167358,-0.05095426352436305
476,476,476,476,2022-11-01,109.0500030517578,116.38999938964844,109.16000366210938,-0.06306380596599137,-0.0010077006839617209
477,477,477,477,2022-11-02,94.41000366210938,118.4499969482422,116.5,-0.20295478181090476,-0.18961370247116416
478,478,478,478,2022-11-03,92.0199966430664,115.30999755859376,117.94000244140624,-0.20197729085626548,-0.21977281042720975
479,479,479,479,2022-11-04,96.08999633789062,112.05999755859376,116.87000274658205,-0.14251295349487014,-0.17780444870657064
480,480,480,480,2022-11-07,95.45999908447266,115.20999908447266,117.0,-0.1714260928473681,-0.18410257192758417
481,481,481,481,2022-11-08,98.9000015258789,106.91000366210938,119.9499969482422,-0.07492284970400154,-0.1754897537133432
482,482,482,482,2022-11-09,95.79000091552734,109.0500030517578,116.38999938964844,-0.12159561453599343,-0.17699113826057145
483,483,483,483,2022-11-10,102.4000015258789,94.41000366210938,118.4499969482422,0.08463083946448613,-0.135500175904407
484,484,484,484,2022-11-11,109.56999969482422,92.0199966430664,115.30999755859376,0.19071944894577642,-0.04977883952215689
485,485,485,485,2022-11-14,105.16000366210938,96.08999633789062,112.05999755859376,0.09439075522830698,-0.06157410357676052
486,486,486,486,2022-11-15,107.01000213623048,95.45999908447266,115.20999908447266,0.12099311923874234,-0.07117435130113914
487,487,487,487,2022-11-16,104.43000030517578,98.9000015258789,106.91000366210938,0.05591505251746498,-0.02319711226249399
488,488,488,488,2022-11-17,99.3000030517578,95.79000091552734,109.0500030517578,0.03664267776054997,-0.08940852569598201
489,489,489,489,2022-11-18,97.7699966430664,102.4000015258789,94.41000366210938,-0.045214890759961435,0.03558937454321409
490,490,490,490,2022-11-21,95.70999908447266,109.56999969482422,92.0199966430664,-0.12649448433836463,0.040100006259718546
491,491,491,491,2022-11-22,95.27999877929688,105.16000366210938,96.08999633789062,-0.09395211619198907,-0.008429572166341659
